ticket_id,user_id,issue_type,status,created_at
3052,9957,Payment Issue,Pending,2025-01-14 06:58:48
3053,3360,Order Not Delivered,Closed,2025-01-01 10:42:02
3054,1522,Payment Issue,Pending,2025-01-06 06:39:40
3055,9621,General Inquiry,Open,2025-01-19 09:51:39
3056,5827,Order Not Delivered,Open,2025-01-01 15:01:48
3057,4653,Damaged Product,Closed,2025-01-16 19:32:04
3058,5889,General Inquiry,Open,2025-01-13 11:53:06
3059,9919,Wrong Item Received,Open,2025-01-20 05:30:17
3060,9361,Payment Issue,Open,2025-01-17 15:49:01
3061,9451,General Inquiry,Resolved,2025-01-12 02:06:13
3062,2240,Order Not Delivered,Closed,2025-01-07 01:55:23
3063,2592,Account Access Issue,Closed,2025-01-19 09:22:48
3064,9861,Order Not Delivered,Closed,2025-01-04 13:35:39
3065,40,Refund Request,Closed,2025-01-23 04:53:46
3066,6687,Technical Issue,Closed,2025-01-17 11:36:36
3067,3784,Wrong Item Received,Closed,2025-01-02 05:49:30
3068,2024,Payment Issue,Pending,2025-01-10 17:45:31
3069,4440,Refund Request,Resolved,2025-01-17 19:39:11
3070,538,Wrong Item Received,Closed,2025-01-29 21:17:33
3071,8854,Wrong Item Received,Closed,2025-01-01 07:21:54
3072,1948,General Inquiry,Resolved,2025-01-21 08:40:51
3073,5018,Order Not Delivered,Resolved,2025-01-20 17:59:58
3074,3432,General Inquiry,Open,2025-01-29 03:55:46
3075,2584,Account Access Issue,Closed,2025-01-14 17:23:48
3076,3235,General Inquiry,Resolved,2025-01-09 10:57:56
3077,8141,Refund Request,Pending,2025-01-09 17:26:52
3078,1727,Damaged Product,Pending,2025-01-27 14:03:19
3079,9877,Order Not Delivered,Pending,2025-01-10 09:22:41
3080,981,Refund Request,Resolved,2025-01-05 10:21:57
3081,6857,General Inquiry,Pending,2025-01-19 22:21:50
3082,8881,Account Access Issue,Closed,2025-01-28 07:09:17
3083,5901,Account Access Issue,Closed,2025-01-01 06:42:21
3084,9630,General Inquiry,Open,2025-01-22 19:31:14
3085,2535,General Inquiry,Closed,2025-01-29 23:13:32
3086,9668,Account Access Issue,Closed,2025-01-02 11:51:37
3087,5715,Damaged Product,Pending,2025-01-14 06:43:53
3088,9773,Damaged Product,Closed,2025-01-05 12:26:40
3089,9294,Order Not Delivered,Closed,2025-01-02 17:02:56
3090,982,Damaged Product,Pending,2025-01-03 03:51:40
3091,109,Payment Issue,Open,2025-01-03 19:58:09
3092,3371,Order Not Delivered,Closed,2025-01-29 14:36:13
3093,8598,Technical Issue,Closed,2025-01-18 15:00:15
3094,5755,Technical Issue,Open,2025-01-30 00:26:20
3095,4873,Payment Issue,Closed,2025-01-09 09:46:38
3096,4272,Refund Request,Open,2025-01-20 05:43:11
3097,226,General Inquiry,Closed,2025-01-07 17:40:59
3098,8947,Wrong Item Received,Closed,2025-01-18 22:18:42
3099,2737,Damaged Product,Pending,2025-01-25 17:55:24
3100,6560,Wrong Item Received,Closed,2025-01-01 15:06:17
3101,8530,General Inquiry,Open,2025-01-10 00:06:35
3102,3046,General Inquiry,Pending,2025-01-06 02:50:34
3103,3080,Wrong Item Received,Pending,2025-01-29 01:58:08
3104,2472,Payment Issue,Open,2025-01-22 05:43:21
3105,1171,Refund Request,Resolved,2025-01-27 22:46:59
3106,4911,Refund Request,Resolved,2025-01-11 13:16:44
3107,414,Refund Request,Resolved,2025-01-08 06:33:49
3108,6824,General Inquiry,Pending,2025-01-13 15:20:10
3109,2137,Technical Issue,Open,2025-01-28 02:21:11
3110,1522,Payment Issue,Pending,2025-01-05 12:20:33
3111,5786,Order Not Delivered,Resolved,2025-01-23 20:27:50
3112,9593,Damaged Product,Open,2025-01-18 19:21:55
3113,4945,Refund Request,Pending,2025-01-05 14:35:15
3114,8511,Payment Issue,Resolved,2025-01-22 06:49:14
3115,8432,Refund Request,Pending,2025-01-10 00:11:16
3116,8133,Technical Issue,Closed,2025-01-06 21:37:03
3117,9139,Damaged Product,Resolved,2025-01-26 01:45:36
3118,8617,Account Access Issue,Closed,2025-01-03 09:00:31
3119,8371,Technical Issue,Pending,2025-01-11 19:57:19
3120,5680,Payment Issue,Open,2025-01-16 21:17:24
3121,2618,Damaged Product,Open,2025-01-04 12:11:04
3122,1493,Damaged Product,Closed,2025-01-23 14:16:24
3123,3788,Payment Issue,Open,2025-01-19 21:04:19
3124,6986,Technical Issue,Open,2025-01-22 14:37:30
3125,4558,Payment Issue,Resolved,2025-01-09 13:55:56
3126,5790,Damaged Product,Pending,2025-01-16 20:24:17
3127,2579,Refund Request,Pending,2025-01-24 21:16:19
3128,7342,Wrong Item Received,Closed,2025-01-21 21:01:42
3129,4460,Wrong Item Received,Open,2025-01-09 16:05:31
3130,8772,Refund Request,Open,2025-01-08 18:39:36
3131,6730,Payment Issue,Pending,2025-01-10 18:35:58
3132,339,Account Access Issue,Pending,2025-01-27 01:39:17
3133,3427,Refund Request,Pending,2025-01-10 17:19:01
3134,3400,General Inquiry,Resolved,2025-01-26 10:38:06
3135,8871,General Inquiry,Open,2025-01-28 09:27:02
3136,4908,Technical Issue,Open,2025-01-05 05:43:10
3137,3229,Wrong Item Received,Closed,2025-01-01 21:08:40
3138,6895,Payment Issue,Open,2025-01-01 02:27:29
3139,4069,Order Not Delivered,Resolved,2025-01-17 13:30:31
3140,4442,Technical Issue,Closed,2025-01-21 03:52:46
3141,1484,General Inquiry,Pending,2025-01-01 17:37:52
3142,3268,Payment Issue,Closed,2025-01-07 14:19:46
3143,6781,Wrong Item Received,Closed,2025-01-08 12:29:03
3144,866,Wrong Item Received,Open,2025-01-27 21:17:21
3145,202,Account Access Issue,Open,2025-01-05 08:30:02
3146,1535,General Inquiry,Resolved,2025-01-05 12:53:19
3147,6468,General Inquiry,Pending,2025-01-10 21:53:35
3148,8013,Technical Issue,Open,2025-01-15 14:20:06
3149,3911,Account Access Issue,Pending,2025-01-05 20:04:07
3150,2117,General Inquiry,Open,2025-01-11 06:50:34
3151,4456,Order Not Delivered,Resolved,2025-01-21 22:52:27
3152,1181,General Inquiry,Closed,2025-01-13 18:16:53
3153,246,Account Access Issue,Open,2025-01-16 13:52:43
3154,7363,Payment Issue,Pending,2025-01-01 06:02:04
3155,5319,Account Access Issue,Open,2025-01-07 13:05:31
3156,6618,Account Access Issue,Resolved,2025-01-30 11:03:06
3157,2442,Refund Request,Closed,2025-01-01 04:59:17
3158,2644,Technical Issue,Pending,2025-01-12 23:39:51
3159,3231,Damaged Product,Pending,2025-01-04 08:16:06
3160,9447,Refund Request,Resolved,2025-01-14 08:59:42
3161,2559,Damaged Product,Closed,2025-01-14 16:01:43
3162,7189,General Inquiry,Open,2025-01-11 04:49:32
3163,2829,General Inquiry,Pending,2025-01-19 19:42:26
3164,4170,Refund Request,Closed,2025-01-25 14:20:58
3165,8871,Damaged Product,Pending,2025-01-05 11:20:14
3166,5270,Order Not Delivered,Open,2025-01-09 02:35:32
3167,9855,General Inquiry,Pending,2025-01-15 23:34:23
3168,6511,Account Access Issue,Open,2025-01-30 03:19:47
3169,2383,Damaged Product,Closed,2025-01-26 11:42:40
3170,8382,General Inquiry,Open,2025-01-05 14:36:48
3171,153,Damaged Product,Closed,2025-01-23 14:22:14
3172,1948,Payment Issue,Resolved,2025-01-05 20:39:24
3173,9221,Damaged Product,Closed,2025-01-29 19:04:49
3174,9124,Account Access Issue,Open,2025-01-24 03:27:53
3175,1138,Technical Issue,Pending,2025-01-17 05:36:43
3176,2992,Order Not Delivered,Pending,2025-01-03 14:19:19
3177,8153,Refund Request,Pending,2025-01-21 08:18:11
3178,4603,Wrong Item Received,Pending,2025-01-20 01:20:50
3179,2230,Damaged Product,Pending,2025-01-03 21:19:02
3180,9819,Payment Issue,Open,2025-01-10 15:44:08
3181,6656,General Inquiry,Resolved,2025-01-02 02:43:29
3182,8696,Account Access Issue,Resolved,2025-01-09 10:12:12
3183,2309,Wrong Item Received,Closed,2025-01-13 06:25:32
3184,5694,Order Not Delivered,Closed,2025-01-25 13:56:51
3185,9167,General Inquiry,Pending,2025-01-01 06:06:41
3186,9687,Damaged Product,Pending,2025-01-23 02:48:23
3187,3898,Account Access Issue,Closed,2025-01-30 07:31:49
3188,6303,Damaged Product,Open,2025-01-05 16:11:11
3189,1190,Payment Issue,Open,2025-01-04 02:58:37
3190,6643,Account Access Issue,Open,2025-01-18 16:41:47
3191,648,Order Not Delivered,Open,2025-01-13 18:59:01
3192,6015,General Inquiry,Pending,2025-01-19 02:17:28
3193,5020,General Inquiry,Resolved,2025-01-24 01:59:20
3194,4943,General Inquiry,Open,2025-01-23 01:53:39
3195,7124,Technical Issue,Pending,2025-01-20 00:45:27
3196,8881,Refund Request,Pending,2025-01-14 03:35:20
3197,2830,Account Access Issue,Open,2025-01-28 05:49:10
3198,9717,Account Access Issue,Resolved,2025-01-04 01:28:32
3199,5775,Account Access Issue,Resolved,2025-01-22 05:28:31
3200,5044,Damaged Product,Pending,2025-01-20 10:31:46
3201,5583,Refund Request,Pending,2025-01-03 04:06:19
3202,98,Wrong Item Received,Open,2025-01-06 08:00:03
3203,975,Damaged Product,Resolved,2025-01-21 19:25:52
3204,8284,Order Not Delivered,Closed,2025-01-29 04:22:23
3205,9147,Account Access Issue,Open,2025-01-07 08:48:29
3206,3180,Order Not Delivered,Open,2025-01-07 20:01:00
3207,3442,Refund Request,Pending,2025-01-15 23:14:11
3208,489,Refund Request,Resolved,2025-01-23 12:54:48
3209,4938,General Inquiry,Closed,2025-01-15 21:04:12
3210,4286,Refund Request,Open,2025-01-18 04:10:06
3211,4467,Wrong Item Received,Closed,2025-01-09 22:56:54
3212,4491,Refund Request,Pending,2025-01-26 13:42:13
3213,291,Technical Issue,Resolved,2025-01-01 06:02:36
3214,6725,General Inquiry,Resolved,2025-01-24 23:47:52
3215,4201,Wrong Item Received,Open,2025-01-23 07:04:52
3216,6391,General Inquiry,Open,2025-01-09 23:10:43
3217,9098,Damaged Product,Pending,2025-01-08 15:36:45
3218,3729,Refund Request,Closed,2025-01-05 03:45:47
3219,6117,Refund Request,Open,2025-01-27 05:31:31
3220,8615,Order Not Delivered,Closed,2025-01-22 20:23:02
3221,6110,Refund Request,Closed,2025-01-19 17:49:17
3222,8787,Wrong Item Received,Closed,2025-01-04 02:14:47
3223,4065,Account Access Issue,Resolved,2025-01-06 03:55:13
3224,5455,Refund Request,Open,2025-01-25 16:46:04
3225,3718,Technical Issue,Pending,2025-01-28 17:49:34
3226,8841,Order Not Delivered,Resolved,2025-01-28 00:55:39
3227,7004,Account Access Issue,Closed,2025-01-23 07:45:26
3228,1264,Payment Issue,Resolved,2025-01-19 11:47:49
3229,2463,Damaged Product,Pending,2025-01-04 12:43:21
3230,1523,Damaged Product,Resolved,2025-01-28 16:39:22
3231,8511,Refund Request,Closed,2025-01-18 11:23:10
3232,8088,Payment Issue,Resolved,2025-01-10 03:28:24
3233,3149,Account Access Issue,Open,2025-01-05 17:36:15
3234,399,Account Access Issue,Closed,2025-01-07 06:57:26
3235,8056,Payment Issue,Open,2025-01-24 08:15:29
3236,2014,General Inquiry,Closed,2025-01-18 02:07:43
3237,5244,Order Not Delivered,Open,2025-01-15 04:24:34
3238,2400,Refund Request,Resolved,2025-01-11 12:31:33
3239,6188,General Inquiry,Open,2025-01-23 05:35:15
3240,3570,General Inquiry,Resolved,2025-01-13 15:31:41
3241,8753,Technical Issue,Resolved,2025-01-17 21:40:34
3242,8322,Damaged Product,Open,2025-01-21 01:20:51
3243,4268,Refund Request,Open,2025-01-14 12:38:06
3244,674,Payment Issue,Open,2025-01-09 01:06:56
3245,7858,General Inquiry,Pending,2025-01-13 06:11:05
3246,291,Technical Issue,Pending,2025-01-16 18:00:30
3247,6096,Payment Issue,Open,2025-01-12 13:34:47
3248,5172,General Inquiry,Resolved,2025-01-15 23:53:31
3249,1344,General Inquiry,Closed,2025-01-12 13:30:08
3250,3628,Damaged Product,Open,2025-01-05 22:23:43
3251,7304,Wrong Item Received,Resolved,2025-01-04 21:14:05
3252,805,Damaged Product,Open,2025-01-09 14:39:07
3253,7087,Order Not Delivered,Open,2025-01-17 11:20:00
3254,6872,Damaged Product,Open,2025-01-20 09:51:53
3255,2308,Order Not Delivered,Closed,2025-01-05 01:29:40
3256,4222,General Inquiry,Resolved,2025-01-14 02:55:00
3257,9981,Wrong Item Received,Open,2025-01-04 22:38:50
3258,476,Order Not Delivered,Open,2025-01-07 05:16:07
3259,1046,Wrong Item Received,Resolved,2025-01-16 03:06:24
3260,139,Order Not Delivered,Resolved,2025-01-18 08:48:34
3261,4175,Account Access Issue,Open,2025-01-15 15:42:33
3262,3191,Refund Request,Open,2025-01-09 07:53:27
3263,557,Damaged Product,Open,2025-01-19 22:52:37
3264,564,Order Not Delivered,Pending,2025-01-07 11:45:03
3265,7185,Damaged Product,Resolved,2025-01-09 16:21:54
3266,9997,Wrong Item Received,Open,2025-01-19 05:15:34
3267,9722,Account Access Issue,Closed,2025-01-17 12:54:13
3268,329,Payment Issue,Pending,2025-01-14 15:22:21
3269,1325,Technical Issue,Open,2025-01-29 05:10:39
3270,1536,Refund Request,Pending,2025-01-05 14:34:41
3271,5246,Wrong Item Received,Closed,2025-01-09 06:35:48
3272,8555,General Inquiry,Resolved,2025-01-19 13:37:55
3273,8213,Order Not Delivered,Open,2025-01-08 07:39:52
3274,2478,Damaged Product,Closed,2025-01-13 16:35:03
3275,5468,General Inquiry,Closed,2025-01-27 21:07:16
3276,1779,Technical Issue,Open,2025-01-21 11:42:15
3277,114,Refund Request,Closed,2025-01-28 02:04:40
3278,2413,Damaged Product,Resolved,2025-01-05 07:08:52
3279,4856,General Inquiry,Closed,2025-01-03 09:25:51
3280,7732,Refund Request,Closed,2025-01-11 00:30:10
3281,862,Technical Issue,Resolved,2025-01-11 22:02:47
3282,9703,Damaged Product,Resolved,2025-01-13 21:06:48
3283,4079,Account Access Issue,Closed,2025-01-24 18:22:37
3284,7035,Account Access Issue,Pending,2025-01-14 01:37:03
3285,499,Payment Issue,Closed,2025-01-17 20:51:29
3286,9753,Technical Issue,Open,2025-01-03 01:39:20
3287,1781,Wrong Item Received,Closed,2025-01-24 21:13:31
3288,1999,Technical Issue,Resolved,2025-01-09 11:12:25
3289,9680,Wrong Item Received,Resolved,2025-01-11 15:49:10
3290,2301,Damaged Product,Resolved,2025-01-18 01:04:15
3291,8264,Technical Issue,Resolved,2025-01-18 23:52:59
3292,1254,Refund Request,Pending,2025-01-11 20:35:14
3293,3452,Account Access Issue,Resolved,2025-01-03 10:12:46
3294,6879,General Inquiry,Closed,2025-01-06 16:22:30
3295,8419,Damaged Product,Resolved,2025-01-13 23:27:23
3296,1548,Account Access Issue,Open,2025-01-09 05:43:50
3297,1377,Refund Request,Closed,2025-01-21 07:27:59
3298,8137,Account Access Issue,Open,2025-01-23 23:11:17
3299,3905,Account Access Issue,Open,2025-01-10 11:42:38
3300,6756,Refund Request,Open,2025-01-25 23:17:08
3301,5546,General Inquiry,Pending,2025-01-17 06:31:16
3302,2895,Account Access Issue,Open,2025-01-24 07:24:10
3303,3629,Wrong Item Received,Resolved,2025-01-13 20:59:23
3304,8390,Payment Issue,Pending,2025-01-06 16:34:38
3305,1189,Account Access Issue,Resolved,2025-01-25 21:36:29
3306,7436,Account Access Issue,Closed,2025-01-20 16:27:40
3307,6848,Account Access Issue,Pending,2025-01-16 20:32:30
3308,6100,Order Not Delivered,Resolved,2025-01-15 19:48:24
3309,9686,Technical Issue,Open,2025-01-13 22:25:25
3310,8539,General Inquiry,Closed,2025-01-13 06:39:00
3311,6777,Technical Issue,Closed,2025-01-23 10:42:56
3312,4550,General Inquiry,Resolved,2025-01-24 15:49:47
3313,9478,Wrong Item Received,Closed,2025-01-30 14:31:09
3314,396,Technical Issue,Resolved,2025-01-14 03:59:19
3315,6398,Refund Request,Open,2025-01-09 21:34:14
3316,3904,Wrong Item Received,Open,2025-01-24 13:30:57
3317,8393,Account Access Issue,Resolved,2025-01-18 17:46:01
3318,7818,Refund Request,Resolved,2025-01-18 17:10:30
3319,2612,Wrong Item Received,Open,2025-01-19 19:01:26
3320,325,Refund Request,Resolved,2025-01-02 03:16:32
3321,4909,Account Access Issue,Open,2025-01-16 18:01:52
3322,1928,Account Access Issue,Pending,2025-01-22 15:54:01
3323,9133,Order Not Delivered,Resolved,2025-01-02 08:33:15
3324,7855,Wrong Item Received,Closed,2025-01-18 00:09:29
3325,7467,Order Not Delivered,Pending,2025-01-25 06:48:47
3326,6914,Account Access Issue,Open,2025-01-28 09:23:32
3327,7286,Payment Issue,Open,2025-01-24 16:02:03
3328,3699,Damaged Product,Closed,2025-01-12 06:22:08
3329,5437,Refund Request,Closed,2025-01-24 07:49:30
3330,573,Technical Issue,Open,2025-01-24 12:18:54
3331,9361,Technical Issue,Closed,2025-01-20 21:27:22
3332,3542,Account Access Issue,Closed,2025-01-22 05:39:28
3333,5786,Order Not Delivered,Open,2025-01-13 06:28:31
3334,3302,Damaged Product,Resolved,2025-01-25 03:57:50
3335,9870,Refund Request,Closed,2025-01-17 02:55:34
3336,4060,Order Not Delivered,Resolved,2025-01-28 01:46:02
3337,1645,Order Not Delivered,Resolved,2025-01-22 05:55:35
3338,4251,Refund Request,Open,2025-01-11 22:33:35
3339,3603,General Inquiry,Open,2025-01-23 20:54:45
3340,1555,Order Not Delivered,Closed,2025-01-30 14:29:12
3341,8516,Wrong Item Received,Closed,2025-01-12 00:15:44
3342,2712,Wrong Item Received,Open,2025-01-16 05:06:42
3343,7362,General Inquiry,Pending,2025-01-19 06:20:13
3344,3371,Technical Issue,Resolved,2025-01-06 14:05:09
3345,2392,Account Access Issue,Resolved,2025-01-21 01:54:36
3346,7572,Wrong Item Received,Pending,2025-01-12 02:27:31
3347,7348,Wrong Item Received,Resolved,2025-01-27 13:39:10
3348,1594,Account Access Issue,Closed,2025-01-24 10:01:50
3349,4237,Account Access Issue,Closed,2025-01-21 09:20:35
3350,2713,Payment Issue,Closed,2025-01-09 12:33:18
3351,9923,Damaged Product,Closed,2025-01-28 14:44:42
3352,4692,Refund Request,Open,2025-01-28 20:29:08
3353,5022,Wrong Item Received,Closed,2025-01-08 13:54:16
3354,6149,Account Access Issue,Open,2025-01-28 16:43:26
3355,940,Wrong Item Received,Resolved,2025-01-24 22:09:30
3356,2664,Damaged Product,Pending,2025-01-03 23:18:25
3357,5294,Payment Issue,Resolved,2025-01-27 08:31:33
3358,1944,Wrong Item Received,Resolved,2025-01-09 08:47:50
3359,7210,Wrong Item Received,Open,2025-01-09 08:27:25
3360,5078,Wrong Item Received,Open,2025-01-29 20:42:15
3361,6420,Payment Issue,Closed,2025-01-29 17:00:53
3362,9355,Order Not Delivered,Resolved,2025-01-22 19:25:46
3363,4270,Technical Issue,Closed,2025-01-07 05:36:52
3364,8574,Wrong Item Received,Pending,2025-01-13 18:24:52
3365,4039,Order Not Delivered,Closed,2025-01-03 16:30:45
3366,5319,Payment Issue,Pending,2025-01-30 00:11:20
3367,6832,Technical Issue,Closed,2025-01-11 03:59:48
3368,9346,Account Access Issue,Pending,2025-01-08 02:16:19
3369,9734,Order Not Delivered,Pending,2025-01-29 15:51:36
3370,7767,Technical Issue,Pending,2025-01-08 01:26:25
3371,1557,Wrong Item Received,Resolved,2025-01-24 02:38:00
3372,7344,Damaged Product,Open,2025-01-25 14:14:25
3373,2748,General Inquiry,Pending,2025-01-13 20:06:41
3374,7983,Payment Issue,Pending,2025-01-08 16:02:46
3375,841,Account Access Issue,Open,2025-01-21 17:51:08
3376,5201,Refund Request,Open,2025-01-13 09:59:29
3377,6739,Order Not Delivered,Resolved,2025-01-01 00:58:34
3378,7502,Wrong Item Received,Pending,2025-01-15 23:34:52
3379,2530,Wrong Item Received,Open,2025-01-16 11:35:47
3380,3386,Refund Request,Open,2025-01-22 12:50:43
3381,8202,Order Not Delivered,Pending,2025-01-28 03:24:22
3382,1391,General Inquiry,Closed,2025-01-25 03:47:36
3383,471,Damaged Product,Pending,2025-01-10 16:04:16
3384,9536,Refund Request,Open,2025-01-11 08:14:48
3385,705,General Inquiry,Pending,2025-01-23 23:04:15
3386,1464,Payment Issue,Closed,2025-01-23 12:49:20
3387,7457,Wrong Item Received,Pending,2025-01-29 11:09:58
3388,3693,Account Access Issue,Resolved,2025-01-17 13:52:59
3389,323,Damaged Product,Closed,2025-01-24 19:19:47
3390,310,General Inquiry,Resolved,2025-01-27 03:10:57
3391,7432,Refund Request,Closed,2025-01-05 12:04:41
3392,2787,Technical Issue,Closed,2025-01-10 06:21:58
3393,4450,Damaged Product,Resolved,2025-01-18 11:57:28
3394,4962,Order Not Delivered,Open,2025-01-11 04:40:43
3395,7188,Refund Request,Resolved,2025-01-01 21:35:28
3396,7090,Order Not Delivered,Pending,2025-01-20 04:28:03
3397,5295,Wrong Item Received,Pending,2025-01-29 02:10:17
3398,882,Refund Request,Closed,2025-01-10 02:52:16
3399,990,Order Not Delivered,Resolved,2025-01-26 13:45:40
3400,1636,Payment Issue,Pending,2025-01-09 22:41:53
3401,4263,Payment Issue,Closed,2025-01-08 17:04:35
3402,9177,Account Access Issue,Resolved,2025-01-12 23:12:35
3403,2047,Technical Issue,Open,2025-01-18 01:19:59
3404,5023,Damaged Product,Open,2025-01-17 07:35:42
3405,8279,Damaged Product,Open,2025-01-26 10:01:37
3406,8662,General Inquiry,Resolved,2025-01-19 03:00:06
3407,5298,Technical Issue,Resolved,2025-01-02 12:12:36
3408,1649,Damaged Product,Resolved,2025-01-16 02:38:48
3409,6195,Account Access Issue,Pending,2025-01-21 15:18:48
3410,3246,Wrong Item Received,Resolved,2025-01-02 14:06:36
3411,5135,Payment Issue,Resolved,2025-01-30 07:56:35
3412,6927,Order Not Delivered,Open,2025-01-05 02:40:32
3413,7231,Wrong Item Received,Resolved,2025-01-13 20:39:26
3414,6746,Damaged Product,Open,2025-01-28 15:44:36
3415,4257,General Inquiry,Resolved,2025-01-27 20:51:15
3416,8062,Damaged Product,Pending,2025-01-17 09:15:13
3417,7580,Payment Issue,Pending,2025-01-19 09:31:57
3418,1701,Order Not Delivered,Resolved,2025-01-19 06:17:34
3419,8297,Wrong Item Received,Open,2025-01-25 09:50:21
3420,8339,Account Access Issue,Pending,2025-01-21 20:33:48
3421,3452,Refund Request,Closed,2025-01-06 03:21:05
3422,5511,General Inquiry,Closed,2025-01-18 11:01:51
3423,6400,Payment Issue,Open,2025-01-12 21:51:34
3424,9614,Refund Request,Pending,2025-01-01 04:26:03
3425,7186,Account Access Issue,Closed,2025-01-09 18:04:34
3426,6611,Damaged Product,Resolved,2025-01-18 02:05:36
3427,2592,Payment Issue,Resolved,2025-01-13 17:35:25
3428,1324,Technical Issue,Closed,2025-01-18 08:13:07
3429,2444,Account Access Issue,Resolved,2025-01-13 02:45:54
3430,1609,Technical Issue,Resolved,2025-01-15 22:46:25
3431,1578,Payment Issue,Closed,2025-01-27 22:05:18
3432,5303,Damaged Product,Closed,2025-01-12 03:55:17
3433,7258,Damaged Product,Resolved,2025-01-17 15:29:42
3434,5434,Account Access Issue,Open,2025-01-26 11:07:41
3435,824,Refund Request,Pending,2025-01-19 16:39:16
3436,1829,Account Access Issue,Open,2025-01-27 21:59:22
3437,4137,Wrong Item Received,Resolved,2025-01-22 11:54:03
3438,6678,General Inquiry,Open,2025-01-11 17:29:18
3439,5356,Wrong Item Received,Open,2025-01-22 06:07:51
3440,6303,Refund Request,Closed,2025-01-22 07:47:57
3441,9057,Refund Request,Pending,2025-01-01 02:42:11
3442,6067,Refund Request,Open,2025-01-22 05:32:40
3443,3492,General Inquiry,Resolved,2025-01-06 02:29:12
3444,4384,Damaged Product,Resolved,2025-01-07 00:05:05
3445,8027,Damaged Product,Resolved,2025-01-27 05:12:52
3446,5868,Technical Issue,Pending,2025-01-01 14:03:09
3447,1716,Wrong Item Received,Open,2025-01-08 01:10:29
3448,199,Technical Issue,Closed,2025-01-09 12:52:33
3449,7153,Technical Issue,Closed,2025-01-22 19:03:03
3450,3918,General Inquiry,Pending,2025-01-09 20:26:06
3451,8032,Technical Issue,Resolved,2025-01-09 05:34:45
3452,1866,Account Access Issue,Closed,2025-01-18 04:34:38
3453,5374,Technical Issue,Open,2025-01-17 15:46:44
3454,6842,Account Access Issue,Resolved,2025-01-15 18:58:58
3455,9811,Damaged Product,Open,2025-01-19 10:17:15
3456,6499,Payment Issue,Closed,2025-01-14 18:13:25
3457,4414,Damaged Product,Resolved,2025-01-06 22:36:13
3458,2666,Refund Request,Pending,2025-01-05 00:40:17
3459,9561,Technical Issue,Resolved,2025-01-10 21:17:19
3460,9794,General Inquiry,Pending,2025-01-17 12:53:26
3461,7580,Account Access Issue,Open,2025-01-27 17:46:20
3462,6523,Payment Issue,Resolved,2025-01-27 12:14:25
3463,9708,Payment Issue,Open,2025-01-13 16:03:38
3464,1930,Wrong Item Received,Open,2025-01-24 01:41:10
3465,7350,Account Access Issue,Pending,2025-01-02 23:37:43
3466,2725,Order Not Delivered,Pending,2025-01-21 00:35:46
3467,6023,Account Access Issue,Resolved,2025-01-26 12:40:42
3468,4032,Refund Request,Pending,2025-01-02 12:49:17
3469,7472,Wrong Item Received,Open,2025-01-03 05:31:42
3470,7684,Payment Issue,Pending,2025-01-13 07:31:07
3471,9257,Account Access Issue,Pending,2025-01-05 10:56:03
3472,146,Order Not Delivered,Resolved,2025-01-02 19:10:16
3473,2271,Order Not Delivered,Pending,2025-01-23 13:56:03
3474,2168,Wrong Item Received,Pending,2025-01-30 11:52:39
3475,6864,Order Not Delivered,Closed,2025-01-02 22:52:32
3476,3180,Refund Request,Closed,2025-01-18 19:07:48
3477,1445,Refund Request,Open,2025-01-14 00:46:22
3478,1848,Technical Issue,Pending,2025-01-03 03:54:31
3479,5060,Payment Issue,Resolved,2025-01-24 05:28:19
3480,2894,Order Not Delivered,Pending,2025-01-29 01:01:22
3481,8573,General Inquiry,Resolved,2025-01-24 23:35:34
3482,9863,Payment Issue,Open,2025-01-25 11:42:58
3483,2137,Account Access Issue,Open,2025-01-09 16:00:07
3484,1556,Technical Issue,Open,2025-01-19 16:09:06
3485,8379,General Inquiry,Closed,2025-01-11 03:43:14
3486,8487,Wrong Item Received,Open,2025-01-19 00:57:59
3487,5242,Technical Issue,Pending,2025-01-03 00:52:06
3488,9456,General Inquiry,Closed,2025-01-30 04:13:25
3489,5139,Technical Issue,Pending,2025-01-09 11:06:54
3490,2513,Damaged Product,Pending,2025-01-22 00:09:06
3491,2981,General Inquiry,Closed,2025-01-20 08:05:08
3492,2069,Refund Request,Open,2025-01-12 14:31:39
3493,7944,Order Not Delivered,Open,2025-01-19 02:31:44
3494,41,Technical Issue,Pending,2025-01-20 11:09:34
3495,7159,General Inquiry,Pending,2025-01-11 14:14:49
3496,9771,Account Access Issue,Open,2025-01-17 13:54:38
3497,2541,Wrong Item Received,Pending,2025-01-29 10:17:36
3498,3381,Refund Request,Closed,2025-01-17 16:57:29
3499,612,Damaged Product,Open,2025-01-15 14:17:18
3500,5457,Payment Issue,Pending,2025-01-10 23:07:59
3501,5879,General Inquiry,Closed,2025-01-17 15:14:34
3502,3238,Refund Request,Resolved,2025-01-25 00:25:46
3503,7358,Technical Issue,Pending,2025-01-10 19:50:54
3504,6938,Refund Request,Pending,2025-01-19 21:30:38
3505,3070,Wrong Item Received,Open,2025-01-03 11:30:12
3506,249,Payment Issue,Open,2025-01-02 00:55:41
3507,6748,Damaged Product,Open,2025-01-11 14:59:44
3508,9947,Refund Request,Open,2025-01-25 00:37:48
3509,166,Account Access Issue,Resolved,2025-01-24 06:30:31
3510,7357,Refund Request,Resolved,2025-01-08 08:32:59
3511,5173,Wrong Item Received,Pending,2025-01-28 12:52:06
3512,4332,Damaged Product,Open,2025-01-05 08:13:29
