order_id,user_id,total_amount,order_status,order_date
1293,8803,870.05,Shipped,2025-01-18 13:06:38
1294,7745,283.24,Pending,2025-01-08 11:02:38
1295,8582,853.74,Pending,2025-01-14 22:37:19
1296,7587,734.4,Delivered,2025-01-03 19:34:15
1297,1854,1434.48,Shipped,2025-01-06 05:46:43
1298,3943,923.13,Delivered,2025-01-28 07:03:07
1299,5739,554.25,Pending,2025-01-13 01:06:04
1300,468,446.98,Shipped,2025-01-18 01:44:41
1301,3990,71.88,Cancelled,2025-01-10 21:19:18
1302,8553,564.78,Cancelled,2025-01-01 14:58:14
1303,5999,862.97,Shipped,2025-01-14 10:37:14
1304,4389,925.4,Delivered,2025-01-09 18:28:36
1305,3468,547.65,Cancelled,2025-01-06 11:24:11
1306,3211,1137.27,Shipped,2025-01-08 14:38:32
1307,6946,386.98,Shipped,2025-01-19 10:44:18
1308,6443,1350.07,Cancelled,2025-01-17 05:00:52
1309,5805,549.15,Delivered,2025-01-20 19:22:09
1310,8469,20.64,Delivered,2025-01-14 04:46:57
1311,1180,875.31,Shipped,2025-01-25 00:45:58
1312,9994,709.78,Pending,2025-01-29 00:47:09
1313,4033,326.7,Cancelled,2025-01-10 17:52:19
1314,2806,471.65,Cancelled,2025-01-03 07:54:54
1315,20,1469.35,Delivered,2025-01-28 22:17:04
1316,9903,456.69,Cancelled,2025-01-19 07:32:48
1317,6385,1216.12,Shipped,2025-01-16 15:25:44
1318,7087,945.82,Delivered,2025-01-05 03:52:44
1319,7438,858.52,Delivered,2025-01-26 23:21:50
1320,2958,454.61,Pending,2025-01-19 05:51:25
1321,1626,1470.08,Shipped,2025-01-08 01:15:43
1322,6962,1152.14,Shipped,2025-01-28 01:35:59
1323,2789,962.71,Delivered,2025-01-29 21:08:50
1324,5121,1104.42,Shipped,2025-01-14 20:16:54
1325,7041,261.2,Shipped,2025-01-29 12:08:46
1326,9042,710.41,Shipped,2025-01-28 15:53:22
1327,5575,1336.75,Pending,2025-01-18 05:01:37
1328,7323,1498.98,Pending,2025-01-21 16:07:56
1329,8802,1114.68,Cancelled,2025-01-17 01:30:18
1330,8768,512.85,Pending,2025-01-01 18:52:09
1331,4220,1297.42,Shipped,2025-01-10 06:48:32
1332,3454,394.18,Shipped,2025-01-03 18:52:26
1333,4893,138.46,Pending,2025-01-23 20:20:22
1334,7496,989.65,Shipped,2025-01-14 21:23:46
1335,5385,1147.84,Delivered,2025-01-18 05:13:12
1336,9174,1105.98,Cancelled,2025-01-25 07:46:12
1337,5791,563.13,Delivered,2025-01-24 00:08:59
1338,121,1275.8,Delivered,2025-01-28 12:38:34
1339,8982,1212.75,Cancelled,2025-01-09 12:35:04
1340,801,576.67,Pending,2025-01-06 17:02:38
1341,8337,669.79,Delivered,2025-01-13 15:41:15
1342,7030,665.08,Cancelled,2025-01-06 04:42:37
1343,1048,119.36,Shipped,2025-01-08 02:16:36
1344,634,1134.59,Pending,2025-01-08 06:46:14
1345,5122,641.16,Shipped,2025-01-29 10:48:28
1346,7647,608.89,Delivered,2025-01-05 02:38:11
1347,2482,995.47,Shipped,2025-01-19 07:52:06
1348,6808,1242.63,Pending,2025-01-12 10:10:02
1349,5353,351.82,Pending,2025-01-16 00:13:58
1350,2386,776.31,Pending,2025-01-29 11:16:55
1351,8256,766.22,Pending,2025-01-24 06:35:21
1352,4202,608.31,Delivered,2025-01-11 16:10:25
1353,6474,543.04,Delivered,2025-01-21 14:17:49
1354,1306,472.5,Delivered,2025-01-12 01:52:00
1355,5328,998.69,Shipped,2025-01-23 20:50:10
1356,9550,1179.21,Delivered,2025-01-05 16:52:38
1357,6482,300.44,Delivered,2025-01-06 12:26:28
1358,5256,208.75,Pending,2025-01-13 12:14:53
1359,4927,478.17,Shipped,2025-01-13 00:02:15
1360,3732,479.36,Delivered,2025-01-03 02:14:23
1361,9415,258.32,Pending,2025-01-21 17:52:42
1362,1967,875.19,Cancelled,2025-01-07 18:27:33
1363,342,912.28,Cancelled,2025-01-08 14:37:19
1364,5785,1380.07,Cancelled,2025-01-09 23:58:52
1365,1346,695.05,Delivered,2025-01-03 22:04:14
1366,41,448.09,Pending,2025-01-06 23:21:00
1367,7026,446.05,Pending,2025-01-29 07:05:08
1368,5984,121.08,Cancelled,2025-01-20 13:36:46
1369,6825,416.34,Pending,2025-01-05 10:51:07
1370,8464,1093.7,Delivered,2025-01-18 02:12:27
1371,8839,242.32,Pending,2025-01-14 05:05:34
1372,6206,230.86,Cancelled,2025-01-21 00:03:07
1373,7199,221.91,Pending,2025-01-27 21:23:34
1374,4019,281.32,Pending,2025-01-17 12:33:46
1375,8550,461.07,Delivered,2025-01-09 05:30:21
1376,2264,871.51,Pending,2025-01-08 02:21:57
1377,2744,952.65,Delivered,2025-01-03 22:41:05
1378,6331,480.65,Cancelled,2025-01-10 08:05:54
1379,5460,494.02,Cancelled,2025-01-14 08:26:44
1380,5838,1072.52,Pending,2025-01-05 20:20:41
1381,9251,1144.5,Cancelled,2025-01-11 06:14:01
1382,9742,813.29,Pending,2025-01-11 15:26:36
1383,9977,160.21,Delivered,2025-01-09 00:50:51
1384,3450,109.39,Delivered,2025-01-12 15:55:48
1385,3445,1118.64,Shipped,2025-01-24 13:09:47
1386,1732,991.14,Pending,2025-01-21 00:40:53
1387,2185,896.81,Pending,2025-01-10 02:32:47
1388,4033,991.36,Cancelled,2025-01-21 21:20:33
1389,1978,160.85,Cancelled,2025-01-27 01:00:23
1390,5827,416.33,Cancelled,2025-01-14 05:20:30
1391,2922,1405.69,Shipped,2025-01-24 20:01:20
1392,4009,125.87,Cancelled,2025-01-25 08:26:09
1393,147,517.13,Cancelled,2025-01-08 23:54:16
1394,355,1438.35,Shipped,2025-01-17 08:10:13
1395,5518,1303.28,Shipped,2025-01-13 07:11:24
1396,1375,793.65,Shipped,2025-01-21 15:21:23
1397,6958,667.52,Shipped,2025-01-01 17:47:23
1398,6724,344.64,Shipped,2025-01-17 06:44:59
1399,5801,847.11,Pending,2025-01-04 09:48:23
1400,2361,702.79,Pending,2025-01-20 19:20:46
1401,3418,1011.88,Shipped,2025-01-18 04:05:18
1402,4853,434.74,Shipped,2025-01-22 16:24:34
1403,3819,1196.05,Cancelled,2025-01-03 05:56:37
1404,1111,1324.85,Pending,2025-01-09 02:00:05
1405,9340,1384.13,Delivered,2025-01-16 08:47:48
1406,4512,60.91,Shipped,2025-01-24 21:19:36
1407,6179,622.6,Cancelled,2025-01-08 07:23:01
1408,5565,193.0,Delivered,2025-01-07 01:38:03
1409,7458,887.8,Delivered,2025-01-16 13:17:26
1410,4786,1153.74,Shipped,2025-01-05 09:11:26
1411,8471,1067.44,Cancelled,2025-01-17 17:29:00
1412,1109,77.08,Pending,2025-01-07 19:12:54
1413,6873,73.89,Cancelled,2025-01-17 11:36:26
1414,4771,549.63,Pending,2025-01-27 04:48:06
1415,8326,1032.13,Pending,2025-01-22 08:52:30
1416,4981,815.72,Shipped,2025-01-25 23:36:41
1417,6474,605.3,Cancelled,2025-01-19 23:34:49
1418,3055,999.29,Delivered,2025-01-16 15:53:05
1419,4409,567.26,Pending,2025-01-07 02:13:59
1420,3600,257.19,Pending,2025-01-09 08:30:32
1421,1944,1478.98,Pending,2025-01-09 01:38:51
1422,4819,1488.83,Pending,2025-01-22 20:25:53
1423,3270,728.07,Shipped,2025-01-16 01:45:52
1424,5433,776.31,Cancelled,2025-01-11 01:40:02
1425,7127,1040.21,Shipped,2025-01-14 12:53:19
1426,232,544.4,Delivered,2025-01-09 17:19:24
1427,3935,43.07,Cancelled,2025-01-27 13:48:37
1428,4131,696.27,Pending,2025-01-16 15:35:37
1429,1228,1269.2,Pending,2025-01-01 03:05:04
1430,1145,1392.23,Pending,2025-01-11 06:22:30
1431,4491,164.41,Pending,2025-01-28 02:50:01
1432,7040,1162.85,Cancelled,2025-01-30 01:01:09
1433,2979,674.3,Shipped,2025-01-26 09:08:04
1434,5776,979.63,Shipped,2025-01-22 09:39:22
1435,9393,303.4,Shipped,2025-01-18 03:29:59
1436,5447,1223.75,Pending,2025-01-16 05:01:17
1437,4566,442.55,Delivered,2025-01-18 06:06:24
1438,1669,1081.88,Pending,2025-01-11 06:55:25
1439,2438,697.61,Pending,2025-01-20 22:54:18
1440,8211,868.79,Pending,2025-01-20 05:04:30
1441,438,855.26,Shipped,2025-01-03 12:50:49
1442,9876,1042.81,Pending,2025-01-23 12:12:51
1443,4520,341.52,Shipped,2025-01-03 17:09:52
1444,3223,915.17,Shipped,2025-01-02 04:02:56
1445,130,547.4,Pending,2025-01-02 03:42:43
1446,5568,634.08,Shipped,2025-01-09 10:50:01
1447,5236,873.38,Pending,2025-01-27 08:37:44
1448,3479,724.55,Delivered,2025-01-28 05:57:54
1449,4528,742.59,Cancelled,2025-01-18 18:15:50
1450,1002,1289.36,Shipped,2025-01-28 11:09:06
1451,492,925.05,Shipped,2025-01-14 09:41:38
1452,9719,392.89,Pending,2025-01-22 19:17:10
1453,5003,510.55,Cancelled,2025-01-20 07:51:08
1454,6752,321.31,Cancelled,2025-01-19 15:33:19
1455,7437,1039.59,Delivered,2025-01-05 10:47:58
1456,4678,46.98,Shipped,2025-01-12 17:22:38
1457,8617,1232.07,Pending,2025-01-09 09:03:51
1458,260,415.51,Cancelled,2025-01-09 13:12:01
1459,4500,363.74,Delivered,2025-01-06 14:49:00
1460,1743,807.81,Delivered,2025-01-07 05:10:54
1461,1447,707.49,Shipped,2025-01-26 06:59:57
1462,4964,316.92,Pending,2025-01-13 19:15:00
1463,5218,718.99,Shipped,2025-01-15 22:48:27
1464,7483,264.71,Cancelled,2025-01-24 03:36:01
1465,6033,627.87,Delivered,2025-01-15 12:58:13
1466,3482,764.55,Delivered,2025-01-02 19:26:53
1467,3635,1395.24,Pending,2025-01-01 05:33:52
1468,9707,436.94,Delivered,2025-01-10 23:53:38
1469,5408,405.11,Pending,2025-01-07 14:06:50
1470,1062,464.32,Shipped,2025-01-14 08:38:25
1471,5855,43.24,Cancelled,2025-01-22 23:33:08
1472,7456,1445.18,Delivered,2025-01-19 00:31:59
1473,4420,669.74,Delivered,2025-01-07 14:10:04
1474,7010,1252.0,Delivered,2025-01-02 06:36:15
1475,272,1385.37,Shipped,2025-01-12 06:59:18
1476,6813,1370.03,Cancelled,2025-01-22 05:35:21
1477,7603,923.71,Pending,2025-01-02 23:18:13
1478,8229,1476.62,Pending,2025-01-25 17:58:34
1479,424,659.52,Shipped,2025-01-14 03:39:16
1480,8875,980.95,Cancelled,2025-01-09 10:42:35
1481,3126,1206.88,Shipped,2025-01-15 08:59:26
1482,1528,640.59,Shipped,2025-01-03 22:19:16
1483,3033,161.73,Cancelled,2025-01-10 12:27:19
1484,4205,702.72,Delivered,2025-01-19 22:56:51
1485,7117,526.92,Delivered,2025-01-12 00:48:25
1486,5858,1411.8,Shipped,2025-01-22 19:12:52
1487,3242,740.32,Cancelled,2025-01-06 22:37:08
1488,56,755.55,Shipped,2025-01-06 05:23:26
1489,7975,210.84,Delivered,2025-01-04 09:27:26
1490,2523,203.52,Pending,2025-01-21 08:32:48
1491,2863,1345.92,Shipped,2025-01-29 08:37:30
1492,9610,659.61,Delivered,2025-01-26 02:44:33
1493,9351,381.86,Pending,2025-01-25 09:23:24
1494,5945,936.77,Delivered,2025-01-03 20:31:34
1495,5499,569.4,Pending,2025-01-01 11:11:24
1496,2395,1139.15,Shipped,2025-01-27 06:17:15
1497,1127,1457.8,Shipped,2025-01-03 04:25:16
1498,5149,1443.48,Shipped,2025-01-20 19:07:20
1499,7308,815.22,Pending,2025-01-10 14:45:55
1500,2814,322.21,Shipped,2025-01-23 10:15:09
1501,3820,1041.57,Pending,2025-01-27 05:48:26
1502,1621,716.15,Cancelled,2025-01-24 16:35:37
1503,4238,1097.29,Pending,2025-01-12 13:50:21
1504,9142,1123.06,Shipped,2025-01-02 01:54:53
1505,9020,914.01,Cancelled,2025-01-06 03:44:44
1506,9514,581.56,Shipped,2025-01-25 15:19:06
1507,7259,33.13,Pending,2025-01-04 00:30:05
1508,5526,607.48,Pending,2025-01-28 14:25:56
1509,5982,471.4,Shipped,2025-01-03 03:54:01
1510,6000,1474.65,Pending,2025-01-20 21:18:36
1511,9329,1274.62,Pending,2025-01-22 02:23:45
1512,6801,240.51,Pending,2025-01-12 09:11:33
1513,8295,1132.54,Pending,2025-01-05 19:01:30
1514,4270,619.17,Pending,2025-01-23 14:49:04
1515,1930,541.06,Delivered,2025-01-07 16:00:06
1516,3095,165.92,Pending,2025-01-24 21:11:55
1517,9078,828.53,Pending,2025-01-17 20:35:41
1518,9305,1405.89,Delivered,2025-01-21 03:49:56
1519,2128,831.9,Shipped,2025-01-28 06:30:25
1520,8628,234.78,Cancelled,2025-01-10 12:17:37
1521,8962,225.82,Shipped,2025-01-26 01:05:33
1522,9108,268.31,Pending,2025-01-24 20:04:04
1523,7627,277.41,Delivered,2025-01-04 13:25:08
1524,5499,124.25,Cancelled,2025-01-28 05:50:48
1525,6309,968.0,Cancelled,2025-01-29 00:41:56
1526,9700,693.03,Pending,2025-01-26 23:38:53
1527,9998,890.5,Shipped,2025-01-06 22:52:04
1528,242,59.6,Shipped,2025-01-19 22:46:34
1529,9088,1075.82,Pending,2025-01-09 18:06:47
1530,5137,1144.13,Delivered,2025-01-11 08:07:41
1531,6429,1424.35,Shipped,2025-01-15 12:33:05
1532,9870,548.2,Shipped,2025-01-26 20:29:30
1533,2090,1416.01,Pending,2025-01-24 04:05:23
1534,830,528.57,Pending,2025-01-17 15:39:59
1535,2518,175.85,Delivered,2025-01-17 02:23:58
1536,8723,950.87,Shipped,2025-01-18 03:16:08
1537,3184,1433.29,Pending,2025-01-06 09:25:37
1538,5617,1172.39,Cancelled,2025-01-03 03:42:10
1539,2189,1011.01,Cancelled,2025-01-19 17:09:25
1540,8320,1165.47,Delivered,2025-01-04 16:09:07
1541,7381,848.56,Shipped,2025-01-03 20:03:18
1542,6178,314.56,Cancelled,2025-01-21 12:38:47
1543,7877,233.7,Shipped,2025-01-28 09:11:24
1544,5389,1057.3,Delivered,2025-01-22 02:19:27
1545,6244,1441.45,Delivered,2025-01-09 15:16:38
1546,7087,296.3,Cancelled,2025-01-26 04:25:41
1547,7734,1286.98,Pending,2025-01-17 02:25:48
1548,3551,945.98,Shipped,2025-01-02 21:23:21
1549,1658,1426.96,Shipped,2025-01-11 11:29:20
1550,6060,1319.17,Shipped,2025-01-12 17:18:25
1551,8902,126.07,Delivered,2025-01-23 02:48:25
1552,4403,523.95,Shipped,2025-01-10 20:16:43
1553,2045,1484.64,Shipped,2025-01-20 20:59:21
1554,7637,1401.57,Shipped,2025-01-29 05:31:31
1555,1634,176.12,Cancelled,2025-01-10 09:11:05
1556,4494,1371.87,Delivered,2025-01-08 02:32:47
1557,7614,279.93,Shipped,2025-01-03 07:56:28
1558,6246,169.07,Pending,2025-01-01 11:31:34
1559,9130,76.66,Delivered,2025-01-17 13:44:58
1560,5255,851.62,Shipped,2025-01-25 01:56:58
1561,1325,296.11,Cancelled,2025-01-23 15:34:26
1562,9796,1029.8,Cancelled,2025-01-24 02:49:50
1563,9763,521.57,Delivered,2025-01-21 18:35:06
1564,128,130.89,Cancelled,2025-01-24 11:18:35
1565,7633,1296.32,Delivered,2025-01-29 19:51:02
1566,6517,195.03,Cancelled,2025-01-04 17:36:16
1567,5912,971.23,Delivered,2025-01-15 07:19:10
1568,1965,729.6,Delivered,2025-01-24 17:17:00
1569,6135,907.41,Cancelled,2025-01-02 09:35:05
1570,2325,82.81,Delivered,2025-01-17 08:41:58
1571,420,1054.18,Cancelled,2025-01-23 02:04:47
1572,3479,87.02,Shipped,2025-01-11 07:45:38
1573,5385,1386.34,Delivered,2025-01-13 20:53:42
1574,533,363.03,Cancelled,2025-01-27 23:49:01
1575,8318,56.5,Cancelled,2025-01-12 01:34:42
1576,3615,58.68,Cancelled,2025-01-20 00:08:58
1577,6460,173.29,Pending,2025-01-01 20:02:01
1578,8617,178.04,Pending,2025-01-17 14:41:08
1579,6709,959.24,Pending,2025-01-25 16:46:57
1580,471,666.7,Delivered,2025-01-24 00:27:43
1581,7116,523.5,Cancelled,2025-01-07 09:44:28
1582,7748,800.57,Shipped,2025-01-22 22:10:22
1583,8639,610.92,Pending,2025-01-08 12:41:11
1584,4455,240.23,Shipped,2025-01-15 06:26:19
1585,5082,684.17,Delivered,2025-01-12 06:44:22
1586,9631,1490.4,Cancelled,2025-01-15 15:24:08
1587,6820,747.89,Shipped,2025-01-17 02:50:38
1588,4286,584.55,Pending,2025-01-11 09:14:06
1589,1404,325.94,Pending,2025-01-14 02:16:26
1590,2010,999.98,Pending,2025-01-10 18:52:24
1591,3901,1469.84,Shipped,2025-01-19 02:11:07
1592,6010,196.27,Pending,2025-01-21 12:02:08
1593,8701,1088.08,Pending,2025-01-11 14:15:05
1594,9669,577.51,Delivered,2025-01-24 17:14:38
1595,2747,1064.14,Shipped,2025-01-07 22:09:58
1596,7918,212.8,Cancelled,2025-01-06 18:08:17
1597,99,71.09,Cancelled,2025-01-04 09:06:14
1598,357,718.42,Shipped,2025-01-27 17:10:19
1599,6229,51.93,Pending,2025-01-03 04:50:37
1600,9774,1286.05,Cancelled,2025-01-24 10:12:14
1601,9161,1177.1,Shipped,2025-01-28 07:33:47
1602,2463,1048.04,Shipped,2025-01-05 14:42:51
1603,1418,1062.76,Shipped,2025-01-21 13:23:17
1604,9828,1179.84,Pending,2025-01-09 18:27:41
1605,2554,674.37,Pending,2025-01-28 05:20:07
1606,9947,430.61,Pending,2025-01-14 02:33:32
1607,958,144.56,Shipped,2025-01-10 13:34:44
1608,2491,1318.25,Pending,2025-01-28 23:46:28
1609,4672,1249.16,Pending,2025-01-23 18:28:48
1610,5198,774.67,Cancelled,2025-01-04 09:40:33
1611,499,630.73,Pending,2025-01-26 21:49:04
1612,7204,90.76,Shipped,2025-01-05 22:10:06
1613,6254,168.84,Delivered,2025-01-18 06:51:40
1614,2950,400.57,Shipped,2025-01-25 16:54:35
1615,4780,817.3,Cancelled,2025-01-26 04:01:44
1616,8709,1207.31,Cancelled,2025-01-26 06:30:59
1617,6616,788.88,Pending,2025-01-22 23:08:19
1618,4434,104.69,Delivered,2025-01-17 08:59:48
1619,4310,191.91,Cancelled,2025-01-09 13:31:25
1620,9413,964.88,Shipped,2025-01-03 01:21:43
1621,9691,479.21,Shipped,2025-01-27 06:27:37
1622,8850,1355.01,Shipped,2025-01-02 06:05:20
1623,1735,1057.33,Shipped,2025-01-24 09:34:51
1624,5688,1006.86,Shipped,2025-01-29 03:23:11
1625,9614,592.19,Shipped,2025-01-17 14:25:49
1626,5597,732.33,Shipped,2025-01-17 05:07:54
1627,1610,1467.43,Shipped,2025-01-03 10:22:38
1628,7492,1200.74,Cancelled,2025-01-17 04:49:07
1629,7895,1462.55,Delivered,2025-01-07 14:42:50
1630,4418,82.43,Shipped,2025-01-12 13:25:35
1631,4029,951.04,Cancelled,2025-01-08 18:09:22
1632,4677,894.67,Shipped,2025-01-08 01:31:57
1633,848,1295.89,Shipped,2025-01-05 07:19:58
1634,2325,56.18,Cancelled,2025-01-23 08:57:32
1635,1301,67.84,Shipped,2025-01-13 15:10:51
1636,8068,591.99,Shipped,2025-01-10 01:21:21
1637,1020,484.59,Cancelled,2025-01-24 14:10:54
1638,2781,1325.45,Delivered,2025-01-21 05:52:12
1639,293,575.68,Shipped,2025-01-02 08:42:31
1640,6798,168.42,Shipped,2025-01-04 03:25:14
1641,3610,1305.51,Cancelled,2025-01-04 15:23:48
1642,4386,724.45,Cancelled,2025-01-05 12:42:12
1643,8472,581.24,Cancelled,2025-01-15 06:03:44
1644,3330,399.14,Cancelled,2025-01-15 08:04:21
1645,2769,328.52,Pending,2025-01-20 14:47:35
1646,3652,39.79,Delivered,2025-01-12 14:27:26
1647,5010,460.49,Shipped,2025-01-08 21:14:27
1648,8394,1404.97,Pending,2025-01-29 09:17:03
1649,6944,970.27,Shipped,2025-01-17 18:04:11
1650,3197,845.92,Cancelled,2025-01-06 18:48:40
1651,4343,429.96,Cancelled,2025-01-07 13:36:51
1652,1414,1344.39,Pending,2025-01-11 10:08:55
1653,5993,55.41,Pending,2025-01-29 08:30:57
1654,2667,176.5,Delivered,2025-01-03 21:22:19
1655,1660,1130.22,Pending,2025-01-03 08:29:01
1656,3437,1045.13,Cancelled,2025-01-07 05:39:32
1657,9141,528.18,Delivered,2025-01-19 03:06:16
1658,6901,789.68,Pending,2025-01-04 18:15:49
1659,7864,53.07,Shipped,2025-01-28 23:01:26
1660,5114,948.35,Pending,2025-01-23 15:40:15
1661,1554,1139.9,Cancelled,2025-01-17 13:06:50
1662,7210,963.1,Delivered,2025-01-28 14:56:23
1663,1867,1432.5,Shipped,2025-01-08 15:54:32
1664,4158,169.98,Delivered,2025-01-11 11:42:27
1665,4973,512.65,Cancelled,2025-01-25 08:10:49
1666,8444,683.67,Delivered,2025-01-15 18:18:09
1667,5769,106.75,Pending,2025-01-24 08:39:04
1668,129,109.4,Pending,2025-01-15 07:40:26
1669,7624,307.14,Pending,2025-01-09 20:39:49
1670,1089,240.72,Cancelled,2025-01-24 21:05:15
1671,4002,63.82,Shipped,2025-01-16 23:38:03
1672,9187,1466.59,Pending,2025-01-23 20:31:56
1673,4098,1335.43,Cancelled,2025-01-17 03:12:18
1674,5464,463.27,Pending,2025-01-08 20:16:07
1675,6446,570.72,Delivered,2025-01-06 07:07:57
1676,8539,842.76,Cancelled,2025-01-18 20:20:59
1677,4608,585.41,Cancelled,2025-01-03 01:42:22
1678,5916,414.71,Cancelled,2025-01-07 19:55:16
1679,9088,1079.28,Shipped,2025-01-20 02:25:42
1680,6203,1425.97,Delivered,2025-01-08 00:47:44
1681,1453,402.9,Shipped,2025-01-09 10:18:52
1682,7047,486.04,Delivered,2025-01-10 08:09:01
1683,2619,295.44,Pending,2025-01-19 20:04:30
1684,4576,1273.02,Delivered,2025-01-23 22:18:06
1685,8244,1035.51,Shipped,2025-01-15 00:34:34
1686,4493,453.09,Shipped,2025-01-06 16:44:48
1687,3594,1062.85,Cancelled,2025-01-01 17:11:32
1688,9030,809.45,Shipped,2025-01-05 14:38:04
1689,8353,1489.77,Shipped,2025-01-27 04:11:43
1690,3566,1076.04,Shipped,2025-01-26 18:57:58
1691,3802,505.61,Shipped,2025-01-11 16:13:36
1692,678,607.34,Pending,2025-01-23 20:07:36
1693,4113,1439.12,Shipped,2025-01-01 09:35:38
1694,4676,324.34,Cancelled,2025-01-16 12:06:34
1695,9256,1365.47,Delivered,2025-01-01 19:52:35
1696,8946,480.15,Shipped,2025-01-11 22:34:58
1697,1109,1139.84,Cancelled,2025-01-03 11:37:39
1698,8559,992.49,Pending,2025-01-26 02:04:57
1699,5220,932.54,Pending,2025-01-09 22:57:06
1700,8466,1252.2,Delivered,2025-01-01 03:17:04
1701,1846,1084.63,Cancelled,2025-01-20 04:03:21
1702,2324,762.63,Delivered,2025-01-04 22:29:34
1703,3498,1131.0,Delivered,2025-01-05 08:31:05
1704,8367,69.51,Shipped,2025-01-07 05:45:06
1705,6420,389.31,Delivered,2025-01-11 13:36:59
1706,7454,740.84,Shipped,2025-01-06 18:57:46
1707,3596,1419.37,Pending,2025-01-10 22:46:01
1708,9724,1477.2,Shipped,2025-01-04 23:41:22
1709,7569,851.53,Delivered,2025-01-09 03:17:23
1710,9821,96.95,Delivered,2025-01-22 23:54:55
1711,6317,1493.05,Pending,2025-01-18 19:34:16
1712,443,799.39,Delivered,2025-01-24 21:40:48
1713,435,877.63,Cancelled,2025-01-26 21:59:29
1714,8627,1255.58,Delivered,2025-01-23 03:25:37
1715,6848,180.59,Delivered,2025-01-08 10:07:42
1716,6,59.33,Delivered,2025-01-27 03:14:54
1717,7973,161.7,Shipped,2025-01-20 02:02:29
1718,8590,664.56,Shipped,2025-01-15 12:02:46
1719,542,1032.4,Pending,2025-01-05 05:22:10
1720,4757,1415.98,Pending,2025-01-29 08:48:04
1721,9391,88.81,Pending,2025-01-20 03:15:21
1722,9536,406.65,Shipped,2025-01-24 11:47:32
1723,590,1298.7,Pending,2025-01-25 09:37:14
1724,3583,386.77,Cancelled,2025-01-18 05:11:34
1725,3414,448.61,Delivered,2025-01-03 11:44:59
1726,2668,522.28,Delivered,2025-01-09 21:54:31
1727,6249,34.56,Shipped,2025-01-18 14:37:06
1728,3215,1071.86,Shipped,2025-01-02 06:40:25
1729,1682,1114.33,Shipped,2025-01-13 19:50:07
1730,2923,937.97,Pending,2025-01-09 00:08:26
1731,5446,1022.02,Pending,2025-01-09 13:34:50
1732,1692,1332.76,Delivered,2025-01-13 13:53:53
1733,7672,202.24,Cancelled,2025-01-28 16:53:21
1734,7174,683.35,Cancelled,2025-01-25 08:12:05
1735,6963,457.09,Shipped,2025-01-12 18:10:28
1736,9782,136.91,Cancelled,2025-01-03 20:06:31
1737,8700,336.75,Shipped,2025-01-29 03:04:49
1738,3397,211.51,Shipped,2025-01-25 05:22:59
1739,6664,459.55,Pending,2025-01-03 11:37:41
1740,7772,868.73,Shipped,2025-01-01 09:03:35
1741,1970,1213.34,Delivered,2025-01-17 22:35:57
1742,3922,1304.58,Pending,2025-01-23 21:50:33
1743,9447,770.15,Pending,2025-01-18 10:15:58
1744,311,1212.89,Cancelled,2025-01-17 23:29:52
1745,9064,82.36,Delivered,2025-01-27 01:10:29
1746,9103,1087.88,Cancelled,2025-01-11 23:30:15
1747,5905,1101.49,Delivered,2025-01-03 16:32:58
1748,919,111.84,Pending,2025-01-27 17:10:46
1749,8527,68.33,Delivered,2025-01-14 07:18:41
1750,5340,728.51,Delivered,2025-01-22 21:37:52
1751,4223,164.08,Pending,2025-01-06 01:55:13
1752,2512,119.64,Pending,2025-01-19 11:14:37
1753,4525,159.15,Pending,2025-01-06 07:41:06
1754,702,834.84,Shipped,2025-01-22 08:03:31
1755,1965,481.94,Shipped,2025-01-05 04:37:50
1756,2420,263.6,Pending,2025-01-08 00:43:42
1757,8274,594.9,Shipped,2025-01-10 14:11:57
1758,2830,1159.97,Pending,2025-01-16 13:43:07
1759,7896,89.12,Cancelled,2025-01-24 23:15:22
1760,3150,315.87,Pending,2025-01-03 11:39:52
1761,1423,326.37,Delivered,2025-01-02 04:34:17
1762,6028,298.54,Pending,2025-01-12 10:48:09
1763,4797,1360.28,Cancelled,2025-01-28 13:43:54
1764,2445,1120.35,Pending,2025-01-20 18:15:09
1765,1434,312.92,Cancelled,2025-01-18 21:56:50
1766,2147,151.76,Delivered,2025-01-07 00:18:11
1767,5856,89.27,Pending,2025-01-10 09:14:42
1768,8444,1444.29,Shipped,2025-01-07 05:02:19
1769,8710,1076.29,Delivered,2025-01-03 15:52:03
1770,7651,394.29,Cancelled,2025-01-13 07:34:35
1771,837,1202.35,Delivered,2025-01-06 19:43:50
1772,6644,307.28,Shipped,2025-01-05 10:58:06
1773,5300,1404.94,Pending,2025-01-29 14:06:17
1774,7584,1327.44,Pending,2025-01-12 17:12:16
1775,863,1442.98,Delivered,2025-01-06 05:12:50
1776,2962,790.29,Delivered,2025-01-05 10:52:57
1777,4257,414.15,Cancelled,2025-01-09 08:22:39
1778,4369,258.02,Cancelled,2025-01-17 23:40:24
1779,6003,1081.56,Cancelled,2025-01-28 04:20:27
1780,2457,1022.48,Pending,2025-01-01 11:33:37
1781,922,637.21,Pending,2025-01-15 17:28:24
1782,9552,217.68,Shipped,2025-01-10 15:04:41
1783,8645,1259.53,Shipped,2025-01-01 00:49:39
1784,2031,886.73,Delivered,2025-01-14 00:21:54
1785,4836,548.74,Delivered,2025-01-17 12:11:26
1786,8456,944.65,Delivered,2025-01-23 18:30:46
1787,1919,913.95,Pending,2025-01-08 19:58:07
1788,9050,219.71,Pending,2025-01-26 04:16:58
