order_item_id,order_id,product_id,quantity,price
15351,15392,49,4,94.88
15352,17644,58,2,419.15
15353,25622,40,1,385.28
15354,23411,55,2,172.18
15355,23988,59,2,183.73
15356,16510,22,1,253.32
15357,4821,71,2,190.39
15358,17313,42,5,332.26
15359,25041,18,1,383.64
15360,20939,37,2,432.65
15361,22952,42,5,285.85
15362,23070,20,5,476.14
15363,17836,39,5,57.12
15364,1790,57,3,18.57
15365,28461,30,5,299.74
15366,2958,44,1,62.2
15367,6944,46,4,343.57
15368,9078,27,4,421.71
15369,10449,6,3,399.86
15370,27222,44,3,154.05
15371,16909,70,4,195.62
15372,7948,79,4,393.79
15373,27622,58,5,112.08
15374,6771,12,3,218.64
15375,3516,22,3,444.41
15376,25547,31,1,17.33
15377,28867,44,4,210.63
15378,25950,25,2,451.49
15379,2597,22,2,265.38
15380,2316,80,2,164.46
15381,26898,31,5,159.21
15382,29212,13,1,355.76
15383,29877,26,3,267.62
15384,11944,55,1,327.95
15385,23447,26,5,358.41
15386,28838,13,5,108.05
15387,12393,40,4,386.01
15388,11515,32,4,325.34
15389,24767,69,1,475.38
15390,4139,5,5,7.54
15391,17643,46,5,280.88
15392,28163,61,5,266.35
15393,6274,64,4,260.36
15394,9128,73,5,81.64
15395,15141,37,2,85.45
15396,7790,70,5,298.1
15397,17161,61,5,448.66
15398,20754,66,4,40.53
15399,1437,57,3,240.12
15400,22730,38,4,15.02
15401,16165,38,2,66.63
15402,27800,56,4,362.6
15403,20353,8,1,20.54
15404,9879,44,4,374.3
15405,4495,33,1,209.13
15406,871,77,5,24.09
15407,23500,40,2,425.38
15408,426,72,4,359.82
15409,25203,9,3,160.97
15410,24176,47,2,295.47
15411,4896,63,2,149.78
15412,5452,45,5,15.01
15413,8505,21,4,213.26
15414,29593,66,1,130.57
15415,12245,66,4,110.26
15416,26362,66,3,95.96
15417,11559,19,3,248.0
15418,24669,51,4,102.03
15419,6493,63,4,352.41
15420,21634,36,4,366.67
15421,9838,42,1,252.89
15422,7364,52,3,201.86
15423,4916,59,4,423.7
15424,393,78,2,336.81
15425,25547,55,1,327.66
15426,27673,30,1,75.29
15427,7154,47,2,390.22
15428,28774,36,4,270.09
15429,14835,6,2,288.54
15430,24406,48,2,59.64
15431,20351,31,2,142.29
15432,7853,57,2,394.16
15433,24299,10,1,264.48
15434,4908,30,2,487.4
15435,18473,13,5,295.65
15436,22837,33,2,366.1
15437,9232,21,2,45.38
15438,481,63,2,497.19
15439,6639,72,1,196.04
15440,12910,39,1,208.86
15441,4787,40,2,420.33
15442,22712,38,2,331.76
15443,5116,72,5,485.76
15444,25039,49,3,192.18
15445,2162,79,2,434.03
15446,13367,71,4,488.42
15447,11739,31,2,261.64
15448,14431,36,4,236.92
15449,29363,60,2,349.59
15450,20625,25,3,196.76
15451,15219,72,5,68.19
15452,18015,74,1,283.64
15453,11302,22,1,227.42
15454,19404,18,3,479.34
15455,12317,17,5,231.35
15456,16881,69,2,196.37
15457,9910,5,2,84.28
15458,11367,29,2,191.08
15459,25024,47,5,228.1
15460,14254,63,3,493.53
15461,7546,17,1,430.62
15462,20595,49,4,152.56
15463,3336,41,2,433.93
15464,2827,60,5,100.78
15465,2763,64,4,81.38
15466,28672,67,2,76.08
15467,2277,78,1,65.17
15468,17352,40,1,336.71
15469,23705,7,3,25.54
15470,19880,69,3,12.08
15471,10404,55,5,74.59
15472,14069,72,5,314.86
15473,13379,17,1,141.97
15474,29595,8,4,270.66
15475,19167,51,2,421.19
15476,29970,65,1,320.96
15477,16279,51,3,157.21
15478,25131,66,1,210.57
15479,14989,7,3,22.58
15480,28451,24,3,138.07
15481,3335,7,1,226.7
15482,8468,26,3,181.87
15483,19350,29,1,334.3
15484,25530,37,3,255.51
15485,17073,7,3,494.7
15486,3751,59,5,364.01
15487,13982,28,1,257.08
15488,18247,3,3,26.28
15489,22766,20,5,451.34
15490,10786,32,4,269.23
15491,20577,26,4,89.18
15492,18055,41,1,357.1
15493,25802,67,1,70.04
15494,5748,55,5,498.76
15495,29799,65,5,447.32
15496,12386,18,1,171.27
15497,6204,44,3,137.05
15498,5201,1,2,25.7
15499,22332,40,5,38.3
15500,17121,38,1,448.99
15501,2775,71,2,306.99
15502,15904,73,4,157.39
15503,9092,8,1,98.56
15504,26599,71,1,482.83
15505,2198,69,4,150.81
15506,3769,19,4,442.62
15507,11161,67,4,466.37
15508,26279,2,4,333.52
15509,1927,43,4,400.36
15510,28885,32,2,491.28
15511,18253,47,4,161.75
15512,3493,68,2,168.55
15513,8714,65,5,131.23
15514,8207,25,5,115.91
15515,22718,51,1,470.72
15516,10744,48,3,72.87
15517,14685,11,5,283.62
15518,3917,72,1,302.1
15519,23136,51,4,90.16
15520,15584,60,2,440.89
15521,8149,52,4,470.12
15522,24604,15,2,466.21
15523,24998,77,4,319.4
15524,9828,34,5,23.95
15525,23043,38,4,467.82
15526,1928,37,4,91.19
15527,26644,47,3,486.86
15528,18848,63,3,339.32
15529,19531,55,2,335.75
15530,8482,71,3,216.77
15531,18094,48,4,151.17
15532,14056,49,1,80.09
15533,10557,47,2,212.12
15534,14287,46,4,55.65
15535,26675,5,4,43.79
15536,12849,20,3,319.71
15537,8291,70,1,297.54
15538,25069,9,5,34.44
15539,25533,3,5,178.69
15540,21407,71,3,470.62
15541,2371,32,4,342.79
15542,3150,16,2,313.79
15543,7993,67,4,329.22
15544,10262,46,5,371.91
15545,17651,44,5,417.9
15546,12740,35,5,435.6
15547,17762,49,1,78.86
15548,17196,51,4,352.95
15549,12267,39,5,474.15
15550,13839,77,4,8.59
15551,22941,35,3,459.06
15552,26511,42,1,321.59
15553,22659,10,2,364.2
15554,25696,6,3,335.08
15555,15794,42,1,8.56
15556,3112,40,4,156.42
15557,28386,51,1,115.17
15558,26021,8,2,144.62
15559,26498,53,1,456.57
15560,29662,60,1,225.85
15561,17710,14,2,194.84
15562,20403,37,4,438.98
15563,23341,74,5,381.05
15564,21504,74,3,344.35
15565,22253,70,5,203.24
15566,11480,57,3,252.38
15567,6704,66,5,302.93
15568,15817,12,4,297.45
15569,18626,50,2,31.4
15570,21804,59,2,94.07
15571,7843,15,1,395.56
15572,12903,48,4,463.04
15573,7101,41,2,7.78
15574,16240,18,4,277.31
15575,19616,74,2,313.1
15576,3770,53,1,310.75
15577,900,26,1,168.73
15578,2421,6,2,368.13
15579,13145,31,1,80.39
15580,915,77,4,442.73
15581,28463,58,1,28.78
15582,4353,3,1,383.91
15583,24,72,5,224.85
15584,29573,38,3,376.88
15585,5174,10,3,440.47
15586,25912,1,2,367.39
15587,2025,22,3,337.29
15588,29755,42,4,283.23
15589,17343,61,3,469.81
15590,8197,5,5,495.46
15591,17767,39,3,371.16
15592,4960,10,2,371.06
15593,37,28,1,467.82
15594,12406,13,1,130.44
15595,21882,17,1,304.64
15596,21214,61,4,409.69
15597,20244,72,5,263.47
15598,5531,74,5,15.23
15599,13048,24,3,205.47
15600,18349,76,5,293.31
15601,12081,27,2,82.29
15602,11761,29,5,113.23
15603,22270,77,3,314.22
15604,26107,2,5,279.03
15605,27025,21,5,108.68
15606,5973,17,1,67.48
15607,9552,28,4,208.52
15608,9883,75,5,233.72
15609,16958,43,4,458.39
15610,20096,8,4,388.46
15611,13145,15,4,437.56
15612,27359,5,3,139.58
15613,14523,7,3,466.35
15614,16954,19,2,188.07
15615,24311,11,3,466.34
15616,7690,3,1,12.97
15617,13613,57,5,153.7
15618,11973,18,1,306.07
15619,12552,33,5,209.43
15620,4873,5,2,400.56
15621,6798,44,1,171.8
15622,8830,52,5,101.8
15623,13440,27,1,81.65
15624,18465,16,4,110.6
15625,13929,2,3,282.86
15626,22644,3,3,82.15
15627,12312,42,4,35.22
15628,449,1,5,273.99
15629,21324,57,1,227.85
15630,27100,20,3,127.71
15631,9539,23,3,86.63
15632,8126,48,5,55.35
15633,29680,65,2,276.96
15634,8208,62,5,22.13
15635,29538,80,3,394.83
15636,14006,34,1,293.62
15637,2994,63,1,63.5
15638,4853,22,1,481.98
15639,22770,17,1,176.87
15640,15052,27,3,398.35
15641,23294,55,4,205.26
15642,22891,3,5,397.45
15643,7984,24,1,485.12
15644,19620,36,4,284.26
15645,14875,40,2,86.71
15646,9958,23,3,376.73
15647,24699,19,1,435.75
15648,25351,52,3,219.43
15649,13723,75,2,223.05
15650,8405,4,3,437.66
15651,7508,17,2,409.04
15652,10745,17,2,198.42
15653,12018,48,4,430.15
15654,15003,60,4,154.8
15655,15786,38,5,366.82
15656,23377,52,4,240.21
15657,13901,58,3,266.28
15658,29961,11,4,333.19
15659,27423,6,1,36.09
15660,6548,25,4,233.6
15661,1915,41,1,377.41
15662,13201,68,1,116.53
15663,23680,46,5,217.28
15664,26208,22,3,35.25
15665,14852,8,3,48.27
15666,19877,42,5,234.15
15667,4381,70,1,84.22
15668,2533,61,4,104.54
15669,2161,55,1,252.82
15670,12448,39,1,146.97
15671,27959,32,3,210.41
15672,2365,60,4,498.33
15673,12432,8,3,225.21
15674,23999,74,3,463.48
15675,7522,67,2,273.79
15676,21101,59,1,427.52
15677,27985,4,5,364.07
15678,152,64,5,280.46
15679,12722,59,5,191.86
15680,4561,2,5,348.46
15681,912,26,4,95.93
15682,16588,33,3,249.3
15683,11796,38,5,15.47
15684,24562,49,3,160.53
15685,6982,44,4,124.92
15686,3954,9,5,381.01
15687,26060,17,1,239.81
15688,26534,50,5,401.42
15689,19217,4,5,13.18
15690,8937,68,4,116.02
15691,29879,50,2,258.66
15692,22702,51,2,387.05
15693,7933,11,2,497.67
15694,27475,69,1,368.77
15695,19725,28,2,116.8
15696,20626,2,3,24.24
15697,29005,45,5,365.78
15698,9965,14,2,53.84
15699,5006,62,3,294.61
15700,11199,63,4,279.33
15701,14781,69,5,158.3
15702,3604,55,3,244.89
15703,23424,6,4,235.69
15704,29433,49,5,180.93
15705,21605,48,5,494.99
15706,15921,55,1,326.99
15707,6441,56,5,147.54
15708,24315,30,5,497.75
15709,22717,54,2,133.21
15710,20105,74,4,412.06
15711,3266,32,4,398.55
15712,7623,71,1,387.25
15713,9608,67,5,228.48
15714,14862,15,2,152.31
15715,10336,10,3,243.16
15716,12622,15,4,412.5
15717,22792,37,3,235.34
15718,8939,13,4,140.85
15719,28773,67,4,19.48
15720,8395,60,4,375.09
15721,28174,1,5,275.4
15722,27946,63,2,366.73
15723,9451,74,1,136.52
15724,20025,74,4,185.08
15725,23139,10,1,346.21
15726,2566,80,4,449.52
15727,4689,46,3,322.01
15728,6223,2,2,169.54
15729,18798,5,5,369.29
15730,16198,27,5,341.23
15731,25492,67,5,228.33
15732,12492,11,5,97.94
15733,28297,77,5,270.21
15734,29849,40,4,461.24
15735,3645,70,2,83.87
15736,8906,56,3,319.08
15737,23265,22,2,95.81
15738,28033,23,2,348.92
15739,1962,26,1,247.24
15740,13936,61,4,38.14
15741,7552,66,3,33.74
15742,14955,37,1,383.5
15743,21172,65,2,398.86
15744,27318,64,2,159.51
15745,13660,15,2,74.01
15746,17938,53,3,401.47
15747,13837,9,3,76.71
15748,24681,71,3,261.7
15749,6478,51,4,295.9
15750,1231,61,1,307.5
15751,2281,40,2,315.7
15752,12423,47,4,8.69
15753,25880,71,3,282.74
15754,25374,71,3,220.96
15755,534,46,1,444.0
15756,17835,72,4,274.9
15757,16888,48,4,87.58
15758,4920,57,1,162.29
15759,9128,24,1,166.89
15760,21847,62,4,157.59
15761,24922,3,3,108.28
15762,16637,54,4,177.9
15763,27159,60,3,370.35
15764,23995,28,5,176.22
15765,10694,32,1,342.65
15766,21016,25,4,259.33
15767,2992,70,2,309.78
15768,26171,9,3,294.11
15769,22168,24,1,141.17
15770,2473,24,1,151.55
15771,29973,66,3,322.3
15772,24877,42,4,465.09
15773,25465,51,5,80.42
15774,29827,40,3,259.24
15775,5380,59,5,494.87
15776,1987,46,2,166.79
15777,24766,13,1,33.67
15778,25138,79,5,203.61
15779,13003,68,3,136.84
15780,12314,71,5,132.27
15781,29612,12,2,237.26
15782,21172,1,1,350.82
15783,20851,7,4,119.8
15784,19816,61,4,421.34
15785,3384,23,4,356.06
15786,9635,16,1,374.33
15787,9276,50,3,17.39
15788,23297,72,4,374.37
15789,15151,13,5,18.55
15790,28060,13,3,204.56
15791,10723,60,1,371.24
15792,16046,70,5,308.59
15793,16065,3,5,349.03
15794,20985,61,5,46.05
15795,26635,8,5,357.43
15796,3844,15,3,60.05
15797,16926,53,5,493.43
15798,18167,6,2,454.17
15799,14851,77,3,230.46
15800,24799,64,5,127.98
15801,27428,70,1,14.33
15802,16964,51,1,106.97
15803,24744,53,5,231.68
15804,27052,78,4,400.36
15805,18545,23,1,477.16
15806,8978,32,4,485.5
15807,3681,70,3,5.01
15808,25879,33,4,8.19
15809,14185,4,1,288.61
15810,7927,46,5,341.37
15811,27146,75,1,16.36
15812,18743,65,5,268.61
15813,23111,66,1,267.8
15814,28244,50,1,47.74
15815,7196,49,1,329.39
15816,6519,51,2,41.07
15817,17453,1,5,456.39
15818,19707,31,2,159.41
15819,10309,50,1,341.28
15820,3204,10,1,118.28
15821,27491,18,4,474.92
15822,5322,29,2,330.44
15823,23410,56,4,365.12
15824,5797,70,2,448.68
15825,1886,12,1,439.82
15826,21807,56,1,119.24
15827,28702,76,1,162.87
15828,3716,55,5,22.16
15829,15118,51,5,381.1
15830,6,2,3,402.11
15831,892,59,1,471.65
15832,26326,42,1,117.5
15833,20282,53,1,376.64
15834,9441,69,3,275.07
15835,16102,29,3,457.08
15836,11195,49,3,450.33
15837,9481,4,5,484.29
15838,13486,78,2,470.63
15839,16394,59,3,454.1
15840,15235,43,3,270.58
15841,4400,36,5,351.51
15842,6163,3,4,410.16
15843,4587,21,4,252.98
15844,3316,24,2,193.55
15845,7829,12,4,168.74
15846,12130,72,4,108.24
15847,382,64,1,215.81
15848,23298,39,5,140.11
15849,26023,51,4,324.41
15850,17081,37,1,364.09
15851,11600,7,2,165.33
15852,110,67,4,143.46
15853,23663,54,3,331.03
15854,28320,46,1,283.16
15855,11583,79,1,45.3
15856,2521,8,1,8.49
15857,21818,24,2,60.78
15858,2231,55,1,33.39
15859,17650,30,4,168.12
15860,27330,20,5,304.66
15861,26990,48,4,499.37
15862,2224,80,4,418.07
15863,753,47,3,484.86
15864,611,77,4,154.94
15865,22081,20,2,408.51
15866,21357,30,4,144.34
15867,10399,56,4,119.26
15868,26205,68,3,253.34
15869,4054,76,3,431.54
15870,3709,42,2,59.3
15871,27788,55,4,132.83
15872,21259,14,4,496.82
15873,14708,20,4,330.27
15874,7456,17,4,90.69
15875,10496,4,2,177.89
15876,1713,66,1,474.71
15877,24043,7,5,90.74
15878,11676,1,3,472.41
15879,1302,7,4,472.96
15880,18392,65,1,420.2
15881,12923,21,4,155.53
15882,12869,9,3,121.71
15883,23736,29,2,402.61
15884,27792,69,4,262.73
15885,29895,51,2,218.05
15886,5083,80,4,348.2
15887,11404,4,2,483.76
15888,14771,10,4,382.22
15889,6922,53,1,191.22
15890,11904,7,5,22.79
15891,6584,72,4,207.46
15892,3498,57,2,209.99
15893,22239,3,2,414.24
15894,28693,48,4,244.17
15895,16401,76,1,163.35
15896,19888,71,1,35.29
15897,3268,12,3,254.95
15898,15914,29,5,250.51
15899,9109,67,3,324.15
15900,27096,12,3,241.79
15901,7690,29,2,136.7
15902,6542,15,1,240.31
15903,16598,49,2,50.39
15904,24063,40,2,201.23
15905,28732,7,2,63.92
15906,22249,55,4,471.04
15907,13648,69,5,94.64
15908,5674,43,5,435.81
15909,3792,78,2,362.48
15910,9458,65,4,35.19
15911,19469,42,2,27.11
15912,26154,24,4,87.49
15913,10265,9,4,348.74
15914,21444,52,4,112.15
15915,18234,73,5,344.49
15916,21305,49,2,312.81
15917,2708,45,1,436.98
15918,18389,77,2,363.61
15919,13127,48,5,267.26
15920,7678,31,3,162.46
15921,11107,49,2,337.03
15922,11026,10,5,372.89
15923,23369,70,3,419.3
15924,2882,70,3,437.02
15925,28176,11,5,436.28
15926,16751,20,3,325.09
15927,2603,34,1,388.29
15928,6018,44,3,277.71
15929,17036,38,5,20.29
15930,7793,76,5,95.49
15931,20620,67,5,471.32
15932,24760,80,3,281.43
15933,3110,41,5,281.52
15934,3513,52,5,458.49
15935,26796,50,2,294.44
15936,13506,4,3,171.94
15937,8245,14,1,258.05
15938,21940,18,4,68.39
15939,25315,8,5,78.2
15940,27743,8,5,129.38
15941,23228,23,4,28.72
15942,10628,19,4,156.91
15943,20904,67,2,349.7
15944,19207,15,3,296.71
15945,18899,71,3,491.37
15946,8699,21,5,12.73
15947,14910,76,2,392.07
15948,21268,20,5,183.25
15949,15309,39,3,7.44
15950,22952,14,4,26.84
15951,811,43,2,499.47
15952,27914,15,5,343.0
15953,1100,24,2,396.46
15954,345,34,1,341.73
15955,8405,66,3,360.71
15956,15335,43,3,261.53
15957,9499,40,5,498.21
15958,23253,76,1,355.91
15959,24636,76,2,301.21
15960,21794,61,4,63.27
15961,1544,75,5,138.69
15962,14247,18,4,177.97
15963,28909,75,1,164.32
15964,9275,6,2,370.48
15965,15889,58,3,52.31
15966,12842,69,3,293.35
15967,9744,43,3,395.16
15968,11567,26,2,492.47
15969,8879,71,3,51.28
15970,3109,15,3,320.59
15971,15077,3,2,493.49
15972,19198,2,2,154.43
15973,29858,56,3,486.22
15974,751,21,5,272.23
15975,25864,5,4,295.1
15976,9261,17,1,257.3
15977,5429,5,3,448.34
15978,17072,72,5,81.63
15979,13473,57,2,34.18
15980,6743,75,5,274.85
15981,28672,48,5,477.03
15982,1795,48,3,222.35
15983,19333,27,1,471.06
15984,10007,50,1,18.09
15985,25460,20,1,39.36
15986,9353,61,4,366.89
15987,6577,21,5,404.59
15988,27968,57,4,38.13
15989,21136,23,5,323.76
15990,8221,8,5,82.25
15991,23133,68,1,109.55
15992,27597,50,2,270.81
15993,2986,46,3,485.91
15994,17209,1,5,220.63
15995,1637,2,4,350.43
15996,6234,64,4,10.05
15997,5186,71,4,376.23
15998,16990,46,2,343.85
15999,9124,1,4,387.19
16000,17159,17,5,307.41
16001,17805,4,3,72.75
16002,7958,38,4,469.55
16003,26344,53,5,53.8
16004,17892,19,3,183.12
16005,28170,51,4,386.43
16006,18236,45,5,304.35
16007,18522,64,1,206.77
16008,25199,32,1,384.46
16009,22381,74,2,343.57
16010,18870,3,3,319.57
16011,9366,40,5,203.95
16012,16826,34,1,211.21
16013,8171,34,1,50.56
16014,17646,37,2,260.74
16015,20446,79,4,257.29
16016,13298,5,3,226.23
16017,3993,68,2,122.13
16018,5874,51,4,305.13
16019,16847,44,5,80.32
16020,9352,78,2,310.29
16021,16956,32,3,61.08
16022,22784,45,1,179.53
16023,16525,43,1,52.53
16024,1959,35,1,497.3
16025,15914,36,1,270.07
16026,17820,41,5,82.85
16027,27825,35,1,392.97
16028,23099,8,1,292.96
16029,10721,65,5,408.35
16030,17954,25,1,87.44
16031,14854,59,1,359.32
16032,24229,6,4,228.84
16033,14028,33,5,253.98
16034,13035,57,2,260.5
16035,18124,8,2,361.47
16036,3921,11,3,118.44
16037,26605,18,3,240.06
16038,25192,73,3,291.41
16039,15529,9,4,202.86
16040,3039,37,3,25.61
16041,7242,20,2,5.77
16042,14931,77,1,403.56
16043,12399,67,5,91.57
16044,4489,47,5,197.66
16045,12354,51,1,378.88
16046,8170,22,3,368.62
16047,24274,59,5,316.47
16048,1471,43,4,327.1
16049,17981,19,5,83.93
16050,22945,64,5,63.68
16051,10972,26,4,113.63
16052,10205,76,1,352.01
16053,17622,41,2,85.96
16054,18911,17,2,421.52
16055,29616,48,5,202.01
16056,13263,29,5,128.23
16057,3736,74,1,14.54
16058,24180,5,3,420.18
16059,7581,41,3,134.62
16060,25112,47,3,392.22
16061,19039,50,5,157.63
16062,28719,80,2,80.44
16063,22019,54,4,159.03
16064,18310,80,1,233.54
16065,2234,7,1,29.0
16066,9513,5,4,66.79
16067,20154,59,1,365.4
16068,16959,55,3,218.94
16069,21908,48,1,402.63
16070,2085,16,3,41.87
16071,9747,32,4,29.45
16072,26896,9,4,321.61
16073,6894,10,1,154.18
16074,7543,63,4,43.04
16075,17246,52,4,358.11
16076,27336,54,5,248.59
16077,6824,23,1,253.17
16078,4347,25,5,291.37
16079,9668,54,3,404.49
16080,26783,27,3,73.64
16081,13348,79,1,213.63
16082,23836,64,1,437.82
16083,23603,74,5,422.73
16084,21391,79,5,146.36
16085,14512,26,1,167.38
16086,28110,69,5,412.75
16087,28184,33,2,89.88
16088,18284,12,5,127.05
16089,2331,62,4,38.06
16090,15590,36,2,298.61
16091,24177,64,3,71.1
16092,404,7,4,217.17
16093,12860,44,1,86.61
16094,22764,23,1,408.34
16095,2090,38,5,323.48
16096,14169,55,4,39.09
16097,24213,2,4,450.24
16098,14177,66,2,109.61
16099,1112,4,1,375.64
16100,18174,37,2,282.94
16101,5647,6,5,132.34
16102,9194,40,4,402.16
16103,5679,79,4,34.41
16104,25465,77,5,386.81
16105,773,62,2,11.43
16106,8257,50,2,189.2
16107,6716,32,1,183.4
16108,10867,25,2,61.56
16109,26560,39,3,440.45
16110,22186,51,4,409.03
16111,10778,10,4,206.75
16112,19067,40,4,195.08
16113,17458,35,2,437.44
16114,10953,9,2,498.52
16115,3610,35,5,405.92
16116,13256,64,5,191.75
16117,25868,10,5,350.11
16118,14588,60,1,103.78
16119,28290,31,1,22.52
16120,20663,67,4,52.52
16121,3453,57,2,303.87
16122,21556,34,2,299.55
16123,3504,16,3,62.44
16124,3628,40,2,306.84
16125,7929,9,3,222.41
16126,10462,62,4,75.73
16127,10970,27,5,96.89
16128,12680,20,1,62.56
16129,24361,38,2,329.35
16130,6413,67,5,268.62
16131,102,36,3,454.06
16132,20351,24,3,388.44
16133,16424,62,3,173.42
16134,8110,70,4,438.93
16135,23014,55,1,162.3
16136,3473,71,3,352.55
16137,16906,18,1,92.33
16138,7298,65,3,114.94
16139,6212,77,2,84.45
16140,5178,79,5,161.0
16141,27184,1,2,193.29
16142,572,16,3,132.54
16143,19089,15,1,190.41
16144,19990,78,3,332.5
16145,28165,66,2,318.46
16146,3383,56,4,252.33
16147,22435,43,3,56.94
16148,11301,3,1,190.47
16149,9203,34,4,206.58
16150,9060,75,3,419.44
16151,2019,11,3,106.38
16152,26338,44,5,134.87
16153,23601,71,4,42.88
16154,2539,11,4,463.6
16155,6950,34,5,81.45
16156,8964,53,1,388.97
16157,28473,13,5,61.08
16158,18366,67,3,111.12
16159,26588,1,5,417.48
16160,10692,69,3,408.58
16161,5747,36,3,111.33
16162,25261,10,2,240.2
16163,14971,80,2,442.74
16164,3014,60,5,82.11
16165,15554,14,5,479.07
16166,29157,6,5,10.16
16167,26199,75,4,251.24
16168,12476,48,3,422.77
16169,20495,54,1,217.88
16170,3440,55,3,369.52
16171,16707,67,5,254.28
16172,9842,12,2,108.28
16173,12377,7,2,207.31
16174,7785,67,5,270.62
16175,17161,35,4,112.32
16176,26240,64,3,26.14
16177,18793,77,4,174.77
16178,18085,17,5,171.65
16179,28963,65,4,136.18
16180,8877,80,2,353.99
16181,16110,39,1,444.33
16182,5365,74,1,348.78
16183,9831,17,5,357.29
16184,8758,14,4,72.12
16185,25704,43,3,396.72
16186,19956,37,4,48.04
16187,8228,31,5,130.95
16188,5342,37,3,406.96
16189,4131,56,5,281.85
16190,16682,37,4,234.21
16191,2528,12,2,477.51
16192,24983,37,4,289.5
16193,26060,74,4,334.98
16194,29368,37,2,288.92
16195,7213,60,3,288.49
16196,1521,49,4,246.11
16197,26535,18,1,106.94
16198,19360,51,1,237.0
16199,29485,48,3,197.86
16200,17261,17,3,253.48
16201,15104,71,2,228.23
16202,426,18,3,56.25
16203,6401,72,5,193.87
16204,642,50,2,444.52
16205,13028,80,5,315.61
16206,24238,57,1,66.65
16207,27574,5,1,477.72
16208,14352,13,2,147.25
16209,23064,17,3,437.0
16210,14669,35,2,185.4
16211,5086,75,3,142.64
16212,23487,80,4,326.16
16213,16241,49,4,111.64
16214,24817,52,2,276.39
16215,10803,39,1,368.36
16216,20808,6,1,207.45
16217,14857,32,2,328.29
16218,26800,69,5,134.96
16219,1511,22,2,189.38
16220,8251,73,2,411.39
16221,24857,51,5,490.85
16222,13220,10,2,20.59
16223,29371,56,5,382.17
16224,7931,53,4,291.06
16225,6871,78,3,340.59
16226,11895,31,5,106.81
16227,7504,23,4,248.94
16228,3306,18,2,192.5
16229,13548,40,1,403.35
16230,5189,65,5,340.59
16231,8001,30,2,267.61
16232,14569,66,1,82.43
16233,2847,48,3,167.19
16234,4940,5,1,168.24
16235,7112,42,5,411.19
16236,89,30,2,47.48
16237,18610,60,5,94.37
16238,28184,9,3,289.66
16239,11227,36,2,59.24
16240,1548,70,2,72.82
16241,2310,76,4,13.26
16242,16653,56,2,282.85
16243,7121,18,2,424.78
16244,14972,34,4,354.29
16245,13107,73,3,490.36
16246,19127,14,3,35.95
16247,17127,4,1,363.81
16248,1453,54,1,335.74
16249,24562,8,2,105.18
16250,14148,41,2,370.38
16251,16753,45,3,24.06
16252,11811,7,2,370.94
16253,1941,70,1,413.08
16254,4530,19,4,356.21
16255,27862,24,5,136.02
16256,4989,50,4,456.07
16257,8503,5,4,87.45
16258,10015,38,5,282.72
16259,808,27,2,480.03
16260,5492,20,5,129.8
16261,19581,20,1,243.36
16262,28366,38,5,136.82
16263,27302,16,4,277.97
16264,19047,63,3,406.98
16265,12261,46,2,311.98
16266,23760,29,5,127.97
16267,18617,73,3,336.87
16268,17805,14,2,396.14
16269,2281,67,5,482.55
16270,10256,20,1,288.47
16271,29376,47,4,109.63
16272,12508,79,5,35.15
16273,24600,53,3,108.89
16274,5690,48,4,480.8
16275,16692,76,5,468.71
16276,6445,16,2,250.01
16277,5918,31,4,422.05
16278,18634,72,3,321.91
16279,26585,69,4,471.79
16280,18657,66,3,482.86
16281,6291,33,2,474.59
16282,28824,64,3,437.04
16283,15155,79,3,459.96
16284,18612,52,5,479.95
16285,817,65,5,487.87
16286,17105,10,3,266.16
16287,5456,75,5,216.32
16288,2659,55,5,267.08
16289,979,44,1,375.56
16290,12248,39,2,435.17
16291,25027,58,3,318.52
16292,13300,6,3,426.87
16293,7919,3,2,354.37
16294,19074,1,5,487.6
16295,5571,33,5,421.23
16296,3045,74,5,439.39
16297,805,55,5,84.27
16298,9156,48,3,161.12
16299,28648,76,5,22.89
16300,21407,40,3,281.89
16301,5075,26,3,69.33
16302,26220,62,4,58.59
16303,6249,61,3,384.67
16304,15671,63,1,486.93
16305,19780,58,4,62.66
16306,24883,52,5,221.81
16307,15768,12,5,160.08
16308,6668,29,2,408.92
16309,17359,52,5,469.82
16310,8336,50,2,162.63
16311,11448,47,4,102.99
16312,7648,14,4,442.94
16313,9737,2,4,388.63
16314,16211,3,3,168.82
16315,27991,40,3,11.58
16316,10766,17,5,265.37
16317,7291,67,4,309.05
16318,15936,59,3,91.16
16319,17484,4,1,291.42
16320,20177,20,4,285.85
16321,15261,62,3,16.35
16322,25079,45,2,118.13
16323,1150,67,4,437.81
16324,12985,24,3,137.04
16325,19654,2,4,235.66
16326,10201,70,2,410.88
16327,24493,76,3,140.43
16328,25087,39,3,313.87
16329,21347,35,1,297.73
16330,13589,31,2,187.61
16331,7962,6,5,426.45
16332,15559,68,5,429.01
16333,29743,65,4,451.3
16334,23787,29,3,470.92
16335,4026,22,5,475.25
16336,2319,48,3,92.25
16337,13787,38,1,237.13
16338,13265,59,4,279.34
16339,6449,61,3,471.76
16340,24184,60,4,15.93
16341,7525,23,2,48.33
16342,14359,60,3,60.06
16343,3536,78,3,477.3
16344,27623,66,5,318.68
16345,21540,18,5,50.2
16346,22997,49,5,47.44
16347,11479,25,5,428.14
16348,13311,61,3,250.93
16349,738,17,4,454.19
16350,10954,23,5,451.35
