tracking_id,shipment_id,status,location,updated_at
15557,24683,Dispatched,New Michelle,2025-01-12 01:05:50
15558,463,In Transit,Allenfurt,2025-01-09 22:30:26
15559,21584,Delivered,Camposside,2025-01-24 03:09:17
15560,5162,In Transit,Sarahville,2025-01-26 22:19:56
15561,651,Delivered,Thompsonshire,2025-01-18 08:08:44
15562,4601,In Transit,North Kendra,2025-01-10 21:19:40
15563,6666,Delivered,Thompsonbury,2025-01-09 21:41:08
15564,3636,Out for Delivery,Port Jon,2025-01-10 13:18:45
15565,12015,In Transit,Schroederborough,2025-01-21 19:19:50
15566,12058,Dispatched,Lake Amanda,2025-01-15 00:21:17
15567,12460,Dispatched,North Amandastad,2025-01-08 20:53:26
15568,11917,Out for Delivery,Craigview,2025-01-02 14:19:31
15569,18639,Dispatched,North Caitlin,2025-01-19 13:28:17
15570,20603,Delivered,South Susan,2025-01-26 04:09:18
15571,4679,Delivered,Lake Jenna,2025-01-03 19:11:33
15572,6192,Dispatched,East Joseph,2025-01-12 08:07:57
15573,14728,Delivered,Deborahhaven,2025-01-21 19:17:29
15574,22902,In Transit,New Cathyview,2025-01-04 11:26:26
15575,10054,Delivered,Melissafort,2025-01-04 23:10:13
15576,9810,Delivered,Danaborough,2025-01-07 21:50:37
15577,20802,Dispatched,Oconnorfurt,2025-01-27 15:53:45
15578,19168,Dispatched,North Tammyfurt,2025-01-12 12:38:27
15579,15822,Out for Delivery,West Ann,2025-01-21 10:00:42
15580,10214,Out for Delivery,Fieldsfort,2025-01-26 20:56:02
15581,13715,Delivered,Morrisbury,2025-01-06 08:30:31
15582,9725,Delivered,Johnfort,2025-01-17 17:28:24
15583,13850,Dispatched,Lake Danny,2025-01-11 19:52:27
15584,19396,In Transit,New Jamestown,2025-01-22 13:32:03
15585,12277,Delivered,Brownport,2025-01-08 08:40:58
15586,7564,Dispatched,East Shirleychester,2025-01-06 15:59:08
15587,24165,Delivered,Johnsonberg,2025-01-27 19:53:05
15588,13360,Delivered,Pittmanstad,2025-01-20 03:59:27
15589,15857,Out for Delivery,New Javierbury,2025-01-12 04:44:04
15590,10862,Delivered,Port Victoriahaven,2025-01-07 16:37:21
15591,14417,Out for Delivery,West Davidberg,2025-01-03 04:06:36
15592,14482,In Transit,New Lindatown,2025-01-12 10:42:58
15593,12288,Delivered,South Kayla,2025-01-20 14:43:45
15594,17391,In Transit,Smithborough,2025-01-11 16:04:29
15595,8416,Out for Delivery,Port Alexander,2025-01-10 18:09:31
15596,5566,Out for Delivery,New Keith,2025-01-10 03:17:02
15597,17819,In Transit,Jenkinsmouth,2025-01-04 14:10:44
15598,5601,Dispatched,Pamelaborough,2025-01-18 14:23:02
15599,445,Out for Delivery,Weberburgh,2025-01-24 00:16:13
15600,9070,In Transit,Michaelview,2025-01-12 03:13:41
15601,2405,Delivered,Santiagobury,2025-01-23 22:08:07
15602,15209,Out for Delivery,Donaldburgh,2025-01-27 19:05:01
15603,25,Out for Delivery,East Amber,2025-01-09 01:16:58
15604,13614,Out for Delivery,Jessicaside,2025-01-30 11:49:35
15605,19854,Dispatched,Leestad,2025-01-07 12:37:34
15606,7838,In Transit,Timothystad,2025-01-26 00:38:56
15607,22043,In Transit,Jonesmouth,2025-01-27 04:20:57
15608,22364,Dispatched,Thompsonmouth,2025-01-07 03:05:10
15609,5885,Out for Delivery,Kerrifort,2025-01-13 21:42:20
15610,6826,In Transit,Amandachester,2025-01-23 17:52:45
15611,22200,Out for Delivery,Lake Joshuabury,2025-01-09 06:15:03
15612,17239,In Transit,Lake Derek,2025-01-21 18:52:04
15613,20575,Out for Delivery,South Georgebury,2025-01-29 04:40:08
15614,21025,In Transit,Hallburgh,2025-01-07 22:01:06
15615,4819,Out for Delivery,Williamstown,2025-01-09 05:45:34
15616,5579,Delivered,Lake Jameston,2025-01-10 04:44:45
15617,9447,Dispatched,South Kerry,2025-01-13 13:22:35
15618,24029,In Transit,Johnside,2025-01-10 19:15:10
15619,14800,Out for Delivery,New Erica,2025-01-26 03:33:33
15620,17314,In Transit,East Miguelland,2025-01-28 07:08:25
15621,18626,Delivered,Avilatown,2025-01-07 03:41:18
15622,18962,Delivered,Teresaport,2025-01-08 18:55:11
15623,7841,Delivered,Tonystad,2025-01-27 15:37:10
15624,12032,In Transit,North Aprilbury,2025-01-07 06:37:55
15625,12144,Delivered,Cannonbury,2025-01-15 14:35:21
15626,11276,Dispatched,Vincentview,2025-01-07 15:44:40
15627,1261,Delivered,Palmerborough,2025-01-19 13:38:21
15628,12974,Out for Delivery,Lake Richardburgh,2025-01-18 02:50:40
15629,12806,Out for Delivery,Lake Jamie,2025-01-24 19:44:17
15630,5138,Dispatched,Fernandezville,2025-01-17 04:06:12
15631,19904,Delivered,East Charlestown,2025-01-16 12:46:18
15632,20241,In Transit,Moranton,2025-01-16 10:47:40
15633,3764,In Transit,Port Paigeshire,2025-01-26 00:35:57
15634,14705,Out for Delivery,Lake Juanland,2025-01-18 23:22:15
15635,14729,Delivered,Myersside,2025-01-03 22:26:21
15636,20422,In Transit,Benitezfort,2025-01-05 06:23:34
15637,4074,Dispatched,East Keith,2025-01-19 07:19:00
15638,24692,Dispatched,Port Danielle,2025-01-17 05:39:48
15639,5663,Delivered,Michaelton,2025-01-19 20:39:25
15640,15393,Dispatched,North Rebeccahaven,2025-01-03 17:26:54
15641,10227,In Transit,Kimberlymouth,2025-01-26 09:05:09
15642,14590,In Transit,Jasonview,2025-01-03 08:34:24
15643,12569,Delivered,Lake Michelle,2025-01-11 22:55:27
15644,19366,In Transit,North Michaelfort,2025-01-11 11:18:31
15645,2574,Out for Delivery,Dakotaport,2025-01-03 13:46:46
15646,11227,In Transit,Patrickton,2025-01-17 14:12:34
15647,21153,Dispatched,Justinfurt,2025-01-17 13:37:26
15648,15146,Out for Delivery,Gentryborough,2025-01-26 11:40:53
15649,12317,Dispatched,Samanthaview,2025-01-26 21:43:17
15650,16350,Dispatched,Reginaldbury,2025-01-01 08:03:50
15651,5410,In Transit,Klinefurt,2025-01-23 03:19:37
15652,3661,In Transit,East Kellyside,2025-01-06 13:21:34
15653,13735,Dispatched,Carrborough,2025-01-15 19:20:40
15654,21737,Delivered,Brooksstad,2025-01-20 06:32:31
15655,24413,Out for Delivery,West Whitneyhaven,2025-01-15 16:24:16
15656,21069,Delivered,Greenstad,2025-01-07 13:46:32
15657,6090,Dispatched,Cruzfort,2025-01-28 07:45:29
15658,11453,Delivered,Matthewburgh,2025-01-27 20:58:39
15659,22339,Dispatched,Lake Debra,2025-01-03 12:55:57
15660,4501,Delivered,Christianfort,2025-01-20 18:00:16
15661,13867,In Transit,New Mikayla,2025-01-10 18:59:28
15662,23147,In Transit,Stanleyport,2025-01-02 15:21:30
15663,3342,Out for Delivery,Adrianport,2025-01-11 21:38:26
15664,2825,In Transit,Lorichester,2025-01-25 03:57:33
15665,15964,Delivered,Barnesville,2025-01-05 14:44:47
15666,4646,Out for Delivery,Port Sarah,2025-01-03 06:37:30
15667,21752,Out for Delivery,Ericahaven,2025-01-03 14:42:53
15668,10718,Delivered,Richardport,2025-01-27 15:12:59
15669,20933,Dispatched,Hortonmouth,2025-01-10 16:35:52
15670,21195,Delivered,North Victoriaside,2025-01-29 14:11:07
15671,9349,Delivered,Lake Peterborough,2025-01-30 05:23:32
15672,3366,Delivered,Erichaven,2025-01-27 17:53:33
15673,16902,In Transit,South Jacob,2025-01-29 15:55:38
15674,4209,Dispatched,Port Michael,2025-01-30 02:43:37
15675,11524,Dispatched,North Cassandra,2025-01-29 10:36:08
15676,14792,Out for Delivery,West Miguel,2025-01-27 10:25:54
15677,23225,Dispatched,South Michaeltown,2025-01-12 18:27:02
15678,10825,Dispatched,North Rickchester,2025-01-24 00:09:56
15679,1668,In Transit,Ewingfurt,2025-01-30 07:05:10
15680,22515,In Transit,West Richard,2025-01-12 04:09:25
15681,15840,Out for Delivery,Davistown,2025-01-15 07:24:57
15682,24479,Delivered,Jonesburgh,2025-01-12 10:59:50
15683,22712,Out for Delivery,Krystalhaven,2025-01-04 17:02:45
15684,4012,Dispatched,South Karlaberg,2025-01-27 20:22:57
15685,24059,Out for Delivery,Matthewfurt,2025-01-03 21:31:47
15686,9883,Delivered,North Allisonfort,2025-01-30 13:14:54
15687,5582,In Transit,Coxborough,2025-01-23 10:20:04
15688,4916,Delivered,New Williamshire,2025-01-30 14:05:17
15689,8002,Dispatched,North Sharonshire,2025-01-15 08:40:57
15690,10851,Out for Delivery,Masonhaven,2025-01-11 09:08:17
15691,11045,Dispatched,Ericaberg,2025-01-06 16:56:54
15692,21839,In Transit,Graystad,2025-01-29 08:01:02
15693,4956,In Transit,Jacksonbury,2025-01-04 09:41:41
15694,13758,Out for Delivery,Seanland,2025-01-18 09:37:04
15695,13446,Out for Delivery,Simonchester,2025-01-29 07:51:57
15696,12679,Delivered,Chadbury,2025-01-28 12:50:40
15697,17636,Out for Delivery,Flemingtown,2025-01-03 22:05:18
15698,20353,In Transit,Danielsview,2025-01-17 16:28:44
15699,22821,In Transit,Port Zachary,2025-01-04 02:39:07
15700,24956,Delivered,Karenfort,2025-01-27 13:26:03
15701,1782,Dispatched,Thomasland,2025-01-15 16:40:47
15702,2144,Out for Delivery,Howardview,2025-01-05 08:48:02
15703,6571,Dispatched,East Derek,2025-01-07 11:12:40
15704,6984,In Transit,Pamelaview,2025-01-27 15:23:08
15705,4990,Dispatched,North Michaelfurt,2025-01-03 14:08:58
15706,4291,Dispatched,Joshuachester,2025-01-19 21:34:23
15707,19475,Delivered,Lyonsburgh,2025-01-20 03:30:13
15708,21216,Out for Delivery,Devinberg,2025-01-13 10:02:48
15709,8870,In Transit,New Suzannefurt,2025-01-13 07:19:40
15710,3019,In Transit,New Wesleybury,2025-01-23 11:15:37
15711,6559,Delivered,South Megan,2025-01-29 12:02:39
15712,16751,Delivered,East Keithborough,2025-01-20 21:23:58
15713,4971,Dispatched,East James,2025-01-09 18:17:54
15714,12569,Out for Delivery,Port Adam,2025-01-24 16:01:23
15715,22575,In Transit,North Jamesview,2025-01-03 17:29:09
15716,20474,Dispatched,Stefaniechester,2025-01-26 06:33:10
15717,10875,Out for Delivery,Toddburgh,2025-01-21 05:30:05
15718,5988,Out for Delivery,Port Chase,2025-01-11 23:58:14
15719,15112,Dispatched,North Karen,2025-01-16 09:13:26
15720,7181,In Transit,Port Michele,2025-01-14 16:38:30
15721,6948,In Transit,Burchmouth,2025-01-04 01:44:00
15722,14293,In Transit,New Julie,2025-01-23 22:36:22
15723,1404,Delivered,New Robertland,2025-01-13 00:12:54
15724,19809,Out for Delivery,Jennifershire,2025-01-10 21:41:13
15725,2778,Delivered,Michaelfurt,2025-01-02 16:01:11
15726,11508,Out for Delivery,Flynnmouth,2025-01-02 04:50:54
15727,5991,In Transit,North Kelsey,2025-01-18 16:28:50
15728,1776,Delivered,Kevinfort,2025-01-20 17:00:04
15729,692,In Transit,Lake Kristenview,2025-01-08 02:36:45
15730,11441,Dispatched,East Jenny,2025-01-24 18:57:36
15731,22133,Dispatched,Elizabethfort,2025-01-26 16:40:42
15732,23982,In Transit,East Ronald,2025-01-19 19:51:05
15733,24040,Delivered,Lake Madison,2025-01-23 23:29:01
15734,24877,Out for Delivery,Benjaminfort,2025-01-09 04:43:15
15735,10267,In Transit,Kristinmouth,2025-01-28 10:22:32
15736,23501,In Transit,West Robert,2025-01-05 22:43:06
15737,2778,Out for Delivery,East Keithstad,2025-01-03 18:19:49
15738,10919,Dispatched,Samanthamouth,2025-01-20 01:42:26
15739,6854,Out for Delivery,Fosterhaven,2025-01-14 17:42:52
15740,22277,In Transit,Michaelside,2025-01-19 05:18:42
15741,22971,In Transit,South Elizabeth,2025-01-24 00:45:23
15742,14461,Delivered,Kaufmanmouth,2025-01-26 18:51:52
15743,24648,Dispatched,Debbieton,2025-01-22 10:46:45
15744,23737,Out for Delivery,Keithfurt,2025-01-23 05:51:25
15745,15881,Dispatched,Matthewside,2025-01-27 16:25:04
15746,21459,Dispatched,New Ronald,2025-01-22 17:46:32
15747,67,Delivered,Stokesburgh,2025-01-02 18:18:15
15748,9210,In Transit,Patrickhaven,2025-01-01 13:11:35
15749,23187,In Transit,Josephmouth,2025-01-29 19:42:03
15750,18464,In Transit,Port Stacy,2025-01-18 19:40:23
15751,20008,Dispatched,Port Kennethview,2025-01-10 11:00:21
15752,16392,In Transit,Lake Scott,2025-01-17 09:33:30
15753,577,Dispatched,Beckermouth,2025-01-08 23:08:05
15754,23122,Dispatched,Turnermouth,2025-01-28 16:46:17
15755,1341,In Transit,North Theresaside,2025-01-08 00:17:23
15756,15863,Dispatched,South James,2025-01-11 18:01:04
15757,8629,Out for Delivery,Munozville,2025-01-18 08:05:00
15758,953,Dispatched,Kaitlyntown,2025-01-05 03:12:30
15759,12866,Dispatched,Debraville,2025-01-25 11:17:41
15760,17889,Delivered,North Ritaberg,2025-01-29 16:54:50
15761,24036,Dispatched,Brendaland,2025-01-18 08:34:27
15762,14465,Dispatched,Lovemouth,2025-01-11 17:42:18
15763,5792,Delivered,Houstonton,2025-01-24 00:48:17
15764,18884,In Transit,Michelleberg,2025-01-19 09:11:54
15765,11391,Delivered,Port Chelseyhaven,2025-01-30 14:14:42
15766,5396,Dispatched,Lake Melissa,2025-01-11 11:29:43
15767,3212,In Transit,Murraymouth,2025-01-08 04:39:05
15768,13194,Out for Delivery,North Tracyview,2025-01-25 09:33:13
15769,18038,Delivered,Kimberlyburgh,2025-01-17 06:20:35
15770,1564,Out for Delivery,Nancychester,2025-01-27 04:54:58
15771,19737,Out for Delivery,Susanshire,2025-01-26 11:34:57
15772,2075,Dispatched,New Kenneth,2025-01-08 18:15:26
15773,7516,Dispatched,Luisland,2025-01-24 11:32:02
15774,22539,Out for Delivery,South Mason,2025-01-15 14:46:42
15775,6595,In Transit,Bradfordport,2025-01-22 01:31:01
15776,22536,In Transit,East Alexandrastad,2025-01-24 13:57:55
15777,8664,Delivered,East Daniel,2025-01-19 14:54:45
15778,1469,In Transit,Port Krystalville,2025-01-07 18:34:31
15779,18976,Out for Delivery,Port Susan,2025-01-30 03:43:17
15780,7808,Out for Delivery,New Daniel,2025-01-26 09:45:10
15781,9173,Dispatched,Port Brianport,2025-01-08 13:18:26
15782,3750,Dispatched,Shawnville,2025-01-14 19:19:29
15783,15174,Dispatched,North Lori,2025-01-27 09:43:03
15784,13486,In Transit,North Jamesshire,2025-01-14 22:46:10
15785,4321,Out for Delivery,Diazburgh,2025-01-15 01:52:03
15786,12544,Dispatched,Cathyview,2025-01-26 20:14:24
15787,1901,In Transit,New Kimberly,2025-01-17 01:01:50
15788,3824,Dispatched,Jamesfurt,2025-01-28 20:53:14
15789,9350,Dispatched,Perezville,2025-01-04 22:21:44
15790,20829,In Transit,Lake Jared,2025-01-17 19:29:17
15791,14823,Delivered,West Corey,2025-01-30 11:16:25
15792,20183,Delivered,Port James,2025-01-09 05:09:06
15793,13454,Out for Delivery,New Curtisland,2025-01-08 07:36:36
15794,10217,Out for Delivery,Deniseberg,2025-01-21 09:51:02
15795,10385,In Transit,Carrollshire,2025-01-28 11:58:04
15796,847,Dispatched,North Keith,2025-01-06 22:09:56
15797,23694,Dispatched,East Harrytown,2025-01-04 06:22:05
15798,24250,Delivered,North Kristinabury,2025-01-26 12:50:25
15799,155,In Transit,Austinshire,2025-01-12 22:46:10
15800,4781,Delivered,Austinhaven,2025-01-22 09:01:39
15801,5831,In Transit,Lake Jeffrey,2025-01-14 23:41:23
15802,9788,Out for Delivery,New Kellyport,2025-01-07 21:04:26
15803,20420,Out for Delivery,North Anitabury,2025-01-05 06:37:23
15804,18115,Out for Delivery,Kaufmanview,2025-01-07 02:44:31
15805,5000,Out for Delivery,East Zachary,2025-01-05 04:30:01
15806,19442,In Transit,East Cynthia,2025-01-28 01:39:04
15807,22519,Delivered,South Dominiquefort,2025-01-05 04:04:31
15808,10869,In Transit,Jonathanfort,2025-01-21 22:38:22
15809,24074,Dispatched,Fletcherstad,2025-01-13 01:06:26
15810,22029,In Transit,Port Evelynmouth,2025-01-14 23:06:42
15811,4275,Out for Delivery,West Michael,2025-01-27 21:18:38
15812,20391,Dispatched,Port Deborahborough,2025-01-10 04:36:47
15813,18676,Out for Delivery,Youngland,2025-01-13 13:02:08
15814,22828,Out for Delivery,North Jenniferview,2025-01-21 10:44:18
15815,18011,In Transit,Davidmouth,2025-01-22 22:52:37
15816,24443,In Transit,West Tiffanyfurt,2025-01-02 00:45:29
15817,24351,Out for Delivery,Brownmouth,2025-01-06 12:14:56
15818,8688,Dispatched,Royhaven,2025-01-23 05:35:12
15819,6157,In Transit,Butlerville,2025-01-03 06:27:39
15820,18856,In Transit,Amandafurt,2025-01-29 22:56:54
15821,23249,Delivered,Lovestad,2025-01-16 10:42:44
15822,21553,Out for Delivery,Josephland,2025-01-05 13:19:26
15823,9018,Delivered,Jenniferbury,2025-01-21 07:53:53
15824,20579,In Transit,North Ronaldhaven,2025-01-23 04:46:13
15825,24045,Out for Delivery,South Joseph,2025-01-29 07:38:59
15826,6429,Out for Delivery,Kimberlystad,2025-01-22 01:34:24
15827,20865,Dispatched,South Kathrynmouth,2025-01-11 10:23:21
15828,10993,Dispatched,Lake Daniel,2025-01-28 03:48:09
15829,4953,Dispatched,Port Jordan,2025-01-24 21:12:23
15830,24607,Dispatched,New Kelly,2025-01-27 08:44:16
15831,13592,Delivered,Adamsmouth,2025-01-26 07:56:31
15832,21184,Dispatched,Jaredland,2025-01-29 00:52:47
15833,18950,Delivered,Rodriguezstad,2025-01-26 00:43:19
15834,718,Dispatched,East Michaelborough,2025-01-13 01:45:16
15835,13250,Out for Delivery,Stephaniefort,2025-01-20 18:25:17
15836,2247,Delivered,South Matthew,2025-01-01 14:15:16
15837,16929,Dispatched,Heathertown,2025-01-21 06:00:56
15838,17050,In Transit,Buchananside,2025-01-21 18:58:26
15839,5770,Delivered,Port Daisy,2025-01-12 15:05:23
15840,19430,In Transit,South Daleport,2025-01-13 00:49:48
15841,8501,Out for Delivery,South Kristin,2025-01-08 02:19:01
15842,24718,Dispatched,New Andrewton,2025-01-09 21:33:24
15843,18580,Out for Delivery,South Wanda,2025-01-09 16:12:07
15844,10163,In Transit,New Bryan,2025-01-26 12:59:14
15845,4476,Dispatched,East Jodiland,2025-01-03 02:04:47
15846,940,Delivered,Lake Joseph,2025-01-29 10:52:50
15847,24829,Out for Delivery,Lake Joshua,2025-01-04 14:32:30
15848,21241,Out for Delivery,Lisachester,2025-01-25 03:27:44
15849,11125,Out for Delivery,Sanchezview,2025-01-08 19:18:00
15850,22098,Out for Delivery,Jenniferside,2025-01-29 08:33:47
15851,22246,Delivered,Sandratown,2025-01-02 13:34:19
15852,6081,In Transit,East Madison,2025-01-19 11:34:32
15853,21368,Out for Delivery,Jennaville,2025-01-20 09:23:27
15854,21718,Out for Delivery,Blakechester,2025-01-25 08:58:45
15855,19755,In Transit,North Ryanshire,2025-01-09 04:46:16
15856,13387,Delivered,South Jerrybury,2025-01-15 11:25:54
15857,7511,Delivered,Vincentville,2025-01-23 08:00:38
15858,3448,Delivered,East Brooke,2025-01-30 00:06:20
15859,12341,In Transit,Port Patrick,2025-01-12 02:49:29
15860,10327,Dispatched,Sheltontown,2025-01-15 07:15:47
15861,21457,Out for Delivery,New Annemouth,2025-01-23 04:45:31
15862,9124,Out for Delivery,Dustintown,2025-01-24 07:04:06
15863,24542,Dispatched,Lake Patricia,2025-01-26 02:36:42
15864,355,Dispatched,West Kristina,2025-01-11 06:38:53
15865,21097,Dispatched,Port Jamie,2025-01-16 19:35:02
15866,444,In Transit,Stephanieview,2025-01-30 08:40:19
15867,9428,Dispatched,Melissahaven,2025-01-26 14:59:10
15868,16729,Out for Delivery,North Micheal,2025-01-05 21:18:18
15869,21770,Delivered,Floresview,2025-01-07 15:54:21
15870,18841,In Transit,Amystad,2025-01-14 05:25:06
15871,2917,Dispatched,Wardchester,2025-01-16 16:34:21
15872,2694,Out for Delivery,West Charles,2025-01-06 04:48:24
15873,13071,Out for Delivery,New Amandaport,2025-01-07 20:33:44
15874,20671,Delivered,Alishaborough,2025-01-08 18:36:41
15875,65,In Transit,Turnerside,2025-01-27 00:35:26
15876,10792,In Transit,Mooreton,2025-01-20 13:32:16
15877,23319,Dispatched,Carlaport,2025-01-13 20:37:35
15878,17342,In Transit,West Scottborough,2025-01-10 01:35:21
15879,8576,Out for Delivery,Alexanderborough,2025-01-19 14:06:37
15880,3503,Out for Delivery,East Christinemouth,2025-01-08 20:23:54
15881,10842,Delivered,Brownton,2025-01-17 01:00:46
15882,1962,In Transit,Littlefort,2025-01-24 06:20:55
15883,10574,Out for Delivery,South Christyberg,2025-01-28 14:36:02
15884,17925,Dispatched,North Daniel,2025-01-25 05:24:23
15885,22309,Out for Delivery,Danielbury,2025-01-25 01:26:31
15886,7476,Out for Delivery,Thomasville,2025-01-07 22:04:11
15887,14721,In Transit,Lake Ashley,2025-01-15 04:15:38
15888,2425,In Transit,Lake Tashamouth,2025-01-21 08:18:24
15889,22888,Delivered,Kristinachester,2025-01-09 23:00:43
15890,10613,Delivered,Tylerburgh,2025-01-15 07:28:26
15891,23095,Out for Delivery,Lake Destiny,2025-01-21 17:49:16
15892,2804,In Transit,Nicholehaven,2025-01-13 21:21:01
15893,5855,Delivered,Port Darrellmouth,2025-01-07 11:57:02
15894,17630,Delivered,New Kathryn,2025-01-03 01:29:00
15895,20148,Dispatched,Seanburgh,2025-01-14 12:43:38
15896,23982,Dispatched,Michaelfurt,2025-01-16 08:15:46
15897,18491,Delivered,New David,2025-01-15 16:26:35
15898,787,Dispatched,Reedville,2025-01-27 23:21:10
15899,7928,Out for Delivery,Gutierrezmouth,2025-01-02 23:58:05
15900,4331,Dispatched,Melindamouth,2025-01-27 01:33:07
15901,18559,Delivered,Riddlefort,2025-01-07 15:44:54
15902,24424,In Transit,Karenton,2025-01-16 10:36:40
15903,22173,Dispatched,Cookton,2025-01-20 20:16:32
15904,21548,Out for Delivery,West Ryan,2025-01-06 06:34:48
15905,11940,In Transit,Karenbury,2025-01-20 23:08:39
15906,23395,In Transit,Jillfurt,2025-01-27 02:35:02
15907,12952,Delivered,Lake Kenneth,2025-01-09 22:10:06
15908,13473,In Transit,Mooretown,2025-01-27 02:39:18
15909,42,In Transit,New Allisonmouth,2025-01-06 06:50:35
15910,618,Out for Delivery,Austinbury,2025-01-02 09:33:43
15911,19361,In Transit,Lake Vickiehaven,2025-01-12 05:27:01
15912,17834,In Transit,North Allenborough,2025-01-12 21:00:57
15913,10947,Dispatched,North Reneehaven,2025-01-05 10:56:18
15914,22913,Delivered,Kingberg,2025-01-29 11:50:25
15915,16724,Out for Delivery,East Cheryl,2025-01-04 05:22:24
15916,23362,Out for Delivery,Port Barbara,2025-01-30 04:30:44
15917,18854,Out for Delivery,East Donaldchester,2025-01-08 14:48:03
15918,542,Delivered,Fernandezview,2025-01-10 20:21:01
15919,20724,Out for Delivery,Morganshire,2025-01-29 06:27:31
15920,4475,Out for Delivery,North Joshua,2025-01-01 16:15:56
15921,9712,Dispatched,Lake Sean,2025-01-01 05:53:28
15922,1927,In Transit,Harperfort,2025-01-16 11:30:11
15923,4757,In Transit,North Philipton,2025-01-21 03:39:02
15924,8340,In Transit,Hughesberg,2025-01-17 04:56:03
15925,4135,In Transit,Port Ianfurt,2025-01-02 13:50:21
15926,20592,Delivered,East Raymondbury,2025-01-08 12:43:25
15927,23255,In Transit,Lake Andrea,2025-01-14 16:14:06
15928,24529,Delivered,Ericburgh,2025-01-28 18:27:48
15929,5663,In Transit,Billytown,2025-01-28 22:14:06
15930,2877,Dispatched,East Donaldfurt,2025-01-20 17:14:09
15931,15821,Delivered,East Andrestad,2025-01-08 15:53:50
15932,8814,In Transit,North Gina,2025-01-11 06:53:28
15933,3805,In Transit,Frankfurt,2025-01-21 19:38:36
15934,13987,In Transit,East Stevenberg,2025-01-07 05:10:10
15935,8540,Delivered,West Joanna,2025-01-05 13:31:29
15936,738,In Transit,Bennettshire,2025-01-13 05:22:17
15937,24015,Out for Delivery,Williamland,2025-01-12 13:43:03
15938,17517,Dispatched,Thomasberg,2025-01-09 22:15:42
15939,6177,In Transit,West Patriciafort,2025-01-06 13:30:03
15940,11809,Delivered,Lake Caleb,2025-01-29 05:48:18
15941,10051,Dispatched,Justintown,2025-01-14 03:21:07
15942,21927,In Transit,Stacyhaven,2025-01-05 05:51:30
15943,8486,In Transit,Phillipsborough,2025-01-15 13:44:48
15944,5418,In Transit,Castroport,2025-01-10 02:11:06
15945,20986,Delivered,Zacharyborough,2025-01-21 19:19:37
15946,12834,In Transit,Matthewstad,2025-01-05 20:06:55
15947,8775,In Transit,North Justin,2025-01-10 00:57:42
15948,8453,Out for Delivery,Mcintyreport,2025-01-15 19:48:08
15949,1613,Dispatched,South Danielport,2025-01-11 20:15:08
15950,11657,Dispatched,Jacksonport,2025-01-04 23:04:39
15951,13845,Dispatched,Tannerbury,2025-01-10 20:34:45
15952,21334,Dispatched,North Bryce,2025-01-09 21:38:45
15953,13839,Delivered,New Dianastad,2025-01-05 14:59:50
15954,20535,In Transit,Williamsburgh,2025-01-28 20:28:48
15955,20336,Dispatched,South Natashaside,2025-01-26 06:10:46
15956,13080,Delivered,Jamesburgh,2025-01-27 13:47:09
15957,18556,Delivered,Robbinsville,2025-01-29 02:33:25
15958,21150,In Transit,Michaelborough,2025-01-20 09:52:05
15959,19568,Delivered,Amandamouth,2025-01-24 20:55:02
15960,21207,Dispatched,Briannaton,2025-01-01 01:30:10
15961,10965,Out for Delivery,North Peterbury,2025-01-06 02:54:12
15962,7132,Out for Delivery,Rowetown,2025-01-19 06:30:12
15963,12865,Dispatched,Justinburgh,2025-01-06 13:10:32
15964,20168,Out for Delivery,Amandatown,2025-01-21 08:53:32
15965,11447,In Transit,Shawnburgh,2025-01-16 23:57:05
15966,23456,Dispatched,Larsonmouth,2025-01-05 01:18:21
15967,13320,Out for Delivery,South Peterport,2025-01-06 17:48:51
15968,11530,Out for Delivery,Liutown,2025-01-03 17:09:11
15969,22942,Out for Delivery,Blairmouth,2025-01-01 03:55:38
15970,8155,Delivered,Jenniferhaven,2025-01-29 08:11:08
15971,1623,Delivered,Josephton,2025-01-08 15:01:59
15972,16975,Delivered,Valdezchester,2025-01-09 16:32:56
15973,5243,Out for Delivery,Boydbury,2025-01-29 11:23:26
15974,13498,Out for Delivery,Penaside,2025-01-01 23:25:53
15975,6412,Dispatched,Floreston,2025-01-26 14:23:56
15976,10530,In Transit,South Lindsey,2025-01-01 04:10:05
15977,6443,Out for Delivery,East Tanya,2025-01-10 01:23:46
15978,14994,Out for Delivery,Juliefort,2025-01-05 07:39:11
15979,8360,Delivered,Guerrerochester,2025-01-07 17:41:25
15980,6017,In Transit,Port Roberthaven,2025-01-16 08:03:14
15981,3729,Out for Delivery,North Brian,2025-01-03 09:01:23
15982,22964,Delivered,Huntershire,2025-01-14 05:07:20
15983,10561,Delivered,East Natalie,2025-01-16 18:57:42
15984,3756,In Transit,Brownfurt,2025-01-08 09:13:09
15985,20953,Dispatched,South Lauren,2025-01-08 13:36:09
15986,21073,In Transit,Lake Marcusfort,2025-01-16 03:57:59
15987,5385,Dispatched,Harmonborough,2025-01-23 07:53:43
15988,22291,Dispatched,Johnfort,2025-01-03 06:04:28
15989,13289,In Transit,Ryantown,2025-01-18 04:55:10
15990,4972,Dispatched,Tammietown,2025-01-09 18:05:36
15991,15042,Out for Delivery,Payneton,2025-01-16 20:19:18
15992,17801,Out for Delivery,Port Frank,2025-01-25 10:12:26
15993,2505,Out for Delivery,West Henryland,2025-01-13 13:37:55
15994,668,Out for Delivery,East Vicki,2025-01-06 17:11:17
15995,23236,Out for Delivery,Kennethburgh,2025-01-18 08:12:53
