shipment_id,order_id,shipping_method_id,tracking_number,estimated_delivery
7269,10709,5,1e3f5546-3bc7-427a-94f1-6910766dd833,2025-01-30 20:12:38
7270,4614,5,e8c8b6b4-9d80-41dd-a70e-8256ea5bd9e5,2025-02-20 21:37:05
7271,1280,4,27d46cff-4de5-469f-9abd-883114c7ac92,2025-02-24 15:08:49
7272,8686,5,d13545c0-e5c4-40ff-ad91-acc0dc44601d,2025-02-28 15:52:59
7273,5878,5,e3531852-78fc-43c3-8608-917633ce4b02,2025-02-09 19:38:25
7274,12238,1,5b048b01-0c9f-4947-b0c2-8018aba56905,2025-02-23 16:32:39
7275,25299,4,d64305f5-3146-4126-8f05-f145c07f9fa9,2025-02-09 23:56:56
7276,3668,5,5a340ba8-355e-4b2e-8c85-0156ada55ece,2025-02-15 18:08:19
7277,18704,3,d59d7a1b-4b60-4a93-951d-1589e21e8fc5,2025-02-18 10:41:37
7278,26498,5,ab0c6085-9a26-41ea-ba80-60039f660c8a,2025-02-24 00:35:46
7279,17200,1,059c093c-d677-4959-8088-3d9e08ecaefe,2025-02-26 23:46:47
7280,25976,2,417d27be-5ddb-42da-8d3e-b45422e231d5,2025-02-18 13:21:58
7281,15537,4,afc6d3b5-c55c-4c01-9188-48d90bce6257,2025-02-20 03:32:02
7282,18810,5,ceb22fe8-9562-489c-b7b7-02b8d48e858d,2025-02-11 12:37:51
7283,25847,4,869636c3-3889-4589-915f-45a1336219b8,2025-02-23 22:36:33
7284,12110,3,bedf034d-6cfe-490e-8d2c-58bbee7913ca,2025-02-13 01:18:22
7285,3424,5,e615df11-88c5-4ccc-b1dd-a63897e88f5f,2025-02-24 13:25:17
7286,9086,4,686fcf35-0842-407f-9aa6-61b6635640fd,2025-02-10 00:02:01
7287,6863,3,2d68b389-b8c1-4f00-987d-4cad63f17336,2025-02-28 18:45:14
7288,19353,3,8b4fa64c-9990-4659-9f22-60d7555f9ceb,2025-02-07 11:04:24
7289,13971,1,bca8176f-0941-44da-8eaa-61d3356a7f23,2025-02-06 10:39:35
7290,698,3,d504a717-fb0b-41ea-a114-972ae38feeec,2025-02-24 20:46:46
7291,20594,4,47e22ec3-d51b-4adf-9261-12a204f271e6,2025-02-03 09:10:07
7292,4134,5,d9a6658b-04cf-4798-ba61-350f6900b2bb,2025-02-03 07:00:16
7293,2275,5,3c4caa89-1691-4cd9-a4e2-e85ce0b65d27,2025-02-27 23:26:10
7294,16267,1,b4ec08ac-c1b7-4a29-ba91-5e80af171b85,2025-02-07 06:20:06
7295,18471,2,3ef8bf33-b224-476f-8de0-f84861f33756,2025-02-21 23:08:59
7296,18783,2,e0b53dda-2ca5-4041-b405-3c899e3a11f1,2025-02-22 13:35:12
7297,28874,5,3ffbff81-ec14-46ee-8bf9-f8663f296ea4,2025-02-01 02:32:37
7298,8850,4,09588066-4e3d-4c98-bcb2-bff52c91a254,2025-02-18 22:07:44
7299,25001,1,bb1ad763-e8db-496d-878e-cede34f9981c,2025-02-28 06:40:02
7300,15845,3,b5a4edee-bbf4-4a02-be82-04f6cd11c006,2025-02-24 16:29:32
7301,3366,1,5a6303d1-9398-4275-9ad0-9399fc179b69,2025-02-04 09:49:28
7302,23345,3,92cdf8c6-07bb-46a6-b477-1e3e7a3307a7,2025-02-17 02:22:30
7303,27095,3,18c89faa-486f-4a18-911b-19f95aed0816,2025-02-27 13:06:38
7304,20208,4,d9cb6972-aaf7-47d8-9bd4-7c297b4fc8f8,2025-02-22 22:04:29
7305,19681,2,7a49a07a-c51a-45d4-983e-bb79560be9f9,2025-02-22 01:12:58
7306,23638,2,8b00f2ce-4987-4ca5-a89a-05ba55b72490,2025-02-05 19:15:51
7307,8214,1,454aaacd-35b8-47fa-ae8c-626e6e888e2c,2025-02-19 09:49:41
7308,27294,2,572ab075-9c7a-4e3e-80f6-dccee4521e48,2025-02-11 01:27:16
7309,13554,1,f0f2d81b-9e3c-4701-a7aa-00e2f29f7c1b,2025-02-25 06:10:22
7310,23582,2,a42b6a3b-c881-4ac4-b0af-efa6b3f76073,2025-02-19 09:57:44
7311,8920,1,386bde49-1352-433a-8301-818f5d992333,2025-02-15 16:51:36
7312,21748,1,b656f93c-7e5f-4ee6-b57a-02a9ed039ebc,2025-02-25 18:33:38
7313,17351,1,b138eb2c-d2de-4cd3-a72a-a5e28690a264,2025-02-18 18:13:09
7314,10934,2,4e5c07a1-fae6-4ea4-81dc-b53e355c64b1,2025-02-10 20:02:33
7315,24606,2,d233eb14-1823-4b13-811f-c8c10506cf61,2025-02-11 10:59:34
7316,7645,1,1be9fc88-620a-4c36-b157-1693ea01daed,2025-02-05 21:30:30
7317,284,5,bd189630-d5d3-413f-a3d8-6f33a60866a5,2025-02-13 10:44:49
7318,25135,3,999fc7e7-9b88-455d-8408-6d2f83b27916,2025-02-24 14:51:10
7319,4914,4,6b10e004-cbd6-407f-99ab-e7c5fc58d731,2025-01-31 20:07:44
7320,22351,1,46e1f0ce-c88d-4ef9-aeba-f7afd2fe1b47,2025-02-28 18:18:59
7321,14898,5,0c54f3f5-7b73-428f-b17f-1bc09f0439c2,2025-02-06 02:18:43
7322,27325,2,1cf4cd48-5921-4641-b849-f7565fca7808,2025-02-23 03:01:25
7323,19231,1,a2e29e4f-6af2-4c69-9817-277626f37f30,2025-02-14 02:13:29
7324,21185,3,4e637b8c-3ee8-47b5-a7f1-74769218416f,2025-01-30 17:46:30
7325,13602,5,b89e78c0-45cd-4d67-870e-137946f68018,2025-02-08 05:59:13
7326,23891,4,101cb94f-b577-40e8-b840-48d1cf055f8e,2025-02-21 15:52:22
7327,10702,1,9ec84318-d207-46f0-a9c8-ed372a7db52d,2025-02-06 04:34:07
7328,22630,5,a005b5ea-7e3e-4f37-88b5-507578bc4f88,2025-02-02 13:12:41
7329,21156,4,dad9829a-f324-4fe1-9bd3-f454a18701a3,2025-02-14 23:59:17
7330,19646,4,8850ff02-9a72-44dc-9f42-b6a2b2cad772,2025-02-02 15:44:14
7331,14453,4,4bec28dc-0651-488a-8a1b-0e14e166d42c,2025-02-24 01:03:32
7332,13510,1,7dde8908-9a4a-4017-8d77-0d01ed139ee2,2025-02-27 13:53:54
7333,28678,1,2ff688d2-57e1-4e3a-bef1-5e67f06d52b7,2025-02-13 20:54:20
7334,17821,1,254db9e4-fbb1-44a1-be3c-3b87ebf603e5,2025-01-31 03:11:05
7335,18397,4,a4ed0080-73bd-4f00-adab-f1502127c439,2025-02-21 11:46:24
7336,13820,5,019a0302-4997-4768-9436-b813a2a0b2f9,2025-03-01 15:14:30
7337,11915,3,108c2516-6a85-4923-bdc7-212de7490ed9,2025-02-01 15:20:39
7338,9461,2,6df62cb8-eeab-4be0-82c1-281844a18e28,2025-02-18 23:56:54
7339,3233,1,1f1643d8-918e-4333-913c-661265bd6937,2025-02-22 21:30:49
7340,23467,4,83378705-aa76-4fc8-b1b6-192461e54e91,2025-02-04 22:02:15
7341,14101,2,6ca12e4c-3844-46d9-8024-66cd4d32ee1a,2025-02-18 16:03:53
7342,12819,2,665d250b-5fc2-4297-bbe4-dfa9a790f249,2025-02-04 05:52:43
7343,29495,1,715fa5ef-7ff8-47bf-8c5f-d8817b783f6b,2025-02-15 08:15:55
7344,12971,4,8729fc4f-6ef0-4a71-853e-7b98dffc903f,2025-03-01 14:15:38
7345,2686,4,653ea6ed-4271-479d-994d-c70b89768f35,2025-02-28 12:58:25
7346,12717,1,f5bd8da8-57c3-4808-9dc9-3a58689444d8,2025-02-24 20:29:34
7347,2839,1,a956609c-0963-479a-9975-54bdf4a1bc73,2025-02-04 18:30:39
7348,1459,4,a1c6dd5d-b9c1-4521-9e4f-f3a67e74fbf6,2025-02-02 22:28:24
7349,27659,5,4d7c93d6-4b5d-449b-a921-2d7b3421cc48,2025-02-23 16:59:08
7350,9868,4,377bb305-5d47-4e15-919c-f5f413ebb4df,2025-01-30 16:19:01
7351,21104,4,5206537f-b36c-4056-baed-ebecf97218b2,2025-02-17 13:07:49
7352,11803,2,3255c34e-dd1c-445c-acf1-1f533d0867ba,2025-02-07 09:16:50
7353,14595,3,122ac745-2193-4f23-b644-1915366e1f12,2025-02-05 00:36:23
7354,21271,3,25f2d9d4-d35e-4908-ba16-9c1029890f3d,2025-02-14 10:38:02
7355,15031,4,102b8b80-9b12-4579-ade5-5bb1629c7dbd,2025-02-15 10:34:22
7356,189,2,bd661cac-9e98-45ed-b0c6-1794dea359c7,2025-02-07 13:18:47
7357,25493,3,48014e11-78c1-44b9-9d5b-395117eb6e4e,2025-02-02 12:55:13
7358,844,4,a1759082-50e5-411a-83ab-e7999dd7ac22,2025-02-12 18:24:57
7359,3546,4,f5be62fe-640a-418b-9ba9-496cfdfd571c,2025-02-19 02:40:09
7360,22834,4,d0994e6f-7dda-4a72-aa67-1f2ac862e30b,2025-02-03 13:22:01
7361,20797,4,707b790d-9d4c-4c5d-8d49-d068f365458b,2025-02-02 11:53:54
7362,16018,4,8fa3a624-3a4e-4c1f-bc7b-732e25f57457,2025-02-08 21:30:39
7363,15831,1,ad9cbdf9-17de-45cc-bfc8-52520d87160f,2025-02-10 09:36:14
7364,16415,3,c205b651-f442-4aeb-9770-1ab0e307d78b,2025-02-09 02:54:17
7365,26459,1,2b584b82-3575-473c-a78c-e5ffc8099b04,2025-02-12 09:38:28
7366,4877,5,a5faff66-20fd-4792-8eb1-42685635cbf5,2025-02-26 08:12:02
7367,21326,1,eeebebcd-2e80-472a-98d6-81201a25a2a2,2025-02-15 04:33:09
7368,29482,1,efa1e68c-2769-47d9-9a0d-cc9cbca32116,2025-02-24 10:12:30
7369,23862,5,9bfb3fdc-3026-482f-b709-f7d83c80719e,2025-02-01 00:04:02
7370,13868,2,624503ca-72cb-4c9a-b6ef-4db5850aed58,2025-02-16 22:04:11
7371,26420,4,f0e33cfd-e1ea-4bf9-9531-7133d1c1589c,2025-02-15 20:51:20
7372,12868,4,498eec55-6f8c-4955-b4f9-0cc38d433428,2025-02-28 03:00:10
7373,27292,4,7ba5ad8d-9c4c-4843-99cd-7f589d65240b,2025-02-18 10:09:45
7374,29333,2,1663ca83-f5bb-4a00-b738-9f3a842d8bfb,2025-02-25 03:33:04
7375,12666,2,bdf3c0b9-58d6-4f40-8079-2eb96f06ad15,2025-02-05 17:11:00
7376,22285,4,9c39053d-9420-4376-8c0e-fa4bd98baaee,2025-02-08 20:39:49
7377,4248,5,49f9d9f1-9b80-4d9e-b2e3-57f8385d2efd,2025-02-10 05:56:56
7378,6822,1,6ffbf804-18ab-4be7-931c-bc6f0af322f7,2025-02-06 11:36:53
7379,18661,2,329d7e10-4f66-4b5c-a2e9-7a866cf4666d,2025-02-21 14:18:14
7380,24429,5,39cbf592-646b-4373-8cdc-736a69008cc2,2025-02-17 21:06:24
7381,3649,2,afd6cb6b-4ec3-4e2b-a447-4a54e510aefe,2025-02-28 08:46:03
7382,24979,1,77ce25da-1d72-4c62-8df0-154e8cb45e7a,2025-02-15 02:24:52
7383,14112,3,929f7965-5822-47fb-9265-e2f8a79405b6,2025-01-31 14:18:46
7384,10548,2,108dc7d5-3b9a-4283-b761-3380da45b21f,2025-02-15 00:53:17
7385,27798,3,a73f921e-c5a0-48d0-9747-6fc9be088ce8,2025-02-22 15:47:57
7386,19519,1,b317ec95-b8b1-4078-800b-40dd81ace394,2025-02-09 10:16:45
7387,26232,5,9cdfeaff-75c2-4906-8a2f-e23c35d5418c,2025-02-22 13:27:21
7388,4298,5,0f368816-60be-446c-9b36-0a7a1f72c796,2025-02-23 03:17:25
7389,10922,3,7195b4dd-2c30-4925-a1af-527520c34d8a,2025-02-22 18:57:22
7390,3867,4,2dc8e062-f740-4afc-8e47-8fe1281d05b9,2025-02-02 20:09:34
7391,27275,2,f9291530-54f3-4dc0-85cf-e13983d3a9f7,2025-01-31 07:09:54
7392,10660,5,916edaa3-f4c5-40ec-bc9c-ecd9302928df,2025-02-06 04:24:26
7393,7509,2,437621fe-1df0-4d39-b932-63c76a2c48d6,2025-02-23 21:30:03
7394,26460,3,c0c8b4fc-58f5-48e6-884d-5389e9020d6b,2025-02-24 18:41:54
7395,24762,1,c2e276ee-9be6-4869-897f-dffba9e20558,2025-02-08 04:00:24
7396,26515,5,acd97bce-37cf-4b1c-83c4-68494e555c98,2025-02-24 04:11:01
7397,21358,4,8123dd97-a276-43ec-9d39-3ac4ece1b8c7,2025-01-31 13:22:39
7398,27034,5,1a095937-f0e9-4ad7-9cdf-783160c75970,2025-02-15 17:57:52
7399,29,4,bac91234-4a08-45a1-aa6b-8b9efeef3af3,2025-02-03 11:57:39
7400,19489,4,6a95591c-a35f-49a6-9809-351827bfe2b6,2025-02-01 01:33:43
7401,24330,5,c8031047-42be-4c94-99f4-6910114cde51,2025-02-04 18:28:44
7402,108,1,84aa0f1d-7485-4c2e-95db-2a13022e2c23,2025-02-12 15:19:11
7403,24522,2,ea48e708-6129-4042-bab3-675a6ab76589,2025-02-22 13:48:56
7404,10880,5,08f27c04-09af-4c57-8cb8-7b16125723fd,2025-02-13 23:12:51
7405,5283,4,53e42827-4440-4ef3-82be-547fa898e988,2025-02-28 17:30:22
7406,874,4,159c4a84-e920-4419-b612-d33a4296cb30,2025-02-13 21:08:26
7407,21058,3,6908f9bf-02a4-4363-8148-87750a0b71a1,2025-01-31 15:44:49
7408,487,5,99a3133c-2b47-4f91-aed7-5c976ecc0362,2025-02-15 20:19:09
7409,6957,2,3103fb35-7449-4b6e-ad50-b6e5d7e9f9f4,2025-02-26 12:34:55
7410,25158,4,1cc29364-bd3c-432e-bcbd-d3012617af21,2025-02-17 04:38:35
7411,15666,4,b321fc4b-1aa7-47fe-8854-9b4ce338d510,2025-02-20 14:02:32
7412,16975,5,979c5b48-a841-4c61-b465-e6b6dcf5c5d6,2025-02-09 22:08:57
7413,29341,2,49aa9be4-6523-4f8b-b49e-aa6f4208d9b3,2025-02-28 12:05:13
7414,12370,4,a991fb8c-e9c4-4575-8db5-c2e236056f26,2025-02-08 07:45:17
7415,19640,2,9e9dca1b-fc5b-4499-8287-01c9dcabc835,2025-02-04 12:54:08
7416,14821,2,12c5fb6d-5a16-47ec-acd8-06fba5886bfd,2025-02-24 21:47:19
7417,3577,5,9c641b63-2f0e-4883-9d79-865f45d29b40,2025-02-20 11:16:39
7418,7893,3,23be1e12-c389-4f53-8876-666dd5a86f72,2025-02-10 09:35:38
7419,23095,4,39418d3b-628d-4013-8156-80afb4103077,2025-02-14 21:49:08
7420,21919,1,51dffd4d-b0c8-4537-b286-95f7c4b27057,2025-02-02 16:05:53
7421,9161,2,fe85f1f5-b1b6-470e-810a-86b036f4a184,2025-02-07 17:25:37
7422,20255,1,9c80e8ad-69e0-4e77-9a70-f6ec26e35c5b,2025-02-07 19:20:59
7423,3116,3,e90cfdbe-34ea-4f54-9d0a-4dfea5c4dc93,2025-02-12 08:25:06
7424,12759,2,f79db90d-aa97-48a8-a5ae-ffad5f6f3812,2025-02-04 06:36:20
7425,18717,5,2b49f915-e80e-4e43-b548-0dd438667310,2025-02-06 07:28:53
7426,10513,1,61a34863-525b-4f3e-bfdb-45cee69e267e,2025-02-17 14:14:47
7427,10674,1,6365cbfa-e760-45cf-b548-5e0962ee8a7a,2025-02-16 02:42:14
7428,18482,4,d18f89ea-7648-44d1-98d4-55b8657f2abb,2025-02-08 19:04:15
7429,11168,2,580118ed-f0de-43c2-986a-d21b777f8411,2025-02-27 11:43:54
7430,22510,3,f45af8f4-2c35-4689-a21e-47aef50e227c,2025-02-11 12:43:35
7431,23505,1,14ad40ec-add3-451d-a358-418ac12cafb4,2025-02-24 13:17:11
7432,26440,5,096c95f6-74fa-4529-8edd-2dbe13f14be9,2025-02-11 04:54:35
7433,25758,5,bfafbb21-7777-4019-9b75-c10fec669eff,2025-02-20 23:58:04
7434,21780,2,08866548-fcb3-4549-9be4-63bfb4469489,2025-02-03 01:07:45
7435,5161,3,7381d10f-606b-4b0d-93ac-630d8d67d02f,2025-02-19 03:42:40
7436,7946,2,b14ea383-0f94-47ab-980a-25517415a53d,2025-02-15 07:47:22
7437,2529,5,2b1139e0-e89b-4ce4-b082-9d6292f99337,2025-02-26 09:25:38
7438,18634,1,931ade68-7993-4491-9356-bbe5590ba7ed,2025-02-14 08:12:01
7439,971,4,c5af9c12-5944-4c4b-85c3-ea1294bac667,2025-02-26 09:45:21
7440,28036,3,98b2feb0-b091-4e52-b1c1-20db7cdda8ae,2025-02-05 11:04:12
7441,26780,3,8a31a5f2-161d-4572-a6e7-7fe20e631c6e,2025-02-10 15:55:30
7442,18475,2,fea9ec79-cb6e-4f54-9070-9d539646cc8f,2025-02-27 01:28:10
7443,11157,3,c27200f2-a2e5-4040-bc52-d09160cc247c,2025-02-10 20:10:24
7444,6632,4,c04bf524-672a-46c4-9098-d047eee44008,2025-02-03 06:26:28
7445,21784,2,bf7275e8-d471-43a5-af66-8c5f7d70ebde,2025-02-10 03:39:26
7446,3241,5,bf802cb3-967a-418d-8980-02947a5e6afe,2025-02-06 08:02:39
7447,17489,5,1d8a1395-0e70-4e98-95f4-dc9408ace48f,2025-02-11 18:42:42
7448,29170,2,38aa58fa-c285-4fe3-a6eb-f79a539034a5,2025-02-18 21:49:53
7449,22770,3,3e2fd5f6-2714-4170-9b92-52c7f6c322b5,2025-02-27 02:40:22
7450,25757,3,a731c1f2-8efa-40df-9b2f-dde5b06bd083,2025-01-31 02:41:22
7451,11982,5,19bddaf9-682a-428b-a58c-e3cb0f837be2,2025-02-20 07:19:01
7452,7588,1,6498bf1c-8bd5-4b98-8211-eee931dad45f,2025-02-06 16:36:39
7453,9189,2,6518c748-32c1-49b7-8c10-5e97aea16f15,2025-02-04 09:25:10
7454,24197,3,76440b88-2934-4fc3-bf27-1ef3f0ec459d,2025-02-23 10:59:17
7455,27726,4,aa1f86ee-5688-4acc-a160-0bd882b77d75,2025-03-01 01:47:15
7456,11031,5,9b1506aa-614a-4557-b118-3193ca720efa,2025-02-16 02:28:55
7457,8401,1,48872c76-f83c-4752-bedf-c94fa8582ada,2025-02-19 20:02:52
7458,7185,2,a87b80a0-f7dd-4983-a0cb-3fadbe17a1b9,2025-02-22 07:03:12
7459,29888,5,91f0988d-544f-46a1-b0f7-3cba9f2e3ef8,2025-02-07 12:35:13
7460,13626,3,a9b4cff8-a337-4ad7-a466-bbaa32e9906b,2025-01-31 18:06:10
7461,2262,2,f4ee3b2b-c953-4e51-8f69-166674dfab7d,2025-02-21 12:47:59
7462,28723,2,7a143b1e-0515-441c-be18-de076e4c0d8d,2025-01-31 23:11:59
7463,19081,3,7538fd8a-59fe-4193-aae3-a4a39ef841ef,2025-02-22 13:26:02
7464,21402,4,2bb94a28-7958-42b4-b71b-ba9c79edf3e5,2025-02-22 17:52:56
7465,25853,3,216696d9-2b3b-4449-869f-5869ad17edaa,2025-02-25 22:39:46
7466,16186,4,b059f091-6f0d-4427-831a-fbc85b960bd2,2025-02-06 23:26:44
7467,13721,4,dabba1c7-ca13-4a39-817c-fe49c4db9136,2025-02-27 06:25:52
7468,17648,2,993a300c-c20d-475d-9234-09227906fd23,2025-02-17 06:35:28
7469,335,1,5652449f-7370-4942-9fad-e4a87bcd6601,2025-02-10 16:34:08
7470,26586,1,9ca3ffd6-4556-4a09-8ae5-c1348040adbc,2025-02-17 00:28:02
7471,24137,5,441df227-600e-4227-832b-ad83e5f11530,2025-02-12 06:16:04
7472,29423,5,43cf1c3f-521f-4882-ab5c-234b2e485350,2025-02-18 11:12:51
7473,9718,4,2aedd0f2-53b9-4f40-b93f-0dc3df9aa5c0,2025-01-30 19:46:09
7474,13844,1,9878f49c-85b4-489e-9387-63be03768e8a,2025-02-25 07:20:11
7475,16782,3,c04e93d5-953c-4ed2-b8a2-085c077ad4b9,2025-02-03 05:02:44
7476,10138,4,cd6a5de0-80db-4b2f-93bd-deb2ada1edd2,2025-02-13 06:44:19
7477,11655,5,55602755-06f5-48f7-ac38-95ab584b8c02,2025-02-18 08:21:53
7478,23106,5,6e33d429-824f-43f4-ac81-7d4e961d16d7,2025-02-12 21:45:45
7479,6569,3,8df8bc28-31a3-4017-a8ab-cd468130d90c,2025-02-19 16:22:20
7480,10802,4,630ae3d0-45a2-479f-8b7a-903e2c0772b1,2025-02-23 13:54:43
7481,23621,3,ceafc945-202b-4e53-8466-301ec4422742,2025-02-22 08:48:01
7482,29414,1,61696193-38f2-4616-9a32-f95687c7e71e,2025-02-03 00:54:52
7483,18515,4,b9c1dda2-77a7-4737-964b-de0b6f1e4b1d,2025-02-13 08:46:18
7484,16947,5,8546f6d4-34ba-4d71-bc5c-5a152d0ee534,2025-02-16 04:31:42
7485,8108,3,e1077926-9d5d-4c81-a1f2-c8abe7b58330,2025-02-27 04:34:02
7486,29223,4,bf85aeed-3956-4bb3-8fe8-a8665bb8239f,2025-01-31 14:14:07
7487,22147,5,b7ebdc1f-3568-4922-8b42-665b18e5c3d9,2025-02-05 05:06:36
7488,13813,5,887b2614-b6b7-4e95-82f0-c19e3e64f4eb,2025-02-09 19:50:05
7489,25153,5,e41bc46c-ec6e-44e1-80c7-f80e124e03fe,2025-02-16 04:40:23
7490,249,5,46f48754-ded3-43ac-84b4-b08faa6bcf4c,2025-02-03 01:28:33
7491,25896,2,15018f5e-759e-4213-a134-aa1f89505bc6,2025-02-22 12:20:39
7492,16547,5,3ee94cc7-5fcd-42ae-908e-a9bb8ecfba13,2025-02-20 12:31:53
7493,5827,1,e914d705-ec8a-4c61-b711-15823f6e86a6,2025-02-16 18:45:21
7494,20134,4,39c913f1-04dc-4df8-980e-30644947ea0e,2025-02-02 11:10:02
7495,1367,1,38687e27-748b-458b-84e0-0c65715a7241,2025-02-11 15:43:49
7496,16595,4,552c5cb0-8a3b-495a-b9ca-5b824d17678a,2025-02-23 14:19:42
7497,6020,1,c72fdfe2-caeb-4994-8526-ba126465ca99,2025-02-08 06:23:03
7498,26870,3,7b407f1d-c8bf-4b56-9d15-d4c368be8595,2025-02-18 09:01:49
7499,29460,1,2c2a14a5-950f-4305-9d37-5beb780fe24e,2025-02-27 06:37:43
7500,27257,2,d9fd437a-9a6a-4c3f-8e2b-0f9ca4ad034c,2025-02-21 00:01:28
7501,16472,2,fc922cd1-c806-4066-ba22-7246a09595a1,2025-02-28 22:57:03
7502,405,4,d5ed2036-10ed-47ac-a7b9-b8e231c875e1,2025-02-06 13:37:16
7503,2698,5,31fea02e-7691-4bd3-b213-7af63e128600,2025-02-15 14:29:55
7504,9188,1,35b89d8f-5f47-45f9-9119-55e331761aee,2025-02-09 12:05:11
7505,518,4,6587f736-e68b-4a3f-89b5-c240ecb0df1c,2025-02-27 04:32:28
7506,21381,2,0f23d5a6-e75c-4807-b91c-5350b0087428,2025-02-22 06:20:34
7507,6466,2,572965b4-1c40-4418-847f-85780d3c670a,2025-02-17 06:22:03
7508,20404,3,d4da3152-3fc9-4049-904f-dc9604ad4074,2025-02-25 17:45:40
7509,25549,5,6da77df2-865c-478a-8952-9c13f00af12d,2025-02-26 10:38:26
7510,12795,4,f9fe31d4-e261-46c2-b681-db88809e21be,2025-02-23 06:52:36
7511,17132,5,bb2dfde4-4c83-427c-8328-71da7ff586a3,2025-02-01 17:37:39
7512,17065,5,80bf11da-699e-47fd-b213-7f463fa050fa,2025-02-22 05:37:07
7513,12835,1,66db7c58-6a1b-40a1-8d38-bb4f76f953e1,2025-02-13 07:28:40
7514,29437,2,3e3cd80b-dd7a-40a6-bf06-7ccdbb718214,2025-02-12 21:15:22
7515,26345,4,1bfb1384-0a8d-46dc-a1e5-dd402474c0c1,2025-02-04 10:40:41
7516,25177,2,ab055e39-a9b6-4bf8-a29c-0dde3cb72cfa,2025-02-12 16:53:20
7517,27722,4,8b7f6280-f945-4d8d-80e2-1e251b21fc2f,2025-02-12 13:53:21
7518,17946,3,c046f538-3439-4db1-8efd-1ffcd0caa396,2025-02-05 16:30:18
7519,19154,3,a41e3d3a-8018-4e1b-8e16-02016c417908,2025-02-11 14:34:21
7520,19590,2,0815afd1-b1b9-4e8b-a6b4-dc35f358dc7b,2025-02-25 09:38:21
7521,15956,2,27ace971-ac9f-4b02-8d47-ff8ac77d10c2,2025-02-23 01:39:00
7522,7718,2,e2630a33-8ab0-4669-867e-918e1b716bb9,2025-02-12 09:22:14
7523,26894,2,e4d2c6e2-4bc9-4b8e-a017-812452c4f175,2025-02-01 09:10:09
7524,6626,5,6929ebf7-aac7-4f23-ac5a-41239d1d399e,2025-02-20 18:37:30
7525,18750,2,9321ebfe-e305-4a92-87c7-45bc6551383f,2025-02-01 10:31:28
7526,14799,3,001cd794-60b1-4503-ab2a-7a09349c9aaa,2025-02-15 23:29:54
7527,18749,5,664b372b-12e4-482c-a1fc-976b21afa950,2025-02-10 20:35:02
7528,17656,5,a52971e8-46ba-455c-b422-86bea2eda505,2025-02-11 09:04:36
7529,5778,4,8f9a58b8-1b34-4ab3-a83f-65a2fa671619,2025-02-03 20:45:24
7530,22276,4,9ff71289-39a5-4224-929d-ad3e802182b7,2025-01-31 10:41:06
7531,15472,1,ff2405e8-771a-49e6-b5cf-e0331ad8ef7a,2025-02-09 03:33:13
7532,21634,3,b5f74332-3e99-44f0-8671-44bebd88e0fb,2025-02-28 09:01:26
7533,541,3,0cea39cf-1bc5-4c4c-9be3-3097c35e2f2a,2025-02-07 10:31:37
7534,6617,5,007959e6-5159-4b26-889c-a18210a4d6d8,2025-02-23 13:34:44
7535,17119,4,9d7f6097-7a00-45be-a177-0e38c67726a4,2025-02-13 11:37:42
7536,10284,3,53449f75-dc08-48ed-b5ab-592864c0f332,2025-02-26 09:48:16
7537,19737,1,f25761ac-ee2c-4556-8225-9c73d6d04fb6,2025-02-17 04:20:24
7538,11420,1,9653c192-1445-4ee2-8c6d-855d844deac4,2025-02-11 03:22:42
7539,24953,3,c26d8386-c0c4-4799-a407-4d12542821a0,2025-02-18 02:11:23
7540,4227,1,d36ad398-e055-42f5-a7d9-3c5a9df557c8,2025-02-05 03:18:46
7541,27317,3,0d3e85ad-1ec8-4cd6-b26c-94185e61fb96,2025-01-31 13:18:38
7542,25141,5,9c64a854-a338-4d81-acad-879ee00a7d7a,2025-02-20 17:57:36
7543,11122,4,a4334900-74ff-4f9e-a3e5-efedc12a664d,2025-02-18 17:45:43
7544,126,5,1fe932d5-3521-48c9-8bed-1062c6a193f1,2025-02-04 19:22:05
7545,11074,5,753ff07d-a9a7-463f-8938-ed6b996f92bf,2025-02-12 05:55:18
7546,14586,3,24e79de7-dbc1-4a12-8860-7a3db14a1655,2025-02-17 11:54:23
7547,6988,1,c169cee2-a6b1-4331-84aa-b1051c348b43,2025-02-28 10:09:49
7548,11654,3,5f4b4755-b2a7-4082-a2f3-2c66e7a0628c,2025-02-26 01:33:20
7549,17936,1,d8a01949-6682-4a8c-b491-2152b47a2bca,2025-02-26 10:23:45
7550,18867,5,623cbf40-c221-4e2f-87b6-f503455bc55d,2025-02-18 04:14:38
7551,20925,1,4dec6ee3-ecfa-455f-b126-168798a572d5,2025-02-04 11:54:43
7552,25455,4,68b52794-3728-498b-9b32-199b08bbda66,2025-02-02 11:12:50
7553,10330,1,f98e3d03-0bf5-4560-8d39-042b8f2c987e,2025-02-05 17:10:09
7554,6146,1,13de9ca0-d583-4c9a-8701-1d91cd926e3c,2025-02-24 15:34:29
7555,5749,1,5e766a3c-11c8-4f35-a144-373008168548,2025-02-25 01:43:41
7556,20677,4,ac796cf8-fd54-4d66-b31c-2679fa7f9f34,2025-02-05 04:03:47
7557,23096,4,7c389cde-03b2-4043-bec3-37c8bd45a0f8,2025-02-21 02:25:25
7558,29442,5,869f7bef-7118-4568-be92-d1cd15c34a05,2025-02-23 04:41:11
7559,27217,3,7f2688b0-2810-404d-8cdc-81ed75075d36,2025-02-11 11:52:15
