discount_id,product_id,discount_amount,start_date,end_date
1357,3,16.3,1736646672,1740647166
1358,44,91.7,1736976940,1738452361
1359,13,92.57,1735982632,1743971165
1360,42,87.59,1737631378,1745422638
1361,1,21.06,1735790452,1745862677
1362,31,42.39,1736129594,1741063077
1363,62,48.99,1736788634,1740909644
1364,40,8.52,1736388971,1745182582
1365,31,78.04,1737776547,1742088470
1366,14,15.35,1738246359,1740950665
1367,63,72.02,1737075170,1742188287
1368,73,85.6,1736852459,1738277477
1369,51,71.21,1737914303,1744340893
1370,41,57.71,1735764581,1740082976
1371,53,66.18,1736780040,1743712561
1372,19,80.02,1736185237,1743370093
1373,30,37.27,1737882289,1739148880
1374,8,86.15,1737380585,1739808395
1375,54,84.88,1737257722,1741421529
1376,6,68.88,1738085776,1741514772
1377,54,25.72,1737543220,1740120288
1378,14,89.53,1735770339,1739479494
1379,2,22.95,1735835315,1744359425
1380,64,59.02,1736591342,1744928154
1381,15,40.89,1737465839,1740317710
1382,8,58.72,1737800277,1742837384
1383,72,26.0,1736138143,1739834579
1384,30,33.01,1736291250,1739416442
1385,80,81.87,1736974437,1740388323
1386,53,32.56,1737899720,1742590443
1387,79,36.94,1737231827,1741861535
1388,47,8.8,1737269368,1741872295
1389,42,53.29,1736608289,1739988740
1390,32,20.12,1736530912,1743205975
1391,78,14.0,1738204556,1739608409
1392,8,4.26,1736185115,1738276106
1393,30,89.02,1737532139,1740190548
1394,29,96.8,1735947725,1744427654
1395,18,64.3,1737354941,1741464696
1396,46,83.23,1737635475,1741802810
1397,40,65.48,1737916092,1743408668
1398,18,84.44,1737798423,1742995795
1399,61,56.08,1736366814,1745026380
1400,42,51.48,1735709613,1744817883
1401,43,79.7,1736763032,1739921191
1402,29,34.05,1736291701,1742340504
1403,23,43.58,1736448806,1744844621
1404,6,76.8,1737239467,1740879462
1405,43,50.8,1737685703,1741784864
1406,28,50.94,1737058071,1745380501
1407,77,74.73,1736648819,1744335044
1408,44,8.33,1737141616,1740551474
1409,50,50.87,1736869843,1745705027
1410,9,8.42,1736596813,1745654159
1411,26,73.48,1735711842,1743321886
1412,48,8.97,1737971930,1739252504
1413,71,2.12,1736515406,1741740337
1414,4,44.99,1736224278,1738909924
1415,14,19.14,1737311678,1745947750
1416,75,57.78,1737733538,1738270279
1417,46,37.28,1737363484,1742374912
1418,6,98.96,1737416469,1743231911
1419,67,33.17,1736937641,1742528645
1420,54,34.48,1737652676,1744207934
1421,28,96.39,1736497819,1745827531
1422,57,41.6,1736342203,1739842680
1423,7,73.34,1736487089,1741673588
1424,59,70.69,1737307278,1744846773
1425,49,15.17,1735907793,1742779784
1426,5,74.75,1737839032,1738341262
1427,3,21.49,1737387763,1745294915
1428,23,84.94,1737301720,1745835467
1429,53,12.29,1737337642,1742522132
1430,3,53.75,1735876420,1739018947
1431,78,59.65,1737934977,1744957958
1432,31,70.71,1736618147,1739182464
1433,77,46.02,1736270133,1742978164
1434,70,70.59,1737602384,1743493690
1435,14,85.34,1737073037,1740545488
1436,12,94.77,1737125266,1741965562
1437,71,47.89,1737781588,1740307904
1438,51,67.82,1736837509,1740577260
1439,75,18.78,1737285667,1738707183
1440,15,88.93,1736250402,1744057808
1441,36,35.71,1736592323,1738844998
1442,40,52.5,1738242420,1739158660
1443,33,33.06,1736632749,1738668535
1444,17,86.83,1737984260,1738472214
1445,59,36.95,1738089019,1744339571
1446,51,65.99,1736189990,1745658146
1447,14,26.41,1737829525,1745872856
1448,7,71.92,1736165370,1744261382
1449,43,30.02,1738221502,1743067740
1450,23,41.39,1737456457,1744164697
1451,68,69.37,1738160093,1741784399
1452,22,83.7,1737275875,1743223374
1453,2,32.35,1737177592,1740199321
1454,10,71.12,1736432302,1742861635
1455,57,86.95,1736590011,1741643223
1456,51,59.61,1738137173,1739866904
1457,49,83.59,1737701370,1745792210
1458,37,19.52,1738186634,1740085320
1459,29,90.8,1738073410,1745901032
1460,69,37.19,1737296585,1743036848
1461,22,15.19,1737402395,1743344528
1462,53,71.86,1736060259,1738788586
1463,21,22.18,1738005404,1746006766
1464,78,76.02,1736535606,1739479623
1465,36,71.05,1737375568,1745493202
1466,37,73.86,1738035246,1744553907
1467,2,9.81,1736952921,1741645272
1468,6,55.04,1737361925,1738529172
1469,11,51.37,1736251606,1742021117
1470,65,61.23,1737170525,1742385280
1471,65,83.26,1736325016,1745532556
1472,14,8.83,1738255166,1741785138
1473,76,63.62,1737196403,1743189063
1474,49,87.32,1737291219,1739009239
1475,3,46.84,1737902004,1740650185
1476,43,65.36,1735768117,1738319407
1477,58,17.76,1737338016,1739745705
1478,75,92.37,1735852065,1742503859
1479,77,74.95,1735999492,1743895562
1480,65,23.76,1738030751,1738634122
1481,73,28.69,1736269601,1740468471
1482,22,46.43,1735935161,1744422057
1483,44,62.56,1737227674,1745442956
1484,16,37.53,1737946487,1741026195
1485,10,13.87,1736344222,1738312618
1486,65,99.15,1737837466,1745370244
1487,36,83.04,1736454381,1741293483
1488,24,1.42,1737879519,1740367590
1489,3,36.43,1737822774,1745150496
1490,59,37.9,1736403751,1738669361
1491,13,47.35,1737894997,1743325994
1492,45,86.8,1735694726,1739539486
1493,9,86.79,1738221005,1740856804
1494,50,30.18,1735707838,1743868707
1495,31,18.21,1735904006,1743792260
1496,61,80.9,1736096978,1741458240
1497,43,48.86,1736945562,1745530201
1498,36,30.19,1735855790,1743449020
1499,52,25.22,1736020549,1741355318
1500,33,97.77,1738056051,1740309145
1501,27,91.99,1736323187,1745636702
1502,66,97.49,1736022943,1739730160
1503,13,58.33,1737283341,1741145436
1504,58,95.3,1737190068,1738946282
1505,68,12.11,1736484727,1739145884
1506,37,66.36,1736488261,1744878081
1507,28,4.62,1736900642,1741448180
1508,32,47.13,1737708206,1743118243
1509,69,29.82,1737232783,1738326279
1510,4,52.59,1736028928,1742775487
1511,70,79.4,1736421264,1744841746
1512,73,87.36,1737684304,1740930499
1513,76,69.42,1737524692,1740499818
1514,48,47.34,1737375328,1741554513
1515,25,95.05,1737270368,1740358427
1516,7,11.05,1735983091,1742558603
1517,12,45.06,1736930970,1744339847
1518,35,78.91,1736587777,1740594656
1519,60,10.69,1737591405,1745176965
1520,72,54.36,1735843386,1746010840
1521,4,72.54,1737143757,1739787649
1522,29,28.43,1738212008,1745110709
1523,28,74.01,1737419474,1742028448
1524,80,24.66,1737429210,1739494485
1525,30,2.29,1737381773,1739787559
1526,19,53.66,1735921386,1745225001
1527,45,93.53,1737159584,1745038340
1528,15,57.31,1735801575,1745145182
1529,17,82.66,1737481637,1743565708
1530,31,30.17,1737935948,1738778818
1531,73,73.74,1737965214,1743994299
1532,44,76.71,1736767904,1744045916
1533,72,99.72,1737667769,1743931756
1534,22,3.4,1738070209,1742583851
1535,48,57.14,1736060809,1741793703
1536,44,38.1,1736669323,1740492937
1537,46,3.1,1736431422,1745442308
1538,46,19.8,1736804549,1740807793
1539,71,97.17,1735759055,1740885641
1540,68,28.45,1736616825,1741492053
1541,58,70.84,1737579165,1739660772
1542,4,2.01,1736699651,1741510551
1543,75,29.85,1737132438,1745734325
1544,22,98.35,1737470221,1740253558
1545,27,46.4,1737946263,1739073550
1546,27,93.79,1737767281,1738823998
1547,9,31.51,1737049137,1743297011
1548,29,43.65,1737536937,1742254867
1549,36,19.8,1737298032,1744991385
1550,64,79.0,1738150684,1743071569
1551,75,52.35,1737369281,1741728911
1552,49,43.94,1736150335,1740017722
1553,9,17.58,1735784310,1745326552
1554,31,4.96,1737880654,1738593183
1555,38,47.14,1738183121,1745507151
1556,64,1.79,1737205644,1742856740
1557,25,59.43,1737776215,1738603095
1558,47,69.21,1737760571,1745091877
1559,5,2.49,1736020379,1738891993
1560,75,4.01,1737145843,1743266524
1561,48,34.07,1736331562,1739618478
1562,75,24.86,1737867274,1742912846
1563,17,58.44,1738040139,1738646218
1564,41,27.28,1737032051,1743035708
1565,79,76.58,1737065147,1745042731
1566,40,63.81,1736913548,1745497810
1567,29,36.49,1736773968,1738263463
1568,6,88.49,1736357251,1738901476
1569,36,71.87,1736536702,1740617925
1570,56,54.96,1737505157,1742788264
1571,68,39.52,1736444086,1743392024
1572,4,96.97,1736343927,1745711885
1573,67,32.51,1738023841,1744572632
1574,61,78.87,1736263345,1739876127
1575,50,47.06,1738021538,1743204623
1576,29,20.41,1737735973,1745801919
1577,49,88.63,1737297956,1745477481
1578,25,33.69,1738023297,1745873313
1579,69,26.58,1737645114,1738584427
1580,38,19.23,1738065879,1745592263
1581,13,17.4,1738060231,1741415094
1582,23,74.6,1735762265,1741458436
1583,1,86.91,1736735947,1743396916
1584,31,56.93,1737273379,1744464235
1585,69,20.15,1736688355,1739642840
1586,31,60.46,1738165590,1744884946
1587,31,21.23,1738240348,1744819411
1588,22,95.71,1735842304,1740294291
1589,27,33.31,1737360982,1741696864
1590,32,52.46,1736712238,1744043655
1591,25,89.79,1737740631,1739638538
1592,7,83.67,1737651133,1742307830
1593,9,19.64,1738233457,1740927335
1594,32,60.49,1737415547,1745405201
1595,54,57.67,1738211769,1744397638
1596,3,70.46,1737271895,1743797206
1597,67,28.94,1737723303,1743436975
1598,35,21.71,1736696843,1738847518
1599,77,71.21,1737927767,1741418142
1600,1,86.87,1736068742,1743357416
1601,73,81.31,1737826207,1739595761
1602,20,7.07,1736516367,1743195161
1603,55,27.43,1736177092,1741095502
1604,41,67.48,1737063108,1742880405
1605,3,47.94,1736717794,1745816907
1606,31,16.04,1737162364,1743790610
1607,64,62.76,1737118045,1744734754
1608,43,39.78,1737307149,1742006335
1609,35,65.82,1737809320,1738342769
1610,43,29.21,1736655821,1743109482
1611,51,83.37,1736815328,1744332130
1612,44,10.47,1737633336,1741486669
1613,49,54.41,1737630840,1738584156
1614,71,54.61,1736987704,1739845031
1615,79,17.55,1736509113,1738426853
1616,49,31.16,1737166266,1740945199
1617,79,34.45,1737937935,1740913886
1618,62,81.22,1737227704,1740395216
1619,74,68.5,1738181811,1739744682
1620,33,19.85,1736721309,1740437671
1621,61,66.74,1737482693,1741417373
1622,30,85.15,1736762662,1744389980
1623,63,85.96,1736894772,1739415206
1624,64,47.93,1736950614,1742697485
1625,14,39.76,1735893271,1741736961
1626,20,74.68,1737844327,1745344133
1627,80,39.04,1737114716,1739059498
1628,33,5.06,1738008595,1743714914
1629,77,93.04,1737472264,1744389644
1630,38,27.57,1736973926,1743960903
1631,32,45.87,1736051642,1739557414
1632,12,1.88,1736263310,1744963568
1633,47,21.51,1735800099,1741738218
1634,48,48.48,1737836282,1745968050
1635,38,32.0,1736294899,1741725366
1636,64,87.83,1736214491,1744556459
1637,29,79.71,1736035337,1745729575
1638,75,92.26,1736359636,1744852681
1639,67,2.45,1735761539,1742060917
1640,16,60.84,1737173235,1742746315
1641,30,81.7,1737117755,1742322447
1642,10,23.88,1737715003,1742087328
1643,26,87.12,1737259076,1745663425
1644,76,24.06,1737074152,1739018216
1645,71,96.52,1735781522,1739390472
1646,70,40.13,1737265716,1742855672
1647,69,74.38,1737323284,1739027988
1648,76,8.55,1737844211,1744407963
1649,10,18.79,1737314846,1741167344
1650,25,31.94,1738227449,1739177319
1651,78,64.03,1736025781,1740471043
1652,28,24.8,1736235819,1741278478
1653,64,52.32,1738223187,1738978912
1654,46,35.29,1736669832,1740074438
1655,26,2.99,1738161783,1742986648
1656,13,98.04,1736031384,1740743476
1657,62,22.54,1738188955,1743451670
1658,43,27.65,1737339314,1745548792
1659,35,69.53,1737407067,1743204554
1660,16,68.56,1736986215,1744030945
1661,26,60.74,1737482023,1745093967
1662,43,65.13,1736631549,1744090070
1663,35,53.57,1737469329,1741895833
1664,29,86.14,1736036655,1741420135
1665,50,35.81,1736065562,1742521248
1666,56,11.65,1737229833,1739264752
1667,34,51.92,1736984636,1744828935
1668,30,63.76,1736360395,1739595524
1669,45,33.74,1736460692,1745054667
1670,32,84.67,1736717260,1744517931
1671,41,15.45,1737507939,1745695340
1672,50,8.11,1735917261,1739092262
1673,60,56.93,1737724359,1741960083
1674,66,29.16,1737726335,1740794470
1675,60,50.64,1738186259,1740591719
1676,72,33.07,1737872078,1744806961
1677,26,47.53,1737000210,1744662676
1678,29,66.77,1737263806,1744643657
1679,63,71.1,1735985279,1743581758
1680,78,89.26,1737566545,1741806793
1681,19,46.59,1735775220,1740274027
1682,57,80.45,1736990361,1738396165
1683,57,42.05,1737744413,1743076381
1684,29,23.71,1736253579,1745165778
1685,46,18.15,1737467475,1738819010
1686,74,96.87,1736041281,1738862919
1687,19,10.34,1737724679,1740412170
1688,3,28.82,1737775907,1742595366
1689,76,46.82,1735757694,1742109150
1690,16,92.59,1736002049,1742619255
1691,44,95.9,1735931660,1744558451
1692,11,31.31,1738226173,1740326420
1693,34,53.36,1736725112,1739222144
1694,65,1.57,1736029083,1745407293
1695,67,72.06,1738109777,1739651208
1696,66,49.96,1735744777,1745791571
1697,21,11.82,1736358271,1743476862
1698,44,3.18,1735983947,1742144114
1699,9,1.53,1735835155,1744681282
1700,45,57.21,1737349514,1741273182
1701,76,84.02,1736356004,1742094309
1702,40,62.58,1736132007,1742962544
1703,76,61.11,1735860751,1742869447
1704,20,63.87,1737713237,1739466843
1705,21,93.76,1737010557,1744863203
1706,18,69.4,1736054786,1739858035
1707,20,72.06,1737527731,1741073264
1708,79,74.0,1736508472,1738758876
1709,66,13.51,1735839148,1743634902
1710,72,46.42,1736730556,1741915638
1711,73,15.29,1737377079,1742278799
1712,57,24.47,1736755222,1744414604
1713,11,70.31,1736357726,1742940327
1714,76,19.99,1735945457,1739431742
1715,69,44.63,1737115350,1738513210
1716,53,63.85,1737794971,1742943998
1717,11,74.89,1738210156,1739770087
1718,42,90.27,1737549499,1744066528
1719,59,62.66,1736121772,1739025156
1720,19,97.16,1736588012,1740767115
1721,11,16.87,1738079877,1739096139
1722,2,52.66,1736700222,1740775393
1723,24,5.2,1737351768,1740996227
1724,73,26.43,1737143389,1744407424
1725,58,17.7,1737791758,1743309818
1726,1,41.36,1738189172,1744857379
1727,35,12.61,1736743158,1738708951
1728,52,30.07,1737385405,1738581930
1729,30,81.35,1737458334,1743789656
1730,68,56.96,1736711828,1745983091
1731,56,29.51,1737082799,1738650868
1732,26,43.56,1736951214,1745770280
1733,71,45.88,1737586932,1744316428
1734,31,96.7,1737637872,1746014704
1735,67,93.29,1736540525,1742443639
1736,40,95.27,1736417321,1744756459
1737,7,84.56,1735976615,1740682115
1738,6,6.59,1736620448,1742640616
1739,29,46.06,1738158535,1739919618
1740,40,63.66,1736323313,1739459641
1741,65,62.87,1737979912,1743249686
1742,78,54.45,1737005177,1740296605
1743,8,51.05,1735974409,1744404049
1744,4,72.96,1738046523,1743673212
1745,71,8.2,1736079740,1742368737
1746,55,77.94,1736534563,1745481337
1747,38,78.85,1737754445,1740035914
1748,27,38.77,1738154797,1744538537
1749,75,74.19,1737311041,1739666488
1750,80,69.17,1737132866,1740760806
1751,62,5.91,1735879843,1745569364
1752,47,80.62,1738176518,1744045951
1753,74,98.73,1737668847,1739207773
1754,20,17.72,1737360845,1741609197
1755,69,77.9,1737515927,1744087686
1756,25,29.78,1737418064,1742558091
1757,58,14.96,1735818520,1738652913
1758,4,33.65,1737518767,1743602093
1759,20,88.17,1737454603,1739567035
1760,24,84.02,1737516274,1744886210
1761,69,89.84,1736696357,1745349297
1762,14,30.09,1736487819,1744047116
1763,68,42.94,1737671166,1742973377
1764,48,58.66,1737268019,1741811171
1765,3,84.76,1736541695,1738604904
1766,67,60.67,1737980426,1745132593
1767,74,21.41,1737780650,1744993902
1768,75,52.65,1736978953,1740954432
1769,66,19.41,1737338852,1745640335
1770,29,38.28,1737948633,1745489883
1771,22,66.02,1736972482,1743497843
1772,23,66.7,1736950077,1742170147
1773,74,97.37,1736687477,1738655978
1774,14,25.12,1735720905,1743397532
1775,49,60.39,1738010840,1742120907
1776,46,93.19,1736788272,1738803257
1777,29,89.96,1736952655,1740571183
1778,45,1.33,1737567414,1741117489
1779,9,57.04,1738039373,1742178709
1780,50,90.25,1735979920,1739355827
1781,55,76.62,1736445731,1741962213
1782,2,79.85,1736822230,1741905662
1783,4,34.53,1737032789,1745378860
1784,11,72.25,1737402094,1742696808
1785,76,70.62,1736135137,1740468682
1786,67,70.51,1738055014,1744434869
1787,45,50.52,1737823100,1744651303
1788,77,58.19,1736319014,1739177903
1789,29,96.39,1737557881,1740503930
1790,16,93.81,1735954324,1743222232
1791,36,12.5,1736882566,1741638179
1792,35,16.37,1736047708,1744876551
1793,57,37.88,1737212013,1742978529
1794,23,82.99,1737135316,1742959256
1795,69,72.92,1738123152,1742263844
1796,50,84.12,1737308440,1745611145
1797,45,57.29,1736145209,1743126539
1798,56,76.75,1736318690,1744330948
1799,70,19.23,1735787490,1745355262
1800,55,16.04,1735850005,1744709297
1801,1,90.35,1737063972,1742796679
1802,29,98.12,1738253443,1741088025
1803,4,95.13,1738085075,1741048413
1804,50,95.42,1736434497,1745877525
1805,20,93.89,1736648310,1739190836
1806,22,5.18,1737504439,1742440800
1807,40,85.68,1736962148,1743339700
1808,28,78.8,1735749010,1743106547
1809,50,27.45,1736819909,1745210445
1810,28,62.38,1737358691,1743646965
1811,63,68.5,1736988669,1739232524
1812,54,68.12,1736183207,1740503365
1813,26,69.16,1736975147,1743850981
1814,43,78.93,1737924001,1740124365
1815,64,45.05,1737387431,1740599370
1816,19,58.44,1735859965,1745771853
1817,17,37.6,1735791958,1741516618
1818,34,16.89,1736564565,1742352102
1819,46,61.53,1738235642,1741549084
1820,31,96.31,1737060435,1741556745
1821,58,92.93,1736906646,1739851180
1822,37,92.36,1737834023,1740478006
1823,72,9.19,1736790476,1743110278
1824,59,62.13,1736391858,1743496923
1825,39,95.31,1737755009,1743742769
1826,50,13.11,1736309131,1739664414
1827,55,42.58,1737213689,1745269531
1828,43,41.12,1737843202,1740981165
1829,73,39.99,1736810306,1745692520
1830,32,32.87,1736472884,1745048118
1831,37,27.04,1735973183,1743901829
1832,63,3.28,1738078121,1744739345
1833,63,40.04,1737067147,1740163031
1834,40,20.33,1736496856,1742213170
1835,77,2.43,1737156920,1743364580
1836,65,44.53,1736600211,1743022078
1837,45,84.88,1736714857,1739658619
1838,34,66.55,1737732652,1745721683
1839,49,97.66,1735960882,1745953007
1840,37,78.36,1735833151,1742053904
1841,22,47.89,1737135787,1740973063
1842,3,96.01,1738241872,1745920010
1843,40,31.1,1737180173,1741169617
1844,44,34.6,1738101961,1744348905
1845,4,54.24,1738223681,1745409821
1846,72,29.44,1737100961,1738485261
1847,28,17.12,1736335514,1742146133
1848,3,48.41,1737702840,1741502386
1849,36,43.17,1737775797,1740848472
1850,79,63.36,1737773811,1740379942
1851,66,10.34,1737789253,1742946064
1852,34,70.96,1737330780,1743800397
1853,54,29.88,1736649934,1745281475
1854,68,58.28,1738229628,1740384035
1855,72,7.83,1737582291,1742216920
1856,72,63.25,1736930657,1745463163
1857,49,43.47,1737613486,1742313668
1858,71,69.72,1736346191,1744676682
1859,61,20.55,1737991039,1744079843
1860,66,17.93,1737447009,1744423447
1861,8,67.43,1737360085,1739087966
1862,17,66.84,1736629583,1743559060
1863,43,26.84,1735852871,1745375405
1864,52,2.57,1736806095,1745493680
1865,11,31.54,1737261060,1742912316
1866,62,1.17,1737251536,1742423401
1867,66,26.81,1737697814,1739624315
1868,42,30.26,1738198080,1739769483
1869,15,58.01,1736958209,1743019464
1870,72,69.51,1736092768,1741156519
1871,28,32.03,1738085465,1743389766
1872,54,87.27,1737758737,1738320652
1873,65,4.52,1737504178,1742542702
1874,5,63.47,1737393369,1741062418
1875,55,32.46,1736565949,1742786181
1876,61,91.34,1738227567,1744094891
1877,79,95.75,1735723875,1744961022
1878,34,14.87,1736597572,1740988059
1879,66,1.28,1737562120,1738559139
1880,40,42.72,1736076867,1740352878
1881,41,63.69,1736834117,1740973074
1882,32,66.01,1736521446,1745112008
1883,53,1.58,1738048668,1742659575
1884,49,45.13,1736048267,1740298144
1885,38,86.87,1737504425,1743468233
1886,13,6.69,1736639685,1740150427
1887,38,8.14,1737543316,1741100840
1888,5,93.52,1736377214,1743795849
1889,78,99.72,1735800817,1741221806
1890,53,27.67,1737196057,1744884444
1891,47,48.59,1735718686,1741718229
1892,24,51.39,1736220744,1740882409
1893,27,62.62,1737981369,1745173806
1894,77,31.55,1736376565,1740060324
1895,41,60.46,1737456736,1739753338
1896,13,62.96,1736278284,1743266196
1897,60,93.74,1736763116,1742868721
1898,11,99.75,1737745952,1740378962
1899,62,80.34,1736244138,1744114740
1900,56,53.46,1737306348,1743776287
1901,7,34.61,1737522232,1739904012
1902,35,55.75,1736104653,1744126939
1903,42,44.94,1737964981,1741739486
1904,43,1.25,1737474179,1744335249
1905,6,80.4,1736798047,1743162590
1906,41,81.97,1738169713,1739823777
1907,37,22.4,1735756632,1738895706
1908,44,92.55,1736044122,1743809918
1909,13,73.93,1737247159,1744971310
1910,10,52.86,1737543918,1745260284
1911,47,18.54,1736006940,1740170435
1912,36,41.35,1737536283,1741000065
1913,33,93.36,1738082150,1744502163
1914,19,52.07,1735966021,1742692104
1915,5,29.89,1735948914,1745262356
1916,28,85.59,1736683671,1742857719
1917,8,26.65,1736623683,1741257003
1918,40,88.55,1737048884,1740117273
1919,20,81.47,1737155586,1742623200
1920,26,60.77,1735807594,1739506981
1921,69,84.27,1737408432,1745932630
1922,68,46.14,1736710605,1743969340
1923,57,29.97,1735816797,1738553883
1924,68,41.43,1737092433,1745355623
1925,17,54.06,1736753913,1741113874
1926,76,35.45,1736953870,1744049194
1927,68,28.65,1737251755,1740931514
1928,43,42.39,1736936195,1741940276
1929,10,71.31,1735898692,1741318250
1930,66,36.08,1737069015,1743547930
1931,14,44.18,1736112748,1745274357
1932,13,59.42,1735713099,1739352650
1933,22,31.0,1736303256,1743247315
1934,13,18.24,1736140304,1745844788
1935,54,61.77,1737457621,1738773425
1936,27,45.32,1737425192,1741458608
1937,47,32.41,1737306009,1740855142
1938,38,53.95,1735783370,1743022632
1939,45,3.81,1736324542,1742807541
1940,20,21.7,1735832911,1745289173
1941,66,36.66,1735785236,1741927645
1942,80,8.27,1737713914,1740287146
1943,9,22.51,1737550180,1744626649
1944,47,80.24,1735715096,1741162948
1945,67,6.09,1737397558,1740008099
1946,57,3.89,1736944557,1741665659
1947,2,98.96,1737022899,1738686783
1948,17,7.25,1737515186,1743700082
1949,45,30.14,1735958993,1744033211
1950,41,27.56,1736467518,1740184916
1951,4,24.74,1736605389,1741380608
1952,47,69.61,1737327552,1740028982
1953,64,76.93,1736285246,1738956742
1954,1,20.75,1737158083,1743351708
1955,20,94.71,1736640869,1743124703
1956,4,23.99,1736943117,1741477057
1957,8,17.05,1736220717,1739278099
1958,20,87.64,1738150072,1740559892
1959,71,22.89,1737824877,1739247581
1960,53,60.12,1736639851,1742900310
1961,13,5.62,1738236483,1743684659
1962,79,34.68,1736587737,1740808613
1963,32,98.37,1735831524,1739518183
1964,49,7.28,1738215218,1740645741
1965,70,57.38,1737950479,1739907951
1966,77,70.46,1736798013,1740633099
1967,76,44.96,1737102319,1744271287
1968,80,45.27,1736206999,1740050456
1969,3,46.92,1736660887,1740260476
1970,32,19.5,1736631502,1740145707
1971,3,2.77,1737281192,1745986868
1972,8,73.49,1737508243,1742929427
1973,50,87.35,1737037207,1740322958
1974,52,23.15,1736134034,1743272182
1975,79,30.2,1737318470,1745983576
1976,43,70.01,1737091952,1742111349
1977,29,43.11,1736083920,1741324305
1978,78,6.24,1736744837,1742083903
1979,66,84.35,1737514693,1742817883
1980,22,83.21,1736103664,1741230026
1981,26,19.7,1737703877,1742831193
1982,34,74.94,1735706520,1738781300
1983,4,51.79,1737309911,1738817488
1984,61,28.89,1736493145,1743393004
1985,73,19.38,1738106266,1738729646
1986,4,8.57,1736893068,1744239827
1987,35,37.73,1737668322,1743129683
1988,28,4.07,1737772465,1744400156
1989,66,47.26,1735884152,1739767364
1990,42,97.17,1738189490,1740395121
1991,12,70.88,1735841121,1742120285
1992,71,98.9,1737080461,1740387717
1993,76,68.39,1736027595,1741377749
1994,71,33.18,1736782249,1746012163
1995,10,96.17,1737427495,1740765384
1996,49,51.77,1735918907,1743264865
1997,8,34.71,1736539688,1745092966
1998,14,3.38,1736417410,1742127124
1999,42,38.57,1737831172,1741332456
2000,79,97.4,1736014453,1739354106
2001,44,8.2,1736346675,1744341548
2002,40,85.95,1735879574,1742957744
2003,17,88.24,1736852835,1743199613
2004,2,26.37,1736457853,1742351855
2005,43,27.96,1738032041,1742662346
2006,52,96.62,1737617446,1744189464
2007,54,96.54,1736359483,1739045084
2008,19,67.89,1737453202,1740533542
2009,12,52.08,1738204173,1738865291
2010,68,71.41,1737132942,1743136911
2011,75,71.0,1736841460,1738459900
2012,10,55.8,1736488342,1743237313
2013,56,86.21,1737572978,1738548423
2014,38,42.37,1736420148,1739248891
2015,57,54.17,1737583602,1742917060
2016,46,52.37,1738113745,1741644042
2017,73,37.08,1737616301,1743248951
2018,41,40.53,1738025965,1741658869
2019,29,50.59,1736007425,1741156027
2020,9,23.77,1737426079,1743854743
2021,20,29.13,1736253608,1742698264
2022,65,27.69,1736787804,1741268412
2023,23,26.47,1737752046,1739822660
2024,49,27.74,1736167820,1740226543
2025,50,81.79,1736416966,1745346255
2026,17,67.4,1738072651,1739766499
2027,17,78.52,1737322488,1744869522
2028,23,5.01,1735861865,1738997949
2029,80,26.37,1736778725,1746009628
2030,49,37.26,1736939763,1738475229
2031,47,96.04,1737315248,1739246315
2032,16,52.53,1735964651,1745852712
2033,20,52.13,1735963138,1739927567
2034,9,25.37,1737768868,1742617335
2035,45,73.78,1737056781,1745300208
2036,22,32.24,1737869476,1740291543
2037,16,38.09,1736232893,1745686476
2038,33,68.04,1737248411,1738426847
2039,50,53.92,1737481545,1743751880
2040,12,88.34,1738169848,1744823928
2041,32,25.95,1736370019,1741452575
2042,24,28.32,1737059672,1744958759
2043,46,72.08,1737365143,1739949687
2044,6,97.86,1736386172,1740611595
2045,29,24.69,1736871867,1743307195
2046,54,33.84,1736534819,1742110237
2047,8,22.44,1737180644,1742740464
2048,53,96.75,1736977113,1744465365
2049,34,14.13,1738029156,1741044280
2050,16,6.13,1737382909,1743410622
2051,18,54.95,1737224673,1740259550
2052,63,18.51,1735897864,1744625506
2053,69,96.07,1736212401,1739404230
2054,38,20.82,1736127814,1739838056
2055,79,20.76,1737613165,1743250816
2056,74,44.43,1736448777,1738867611
2057,5,26.03,1736398255,1741664577
2058,61,8.38,1737875483,1738829681
2059,31,71.32,1737939022,1745351508
2060,54,3.1,1737672941,1741014676
2061,32,22.98,1738191594,1745559735
2062,51,60.02,1736240526,1745000653
2063,40,99.79,1737544356,1745420531
2064,28,26.11,1737916494,1738446479
2065,62,30.6,1737057297,1745551707
2066,5,54.1,1736884695,1745108216
2067,49,52.43,1737042388,1745222111
2068,40,74.5,1735753983,1740127070
2069,24,33.71,1736093357,1741974441
2070,70,17.71,1736719160,1739536614
2071,52,17.49,1737703809,1743933197
2072,7,5.5,1736349243,1745328294
2073,18,45.58,1737015382,1743200439
2074,21,60.3,1737337477,1740372082
2075,49,25.6,1736136075,1741161251
2076,43,48.08,1737890116,1742030975
2077,36,26.03,1737225834,1742623976
2078,76,7.31,1736907272,1741845912
2079,56,44.34,1736605252,1745307068
2080,6,61.84,1736536125,1741956364
2081,76,37.73,1735992962,1741964070
2082,63,5.32,1738201131,1745499974
2083,29,97.89,1735880063,1743259191
2084,29,9.15,1736318320,1742513914
2085,46,84.21,1736191052,1744585923
2086,30,2.02,1736329405,1745589713
2087,38,37.46,1738020158,1743096852
2088,72,37.92,1736204481,1741686802
2089,43,40.99,1736443145,1740575905
2090,9,22.84,1736877975,1743440080
2091,5,60.26,1736638540,1743273845
