coupon_id,coupon_code,discount_percentage,expiration_date
1143,COUPON-687627,25.7,2025-04-29 16:23:02
1144,COUPON-177955,28.43,2025-05-13 16:23:02
1145,COUPON-458388,22.42,2025-10-25 16:23:02
1146,COUPON-858882,7.89,2025-05-17 16:23:02
1147,COUPON-960270,12.8,2025-08-26 16:23:02
1148,COUPON-782438,16.89,2025-04-13 16:23:02
1149,COUPON-193301,9.52,2025-05-03 16:23:02
1150,COUPON-673881,22.51,2025-09-24 16:23:02
1151,COUPON-170520,21.25,2025-08-01 16:23:02
1152,COUPON-654035,21.36,2025-11-29 16:23:02
1153,COUPON-803551,24.66,2025-03-11 16:23:02
1154,COUPON-750581,18.62,2026-01-04 16:23:02
1155,COUPON-406151,10.91,2025-06-21 16:23:02
1156,COUPON-555987,29.73,2026-01-27 16:23:02
1157,COUPON-791058,21.68,2025-08-09 16:23:02
1158,COUPON-131700,9.51,2025-05-23 16:23:02
1159,COUPON-439682,11.91,2025-10-21 16:23:02
1160,COUPON-971058,12.6,2026-01-17 16:23:02
1161,COUPON-871627,21.08,2025-08-16 16:23:02
1162,COUPON-619635,6.49,2025-09-11 16:23:02
1163,COUPON-350743,19.08,2025-03-23 16:23:02
1164,COUPON-621501,21.32,2025-06-01 16:23:02
1165,COUPON-556551,15.47,2025-03-26 16:23:02
1166,COUPON-165072,8.08,2025-09-24 16:23:02
1167,COUPON-376521,5.88,2025-05-26 16:23:02
1168,COUPON-252421,5.17,2025-12-29 16:23:02
1169,COUPON-428212,27.52,2025-08-14 16:23:02
1170,COUPON-929653,19.43,2025-11-01 16:23:02
1171,COUPON-492156,15.88,2025-12-21 16:23:02
1172,COUPON-119831,18.34,2026-01-11 16:23:02
1173,COUPON-604845,26.0,2025-12-10 16:23:02
1174,COUPON-925586,26.75,2025-04-11 16:23:02
1175,COUPON-471280,6.58,2025-09-15 16:23:02
1176,COUPON-763218,21.34,2026-01-17 16:23:02
1177,COUPON-833432,27.5,2025-10-15 16:23:02
1178,COUPON-917753,8.76,2025-08-19 16:23:02
1179,COUPON-697527,10.04,2025-11-27 16:23:02
1180,COUPON-588920,8.7,2025-07-15 16:23:02
1181,COUPON-212075,21.1,2025-12-19 16:23:02
1182,COUPON-136000,20.12,2025-05-27 16:23:02
1183,COUPON-593854,21.19,2025-11-13 16:23:02
1184,COUPON-606309,19.26,2025-09-23 16:23:02
1185,COUPON-430156,28.69,2025-12-01 16:23:02
1186,COUPON-426906,8.07,2025-04-12 16:23:02
1187,COUPON-143485,21.35,2025-09-08 16:23:02
1188,COUPON-644351,22.74,2025-11-02 16:23:02
1189,COUPON-126839,24.68,2026-01-21 16:23:02
1190,COUPON-212745,12.8,2025-05-19 16:23:02
1191,COUPON-708434,18.73,2025-05-13 16:23:02
1192,COUPON-862873,16.47,2025-04-15 16:23:02
1193,COUPON-266962,9.02,2025-06-03 16:23:02
1194,COUPON-790676,20.5,2025-05-07 16:23:02
1195,COUPON-213982,8.29,2025-11-06 16:23:02
1196,COUPON-962942,9.75,2025-08-11 16:23:02
1197,COUPON-775627,23.27,2025-06-08 16:23:02
1198,COUPON-577826,10.1,2025-04-23 16:23:02
1199,COUPON-585905,5.62,2026-01-23 16:23:02
1200,COUPON-545832,5.35,2026-01-01 16:23:02
1201,COUPON-576500,14.44,2025-05-06 16:23:02
1202,COUPON-937540,14.82,2025-06-18 16:23:02
1203,COUPON-167405,8.68,2026-01-13 16:23:02
1204,COUPON-539117,23.05,2026-01-14 16:23:02
1205,COUPON-946872,23.36,2025-05-13 16:23:02
1206,COUPON-784731,19.75,2025-04-06 16:23:02
1207,COUPON-132953,11.69,2025-10-12 16:23:02
1208,COUPON-874289,11.26,2026-01-04 16:23:02
1209,COUPON-421682,18.85,2025-10-07 16:23:02
1210,COUPON-277007,29.89,2025-12-04 16:23:02
1211,COUPON-829589,21.83,2025-12-07 16:23:02
1212,COUPON-424363,23.76,2025-03-24 16:23:02
1213,COUPON-358861,8.13,2025-07-09 16:23:02
1214,COUPON-737652,25.0,2025-05-27 16:23:02
1215,COUPON-385654,17.27,2025-11-11 16:23:02
1216,COUPON-825337,18.96,2025-10-27 16:23:02
1217,COUPON-217503,11.96,2025-11-06 16:23:02
1218,COUPON-350486,6.88,2025-08-17 16:23:02
1219,COUPON-816126,15.77,2025-04-09 16:23:02
1220,COUPON-848235,14.96,2026-01-25 16:23:02
1221,COUPON-464574,14.6,2025-07-04 16:23:02
1222,COUPON-344587,11.05,2025-08-29 16:23:02
1223,COUPON-548153,24.35,2025-05-26 16:23:02
1224,COUPON-528108,23.72,2025-04-15 16:23:02
1225,COUPON-575853,27.26,2026-01-22 16:23:02
1226,COUPON-826383,16.82,2025-09-14 16:23:02
1227,COUPON-524519,21.15,2026-01-03 16:23:02
1228,COUPON-658722,27.78,2026-01-08 16:23:02
1229,COUPON-900184,6.41,2025-09-02 16:23:02
1230,COUPON-869111,15.06,2025-04-24 16:23:02
1231,COUPON-810339,12.62,2025-11-20 16:23:02
1232,COUPON-664223,27.93,2025-06-27 16:23:02
1233,COUPON-716919,28.65,2025-06-07 16:23:02
1234,COUPON-715809,18.8,2025-12-11 16:23:02
1235,COUPON-225376,17.49,2025-07-11 16:23:02
1236,COUPON-324466,28.91,2025-10-15 16:23:02
1237,COUPON-769843,5.25,2025-07-18 16:23:02
1238,COUPON-791495,25.39,2025-08-08 16:23:02
1239,COUPON-465717,18.54,2025-07-11 16:23:02
1240,COUPON-428473,9.89,2025-07-07 16:23:02
1241,COUPON-780159,23.55,2025-11-13 16:23:02
1242,COUPON-928355,26.73,2025-05-20 16:23:02
1243,COUPON-993035,22.26,2026-01-17 16:23:02
1244,COUPON-287558,28.69,2025-11-27 16:23:02
1245,COUPON-522025,12.38,2025-10-19 16:23:02
1246,COUPON-659408,6.95,2025-07-11 16:23:02
1247,COUPON-893326,19.9,2026-01-22 16:23:02
1248,COUPON-486096,29.51,2025-08-10 16:23:02
1249,COUPON-197318,19.62,2026-01-28 16:23:02
1250,COUPON-157332,20.31,2026-01-29 16:23:02
1251,COUPON-812024,17.6,2025-11-01 16:23:02
1252,COUPON-181448,14.42,2026-01-07 16:23:02
1253,COUPON-767474,18.96,2025-05-27 16:23:02
1254,COUPON-403516,28.09,2025-08-24 16:23:02
1255,COUPON-140181,14.04,2026-01-27 16:23:02
1256,COUPON-713523,5.58,2025-05-01 16:23:02
1257,COUPON-305087,16.12,2025-12-23 16:23:02
1258,COUPON-753304,26.68,2025-08-29 16:23:02
1259,COUPON-283514,11.15,2025-12-29 16:23:02
1260,COUPON-186964,10.19,2025-06-06 16:23:02
1261,COUPON-566032,17.23,2026-01-10 16:23:02
1262,COUPON-617089,26.43,2025-09-27 16:23:02
1263,COUPON-668312,28.78,2025-12-03 16:23:02
1264,COUPON-465168,5.73,2025-05-17 16:23:02
1265,COUPON-857190,11.0,2025-09-21 16:23:02
1266,COUPON-548556,8.88,2026-01-16 16:23:02
1267,COUPON-727189,17.2,2025-07-16 16:23:02
1268,COUPON-945028,24.73,2025-12-21 16:23:02
1269,COUPON-414975,8.3,2025-05-22 16:23:02
1270,COUPON-397161,11.52,2025-11-25 16:23:02
1271,COUPON-801555,7.35,2025-06-15 16:23:02
1272,COUPON-807385,19.27,2025-05-05 16:23:02
1273,COUPON-480589,23.3,2025-03-10 16:23:02
1274,COUPON-972678,22.09,2026-01-17 16:23:02
1275,COUPON-889393,22.16,2025-11-12 16:23:02
1276,COUPON-797938,29.84,2025-07-28 16:23:02
1277,COUPON-735397,25.0,2025-08-11 16:23:02
1278,COUPON-575893,27.17,2025-08-02 16:23:02
1279,COUPON-930823,5.2,2025-08-10 16:23:02
1280,COUPON-129182,17.87,2025-12-16 16:23:02
1281,COUPON-733930,11.86,2025-06-16 16:23:02
1282,COUPON-147375,24.14,2025-11-16 16:23:02
1283,COUPON-893607,14.37,2026-01-14 16:23:02
1284,COUPON-436061,16.5,2025-04-26 16:23:02
1285,COUPON-405020,23.87,2025-09-04 16:23:02
1286,COUPON-673893,6.49,2025-04-30 16:23:02
1287,COUPON-779754,19.71,2025-12-19 16:23:02
1288,COUPON-215358,25.57,2025-05-03 16:23:02
1289,COUPON-455073,5.88,2025-09-15 16:23:02
1290,COUPON-597609,9.71,2025-05-23 16:23:02
1291,COUPON-888647,28.01,2025-10-09 16:23:02
1292,COUPON-625468,5.53,2026-01-12 16:23:02
1293,COUPON-756845,22.88,2025-07-23 16:23:02
1294,COUPON-898131,22.71,2025-06-16 16:23:02
1295,COUPON-551530,23.87,2025-07-03 16:23:02
1296,COUPON-879769,19.57,2025-04-20 16:23:02
1297,COUPON-263186,19.38,2025-08-22 16:23:02
1298,COUPON-468141,25.76,2025-06-18 16:23:02
1299,COUPON-580952,6.54,2025-03-22 16:23:02
1300,COUPON-697267,14.62,2025-11-19 16:23:02
1301,COUPON-565673,20.52,2025-06-08 16:23:02
1302,COUPON-872845,26.03,2025-04-16 16:23:02
1303,COUPON-158833,22.12,2025-03-11 16:23:02
1304,COUPON-915889,15.74,2025-06-08 16:23:02
1305,COUPON-508635,15.67,2025-11-08 16:23:02
1306,COUPON-345808,15.99,2025-11-28 16:23:02
1307,COUPON-948712,16.21,2025-05-26 16:23:02
1308,COUPON-872384,11.71,2025-04-25 16:23:02
1309,COUPON-403780,7.2,2026-01-04 16:23:02
1310,COUPON-276725,18.57,2025-06-10 16:23:02
1311,COUPON-249919,16.55,2025-10-03 16:23:02
1312,COUPON-368508,26.27,2025-05-22 16:23:02
1313,COUPON-717039,10.31,2025-03-10 16:23:02
1314,COUPON-150558,10.98,2026-01-21 16:23:02
1315,COUPON-461723,18.58,2025-11-14 16:23:02
1316,COUPON-775946,19.87,2025-08-04 16:23:02
1317,COUPON-176249,11.55,2025-05-02 16:23:02
1318,COUPON-898984,19.53,2025-03-15 16:23:02
1319,COUPON-164387,5.39,2025-04-14 16:23:02
1320,COUPON-277717,20.22,2025-11-09 16:23:02
1321,COUPON-492068,24.76,2025-09-28 16:23:02
1322,COUPON-822731,28.37,2025-12-25 16:23:02
1323,COUPON-902621,18.14,2025-07-22 16:23:02
1324,COUPON-899861,10.73,2025-10-16 16:23:02
1325,COUPON-387069,8.9,2025-08-10 16:23:02
1326,COUPON-516329,9.13,2026-01-04 16:23:02
1327,COUPON-665389,12.18,2025-07-15 16:23:02
1328,COUPON-246103,12.31,2025-06-13 16:23:02
1329,COUPON-576684,12.93,2025-11-22 16:23:02
1330,COUPON-252439,28.03,2025-07-04 16:23:02
1331,COUPON-309897,20.4,2025-07-22 16:23:02
1332,COUPON-693468,15.05,2026-01-03 16:23:02
1333,COUPON-494375,16.33,2025-04-24 16:23:02
1334,COUPON-609320,6.09,2025-09-27 16:23:02
1335,COUPON-618038,20.77,2026-01-27 16:23:02
1336,COUPON-135492,14.47,2025-12-21 16:23:02
1337,COUPON-556568,26.92,2025-11-15 16:23:02
1338,COUPON-662544,26.03,2025-03-10 16:23:02
1339,COUPON-453693,23.22,2026-01-23 16:23:02
1340,COUPON-496851,20.34,2025-07-18 16:23:02
1341,COUPON-497797,16.9,2025-12-23 16:23:02
1342,COUPON-109651,29.84,2025-05-02 16:23:02
1343,COUPON-116597,24.51,2025-03-25 16:23:02
1344,COUPON-850618,6.36,2025-05-05 16:23:02
1345,COUPON-641373,26.79,2025-06-20 16:23:02
1346,COUPON-788537,19.9,2025-11-02 16:23:02
1347,COUPON-388946,14.21,2025-06-20 16:23:02
1348,COUPON-156024,6.79,2025-12-05 16:23:02
1349,COUPON-308404,23.59,2025-10-05 16:23:02
1350,COUPON-203089,10.22,2026-01-29 16:23:02
1351,COUPON-396308,7.88,2025-11-25 16:23:02
1352,COUPON-190577,11.51,2025-06-20 16:23:02
1353,COUPON-715159,15.89,2025-05-31 16:23:02
1354,COUPON-473932,19.62,2026-01-27 16:23:02
1355,COUPON-122746,10.59,2025-07-21 16:23:02
1356,COUPON-794150,14.62,2025-04-24 16:23:02
1357,COUPON-729909,11.1,2025-11-09 16:23:02
1358,COUPON-727263,23.32,2025-11-28 16:23:02
1359,COUPON-188943,16.88,2025-04-09 16:23:02
1360,COUPON-680995,19.97,2025-03-08 16:23:02
1361,COUPON-896163,27.6,2025-07-28 16:23:02
1362,COUPON-664884,22.39,2025-08-06 16:23:02
1363,COUPON-440277,5.91,2026-01-16 16:23:02
1364,COUPON-136242,28.55,2025-05-06 16:23:02
1365,COUPON-410409,17.34,2025-11-03 16:23:02
1366,COUPON-305679,24.82,2025-03-25 16:23:02
1367,COUPON-134779,29.19,2025-05-04 16:23:02
1368,COUPON-298289,19.94,2025-03-26 16:23:02
1369,COUPON-106600,15.48,2025-05-11 16:23:02
1370,COUPON-906859,9.43,2025-08-10 16:23:02
1371,COUPON-742772,22.5,2025-12-20 16:23:02
1372,COUPON-436717,12.17,2025-10-10 16:23:02
1373,COUPON-965982,23.2,2025-06-12 16:23:02
1374,COUPON-926018,23.47,2025-05-04 16:23:02
1375,COUPON-889540,29.21,2025-11-16 16:23:02
1376,COUPON-975187,15.64,2026-01-15 16:23:02
1377,COUPON-783515,6.52,2025-06-11 16:23:02
1378,COUPON-535896,7.96,2025-12-29 16:23:02
1379,COUPON-784001,20.2,2025-03-31 16:23:02
1380,COUPON-854274,6.67,2025-12-07 16:23:02
1381,COUPON-123222,8.2,2025-08-23 16:23:02
1382,COUPON-910122,14.92,2025-11-25 16:23:02
1383,COUPON-940333,27.2,2025-06-04 16:23:02
1384,COUPON-451910,26.29,2025-10-16 16:23:02
1385,COUPON-496728,24.34,2026-01-09 16:23:02
1386,COUPON-402677,20.33,2025-10-06 16:23:02
1387,COUPON-713738,11.0,2025-09-02 16:23:02
1388,COUPON-451642,12.68,2025-06-06 16:23:02
1389,COUPON-909486,26.17,2026-01-08 16:23:02
1390,COUPON-305300,18.71,2025-09-03 16:23:02
1391,COUPON-761347,25.32,2025-08-07 16:23:02
1392,COUPON-448256,21.37,2025-04-10 16:23:02
1393,COUPON-578849,7.95,2025-08-23 16:23:02
1394,COUPON-396939,29.69,2025-04-22 16:23:02
1395,COUPON-101859,16.15,2025-08-21 16:23:02
1396,COUPON-423119,13.77,2025-09-25 16:23:02
1397,COUPON-893046,5.31,2025-11-07 16:23:02
1398,COUPON-542033,16.5,2025-10-08 16:23:02
1399,COUPON-899336,20.48,2026-01-21 16:23:02
1400,COUPON-441075,26.46,2025-07-18 16:23:02
1401,COUPON-488447,26.13,2026-01-20 16:23:02
1402,COUPON-902897,12.5,2025-10-23 16:23:02
1403,COUPON-232718,19.51,2025-04-12 16:23:02
1404,COUPON-877617,26.73,2025-07-01 16:23:02
1405,COUPON-878989,8.92,2025-08-10 16:23:02
1406,COUPON-200591,28.37,2025-04-17 16:23:02
1407,COUPON-857250,6.05,2025-07-23 16:23:02
1408,COUPON-147969,21.84,2025-06-01 16:23:02
1409,COUPON-246966,8.64,2025-11-28 16:23:02
1410,COUPON-925982,27.41,2025-03-29 16:23:02
1411,COUPON-721046,22.41,2025-05-18 16:23:02
1412,COUPON-634667,11.58,2026-01-13 16:23:02
1413,COUPON-390528,26.88,2025-09-16 16:23:02
1414,COUPON-745102,26.28,2025-07-18 16:23:02
1415,COUPON-130352,7.47,2025-05-09 16:23:02
1416,COUPON-221945,29.54,2025-07-18 16:23:02
1417,COUPON-486051,12.4,2025-05-07 16:23:02
1418,COUPON-737921,11.01,2025-08-09 16:23:02
1419,COUPON-774748,27.44,2025-03-08 16:23:02
1420,COUPON-592942,22.36,2025-05-12 16:23:02
1421,COUPON-138057,5.66,2025-10-11 16:23:02
1422,COUPON-282839,26.56,2025-03-21 16:23:02
1423,COUPON-344116,21.11,2025-05-21 16:23:02
1424,COUPON-998094,17.97,2025-04-27 16:23:02
1425,COUPON-156140,10.58,2025-03-11 16:23:02
1426,COUPON-166691,14.7,2025-10-25 16:23:02
1427,COUPON-995389,18.94,2025-12-16 16:23:02
1428,COUPON-278407,7.43,2025-06-27 16:23:02
1429,COUPON-472901,13.13,2025-11-02 16:23:02
1430,COUPON-476069,29.53,2025-05-17 16:23:02
1431,COUPON-628277,20.96,2025-03-10 16:23:02
1432,COUPON-482006,17.98,2025-09-08 16:23:02
1433,COUPON-814288,28.67,2025-04-03 16:23:02
1434,COUPON-794036,9.29,2025-05-23 16:23:02
1435,COUPON-215992,9.39,2025-03-04 16:23:02
1436,COUPON-464373,12.35,2025-08-18 16:23:02
1437,COUPON-544546,21.95,2025-09-26 16:23:02
1438,COUPON-957418,15.69,2026-01-25 16:23:02
1439,COUPON-346680,25.34,2025-04-05 16:23:02
1440,COUPON-881225,27.28,2025-09-06 16:23:02
1441,COUPON-635791,5.22,2025-07-26 16:23:02
1442,COUPON-428612,15.44,2025-09-12 16:23:02
1443,COUPON-381046,24.71,2025-07-09 16:23:02
1444,COUPON-112577,18.55,2025-07-14 16:23:02
1445,COUPON-329728,6.57,2025-09-28 16:23:02
1446,COUPON-808710,6.02,2025-04-10 16:23:02
1447,COUPON-627257,9.92,2025-11-05 16:23:02
1448,COUPON-473300,6.06,2025-11-19 16:23:02
1449,COUPON-801583,13.13,2025-06-23 16:23:02
1450,COUPON-827593,13.55,2025-10-23 16:23:02
1451,COUPON-908037,12.99,2025-03-10 16:23:02
1452,COUPON-651027,12.23,2025-05-06 16:23:02
1453,COUPON-855774,18.44,2025-11-18 16:23:02
1454,COUPON-152197,5.22,2025-07-15 16:23:02
1455,COUPON-777080,15.25,2025-04-02 16:23:02
1456,COUPON-795765,17.15,2025-05-14 16:23:02
1457,COUPON-328900,22.99,2025-04-06 16:23:02
1458,COUPON-124118,26.83,2025-12-25 16:23:02
1459,COUPON-188288,11.63,2025-04-23 16:23:02
1460,COUPON-857576,6.5,2025-07-08 16:23:02
1461,COUPON-970371,22.74,2025-09-14 16:23:02
1462,COUPON-190086,29.09,2025-07-24 16:23:02
1463,COUPON-405815,26.68,2025-09-04 16:23:02
1464,COUPON-623436,27.74,2025-10-29 16:23:02
1465,COUPON-378858,11.22,2025-08-08 16:23:02
1466,COUPON-911536,18.19,2025-06-21 16:23:02
1467,COUPON-747125,22.74,2025-12-13 16:23:02
1468,COUPON-586319,29.87,2025-10-24 16:23:02
1469,COUPON-160873,20.6,2025-09-04 16:23:02
1470,COUPON-542319,24.67,2026-01-18 16:23:02
1471,COUPON-458643,18.6,2026-01-10 16:23:02
1472,COUPON-649462,20.83,2025-05-17 16:23:02
1473,COUPON-916571,25.53,2025-10-05 16:23:02
1474,COUPON-621176,21.86,2025-08-11 16:23:02
1475,COUPON-945148,24.51,2025-04-01 16:23:02
1476,COUPON-297343,27.14,2025-09-17 16:23:02
1477,COUPON-444303,12.18,2025-10-27 16:23:02
1478,COUPON-431449,23.95,2025-03-10 16:23:02
1479,COUPON-125320,28.91,2025-04-26 16:23:02
1480,COUPON-484455,21.92,2025-09-05 16:23:02
1481,COUPON-341308,7.45,2025-05-24 16:23:02
1482,COUPON-818449,17.0,2025-10-13 16:23:02
1483,COUPON-162053,19.0,2025-09-28 16:23:02
1484,COUPON-563552,7.24,2025-07-09 16:23:02
1485,COUPON-280645,9.93,2025-03-25 16:23:02
1486,COUPON-623296,7.5,2025-11-19 16:23:02
1487,COUPON-594890,20.98,2025-11-19 16:23:02
1488,COUPON-509907,13.05,2025-03-16 16:23:02
1489,COUPON-555536,10.02,2025-06-06 16:23:02
1490,COUPON-106213,6.77,2025-11-01 16:23:02
1491,COUPON-366334,22.15,2025-08-07 16:23:02
1492,COUPON-127319,14.58,2025-09-05 16:23:02
1493,COUPON-674705,13.47,2025-08-28 16:23:02
1494,COUPON-408654,8.94,2025-04-06 16:23:02
1495,COUPON-931915,8.5,2025-11-30 16:23:02
1496,COUPON-368566,7.16,2025-10-28 16:23:02
1497,COUPON-507642,11.81,2026-01-23 16:23:02
1498,COUPON-243679,7.95,2025-06-04 16:23:02
1499,COUPON-454268,25.07,2025-05-25 16:23:02
1500,COUPON-931097,21.37,2025-11-10 16:23:02
1501,COUPON-875026,27.91,2025-10-20 16:23:02
1502,COUPON-327825,18.37,2025-07-09 16:23:02
1503,COUPON-161528,9.58,2025-04-16 16:23:02
1504,COUPON-532527,14.85,2025-06-01 16:23:02
1505,COUPON-799867,21.43,2025-08-07 16:23:02
1506,COUPON-616857,26.16,2025-08-19 16:23:02
1507,COUPON-152880,24.36,2025-08-20 16:23:02
1508,COUPON-653701,10.52,2025-08-02 16:23:02
1509,COUPON-989916,5.22,2026-01-03 16:23:02
1510,COUPON-891746,5.56,2025-12-12 16:23:02
1511,COUPON-107786,28.79,2025-10-31 16:23:02
1512,COUPON-264900,7.53,2025-06-23 16:23:02
1513,COUPON-523935,25.64,2025-06-03 16:23:02
1514,COUPON-995142,13.7,2025-11-29 16:23:02
1515,COUPON-114332,15.02,2025-08-08 16:23:02
1516,COUPON-862893,26.52,2025-03-23 16:23:02
1517,COUPON-178527,7.5,2025-12-08 16:23:02
1518,COUPON-450766,11.29,2025-10-06 16:23:02
1519,COUPON-550085,17.61,2025-06-13 16:23:02
1520,COUPON-148503,7.26,2025-11-29 16:23:02
1521,COUPON-443072,5.06,2025-10-24 16:23:02
1522,COUPON-974924,6.81,2025-08-12 16:23:02
1523,COUPON-211193,13.06,2025-09-24 16:23:02
1524,COUPON-284416,29.62,2026-01-15 16:23:02
1525,COUPON-682967,5.09,2026-01-17 16:23:02
1526,COUPON-388606,5.8,2025-09-08 16:23:02
1527,COUPON-307412,24.83,2025-10-22 16:23:02
1528,COUPON-762499,27.72,2025-07-02 16:23:02
1529,COUPON-800936,10.14,2025-10-28 16:23:02
1530,COUPON-497361,28.35,2025-03-04 16:23:02
1531,COUPON-769835,9.41,2025-12-26 16:23:02
1532,COUPON-202686,26.12,2025-07-11 16:23:02
1533,COUPON-305021,16.28,2025-03-22 16:23:02
1534,COUPON-266522,28.67,2025-10-18 16:23:02
1535,COUPON-366501,23.59,2025-07-10 16:23:02
1536,COUPON-649136,10.86,2025-12-07 16:23:02
1537,COUPON-641786,14.26,2025-04-06 16:23:02
1538,COUPON-637339,19.64,2025-10-16 16:23:02
1539,COUPON-207536,23.53,2025-09-08 16:23:02
1540,COUPON-326390,28.32,2025-04-11 16:23:02
1541,COUPON-674747,10.61,2025-03-29 16:23:02
1542,COUPON-581937,8.4,2025-12-29 16:23:02
1543,COUPON-758307,28.83,2025-12-25 16:23:02
1544,COUPON-890736,11.23,2025-03-08 16:23:02
1545,COUPON-381445,8.84,2026-01-25 16:23:02
1546,COUPON-393022,25.11,2025-09-19 16:23:02
1547,COUPON-248367,9.65,2026-01-20 16:23:02
1548,COUPON-604545,9.47,2025-11-27 16:23:02
1549,COUPON-979037,26.85,2026-01-13 16:23:02
1550,COUPON-547113,22.89,2025-05-09 16:23:02
1551,COUPON-798190,16.22,2025-06-02 16:23:02
1552,COUPON-484527,15.36,2025-05-22 16:23:02
1553,COUPON-463830,5.24,2025-03-20 16:23:02
1554,COUPON-687426,26.54,2025-04-18 16:23:02
1555,COUPON-799818,28.47,2025-04-10 16:23:02
1556,COUPON-444389,19.87,2026-01-07 16:23:02
1557,COUPON-969657,8.55,2025-07-04 16:23:02
1558,COUPON-702852,8.58,2025-07-22 16:23:02
1559,COUPON-986900,16.08,2025-03-09 16:23:02
1560,COUPON-100793,25.18,2025-03-31 16:23:02
1561,COUPON-250996,15.13,2025-08-25 16:23:02
1562,COUPON-608279,25.19,2025-12-01 16:23:02
1563,COUPON-818848,25.25,2025-11-09 16:23:02
1564,COUPON-984052,12.29,2025-09-29 16:23:02
1565,COUPON-196732,18.06,2025-12-27 16:23:02
1566,COUPON-467169,7.49,2025-05-16 16:23:02
1567,COUPON-304512,22.91,2025-05-27 16:23:02
1568,COUPON-496280,9.56,2025-06-23 16:23:02
1569,COUPON-910525,18.63,2025-03-09 16:23:02
1570,COUPON-666696,10.78,2025-11-19 16:23:02
1571,COUPON-376104,24.57,2025-11-20 16:23:02
1572,COUPON-331876,10.34,2025-04-29 16:23:02
1573,COUPON-545354,12.79,2025-12-15 16:23:02
1574,COUPON-302420,9.57,2025-04-25 16:23:02
1575,COUPON-476609,16.28,2025-03-18 16:23:02
1576,COUPON-774989,18.22,2025-08-13 16:23:02
1577,COUPON-224725,27.3,2026-01-06 16:23:02
1578,COUPON-563185,21.41,2025-04-26 16:23:02
1579,COUPON-310424,20.42,2026-01-13 16:23:02
1580,COUPON-466245,14.01,2025-04-13 16:23:02
1581,COUPON-184564,24.6,2025-06-04 16:23:02
1582,COUPON-577729,8.11,2025-04-05 16:23:02
1583,COUPON-478475,10.93,2026-01-22 16:23:02
1584,COUPON-908187,20.08,2025-07-13 16:23:02
1585,COUPON-825621,12.01,2025-11-05 16:23:02
1586,COUPON-674186,5.15,2025-12-05 16:23:02
1587,COUPON-942976,12.96,2025-04-30 16:23:02
1588,COUPON-336502,29.12,2026-01-09 16:23:02
1589,COUPON-159861,14.57,2025-03-26 16:23:02
1590,COUPON-200925,13.27,2025-10-25 16:23:02
1591,COUPON-633860,17.84,2025-06-22 16:23:02
1592,COUPON-487445,25.76,2026-01-19 16:23:02
1593,COUPON-143202,10.56,2025-05-01 16:23:02
1594,COUPON-433253,7.0,2025-09-05 16:23:02
1595,COUPON-451947,17.65,2025-06-02 16:23:02
1596,COUPON-508878,21.45,2025-11-11 16:23:02
1597,COUPON-187269,26.58,2025-06-28 16:23:02
1598,COUPON-908837,10.36,2025-10-07 16:23:02
1599,COUPON-924132,6.99,2025-09-09 16:23:02
1600,COUPON-926799,18.94,2025-03-16 16:23:02
1601,COUPON-859242,13.32,2025-03-28 16:23:02
1602,COUPON-124015,11.18,2025-06-03 16:23:02
1603,COUPON-230056,20.85,2025-12-26 16:23:02
1604,COUPON-757382,25.48,2025-03-23 16:23:02
1605,COUPON-139219,9.58,2025-09-15 16:23:02
1606,COUPON-644265,23.09,2025-07-15 16:23:02
1607,COUPON-711443,29.61,2025-11-13 16:23:02
1608,COUPON-485098,22.78,2026-01-05 16:23:02
1609,COUPON-845223,22.64,2025-06-09 16:23:02
1610,COUPON-335840,15.56,2026-01-16 16:23:02
1611,COUPON-384116,6.87,2025-05-06 16:23:02
1612,COUPON-566467,6.94,2025-03-05 16:23:02
1613,COUPON-281871,8.63,2025-08-23 16:23:02
1614,COUPON-860044,20.58,2025-08-18 16:23:02
1615,COUPON-707563,24.2,2025-10-07 16:23:02
1616,COUPON-963693,22.1,2025-04-04 16:23:02
1617,COUPON-917353,23.2,2025-08-18 16:23:02
1618,COUPON-371578,12.28,2025-05-20 16:23:02
1619,COUPON-566555,7.14,2025-07-20 16:23:02
1620,COUPON-554506,6.14,2025-11-21 16:23:02
1621,COUPON-944254,26.75,2025-03-12 16:23:02
1622,COUPON-896226,12.37,2025-07-18 16:23:02
1623,COUPON-109119,18.7,2026-01-24 16:23:02
1624,COUPON-112443,11.21,2025-07-24 16:23:02
1625,COUPON-305707,24.31,2025-06-17 16:23:02
1626,COUPON-536899,24.8,2025-10-25 16:23:02
1627,COUPON-817697,21.38,2025-03-11 16:23:02
1628,COUPON-592812,27.11,2025-03-15 16:23:02
1629,COUPON-571682,11.82,2025-05-31 16:23:02
1630,COUPON-590684,21.14,2025-06-22 16:23:02
1631,COUPON-773584,9.7,2025-09-12 16:23:02
1632,COUPON-842122,14.68,2026-01-07 16:23:02
1633,COUPON-451994,23.27,2025-10-18 16:23:02
1634,COUPON-994125,19.19,2025-11-02 16:23:02
1635,COUPON-490296,15.79,2025-03-29 16:23:02
1636,COUPON-483809,22.11,2025-09-27 16:23:02
1637,COUPON-318529,10.37,2025-09-03 16:23:02
1638,COUPON-881029,26.04,2025-12-19 16:23:02
1639,COUPON-947332,25.85,2025-05-26 16:23:02
1640,COUPON-865023,26.16,2025-12-09 16:23:02
1641,COUPON-683525,24.9,2025-12-13 16:23:02
